"state_name","category","count","last_update","strata_type","data_type","metric","pop_est","count2","normalized"
"Alabama","ASIAN",85,"05/30/20","race","case","Count",73167,85,116.172591468832
"Alabama","BLACK",7350,"05/30/20","race","case","Count",1310802,7350,560.725418484256
"Alabama","OTHER",746,"05/30/20","race","case","Count",NA,746,NA
"Alabama","UNKNOWN",2441,"05/30/20","race","case","Count",NA,2441,NA
"Alabama","WHITE",6738,"05/30/20","race","case","Count",3379955,6738,199.351766517602
"Alabama","5-24",2131,"05/30/20","age","case","Count",1249295,2131,170.576204979608
"Alabama","65+",3850,"05/30/20","age","case","Count",826894,3850,465.59776706567
"Alabama","0-4",211,"05/30/20","age","case","Count",293203,211,71.9637930034822
"Alabama","50-64",4098,"05/30/20","age","case","Count",969671,4098,422.617568226749
"Alabama","25-49",7067,"05/30/20","age","case","Count",1548808,7067,456.286382818271
"Alabama","UNKNOWN",3,"05/30/20","age","case","Count",NA,3,NA
"Alabama","FEMALE",10037,"05/30/20","gender","case","Count",2523756,10037,397.700887090511
"Alabama","MALE",7204,"05/30/20","gender","case","Count",2364115,7204,304.722908995544
"Alabama","UNKNOWN/OTHER",119,"05/30/20","gender","case","Count",NA,119,NA
"Alabama","ASIAN",3,"05/30/20","race","death","Count",73167,3,4.10020911066464
"Alabama","BLACK",273,"05/30/20","race","death","Count",1310802,273,20.8269441151295
"Alabama","OTHER",7,"05/30/20","race","death","Count",NA,7,NA
"Alabama","UNKNOWN",23,"05/30/20","race","death","Count",NA,23,NA
"Alabama","WHITE",312,"05/30/20","race","death","Count",3379955,312,9.23089212726205
"Alabama","65+",501,"05/30/20","age","death","Count",826894,501,60.5881769610131
"Alabama","50-64",95,"05/30/20","age","death","Count",969671,95,9.79713737958545
"Alabama","25-49",22,"05/30/20","age","death","Count",1548808,22,1.42044720843384
"Alabama","FEMALE",286,"05/30/20","gender","death","Count",2523756,286,11.33231580232
"Alabama","MALE",330,"05/30/20","gender","death","Count",2364115,330,13.9587118223944
"Alabama","",17360,"05/30/20","total","case","Count",4887871,17360,355.16485602832
"Alabama","UNKNOWN",3475,"05/30/20","eth","case","Count",NA,3475,NA
"Alabama","NON HISPANIC",12333,"05/30/20","eth","case","Count",4670690,12333,264.050921812409
"Alabama","HISPANIC",1552,"05/30/20","eth","case","Count",217181,1552,714.611314986118
"Alabama","",618,"05/30/20","total","death","Count",4887871,618,12.6435415337271
"Alabama","UNKNOWN",73,"05/30/20","eth","death","Count",NA,73,NA
"Alabama","NON HISPANIC",533,"05/30/20","eth","death","Count",4670690,533,11.4115901504917
"Alabama","HISPANIC",12,"05/30/20","eth","death","Count",217181,12,5.52534521896483
"Alabama","",1826,"05/30/20","total","hosp","Count",4887871,1826,37.3577780592
"Alaska","AI/AN",40,"05/29/20","race","case","Count",113516,40,35.2373233729166
"Alaska","ASIAN",46,"05/29/20","race","case","Count",49025,46,93.8296787353391
"Alaska","BLACK",11,"05/29/20","race","case","Count",27942,11,39.3672607544199
"Alaska","MULTI",16,"05/29/20","race","case","Count",54855,16,29.1678060340899
"Alaska","NH/PI",14,"05/29/20","race","case","Count",10221,14,136.972898933568
"Alaska","OTHER",12,"05/29/20","race","case","Count",NA,12,NA
"Alaska","UNKNOWN",24,"05/29/20","race","case","Count",NA,24,NA
"Alaska","WHITE",271,"05/29/20","race","case","Count",481879,271,56.2381842744755
"Alaska","0-9",11,"05/29/20","age","case","Count",105171,11,10.4591569919464
"Alaska","10-19",31,"05/29/20","age","case","Count",96022,31,32.2842681885401
"Alaska","20-29",75,"05/29/20","age","case","Count",114672,75,65.4039347007116
"Alaska","30-39",85,"05/29/20","age","case","Count",108865,85,78.0783539245855
"Alaska","40-49",61,"05/29/20","age","case","Count",86536,61,70.4908939632061
"Alaska","50-59",76,"05/29/20","age","case","Count",93805,76,81.0191354405415
"Alaska","60-69",58,"05/29/20","age","case","Count",80434,58,72.1088097073377
"Alaska","70-79",28,"05/29/20","age","case","Count",37370,28,74.9264115600749
"Alaska","80+",9,"05/29/20","age","case","Count",14563,9,61.8004532033235
"Alaska","UNKNOWN",0,"05/29/20","age","case","Count",NA,0,NA
"Alaska","FEMALE",212,"05/29/20","gender","case","Count",352865,212,60.0796338543069
"Alaska","MALE",222,"05/29/20","gender","case","Count",384573,222,57.7263614450312
"Alaska","UNKNOWN/OTHER",0,"05/29/20","gender","case","Count",NA,0,NA
"Alaska","AI/AN",2,"05/29/20","race","death","Count",113516,2,1.76186616864583
"Alaska","ASIAN",2,"05/29/20","race","death","Count",49025,2,4.07955124936257
"Alaska","BLACK",0,"05/29/20","race","death","Count",27942,0,0
"Alaska","MULTI",0,"05/29/20","race","death","Count",54855,0,0
"Alaska","NH/PI",1,"05/29/20","race","death","Count",10221,1,9.78377849525487
"Alaska","OTHER",0,"05/29/20","race","death","Count",NA,0,NA
"Alaska","UNKNOWN",0,"05/29/20","race","death","Count",NA,0,NA
"Alaska","WHITE",5,"05/29/20","race","death","Count",481879,5,1.03760487591283
"Alaska","0-9",0,"05/29/20","age","death","Count",105171,0,0
"Alaska","10-19",0,"05/29/20","age","death","Count",96022,0,0
"Alaska","20-29",0,"05/29/20","age","death","Count",114672,0,0
"Alaska","30-39",2,"05/29/20","age","death","Count",108865,2,1.83713773940201
"Alaska","40-49",0,"05/29/20","age","death","Count",86536,0,0
"Alaska","50-59",1,"05/29/20","age","death","Count",93805,1,1.0660412557966
"Alaska","60-69",1,"05/29/20","age","death","Count",80434,1,1.24325533978168
"Alaska","70-79",5,"05/29/20","age","death","Count",37370,5,13.3797163500134
"Alaska","80+",1,"05/29/20","age","death","Count",14563,1,6.8667170225915
"Alaska","UNKNOWN",0,"05/29/20","age","death","Count",NA,0,NA
"Alaska","FEMALE",5,"05/29/20","gender","death","Count",352865,5,1.41697249656384
"Alaska","MALE",5,"05/29/20","gender","death","Count",384573,5,1.30014327578899
"Alaska","UNKNOWN/OTHER",0,"05/29/20","gender","death","Count",NA,0,NA
"Alaska","AI/AN",7,"05/29/20","race","hosp","Count",113516,7,6.1665315902604
"Alaska","ASIAN",7,"05/29/20","race","hosp","Count",49025,7,14.278429372769
"Alaska","BLACK",0,"05/29/20","race","hosp","Count",27942,0,0
"Alaska","MULTI",0,"05/29/20","race","hosp","Count",54855,0,0
"Alaska","NH/PI",4,"05/29/20","race","hosp","Count",10221,4,39.1351139810195
"Alaska","OTHER",4,"05/29/20","race","hosp","Count",NA,4,NA
"Alaska","UNKNOWN",0,"05/29/20","race","hosp","Count",NA,0,NA
"Alaska","WHITE",25,"05/29/20","race","hosp","Count",481879,25,5.18802437956416
"Alaska","0-9",0,"05/29/20","age","hosp","Count",105171,0,0
"Alaska","10-19",1,"05/29/20","age","hosp","Count",96022,1,1.04142800608194
"Alaska","20-29",3,"05/29/20","age","hosp","Count",114672,3,2.61615738802846
"Alaska","30-39",5,"05/29/20","age","hosp","Count",108865,5,4.59284434850503
"Alaska","40-49",2,"05/29/20","age","hosp","Count",86536,2,2.31117685125266
"Alaska","50-59",9,"05/29/20","age","hosp","Count",93805,9,9.59437130216939
