"state_name","category","count","last_update","strata_type","data_type","metric","pop_est","count2","normalized"
"Alabama","ASIAN",219,"07/14/20","race","case","Count",72354,219,302.678497387843
"Alabama","BLACK",17703,"07/14/20","race","case","Count",1309574,17703,1351.81364321527
"Alabama","OTHER",3052,"07/14/20","race","case","Count",NA,3052,NA
"Alabama","UNKNOWN",15530,"07/14/20","race","case","Count",NA,15530,NA
"Alabama","WHITE",18264,"07/14/20","race","case","Count",3381642,18264,540.09265321403
"Alabama","65+",9134,"07/14/20","age","case","Count",826452,9134,1105.20635197204
"Alabama","0-4",1005,"07/14/20","age","case","Count",295295,1005,340.337628473222
"Alabama","25-49",22744,"07/14/20","age","case","Count",1547761,22744,1469.47752269246
"Alabama","5-24",10790,"07/14/20","age","case","Count",1248928,10790,863.94091572933
"Alabama","50-64",10974,"07/14/20","age","case","Count",969245,10974,1132.22147135141
"Alabama","UNKNOWN",121,"07/14/20","age","case","Count",NA,121,NA
"Alabama","FEMALE",30611,"07/14/20","gender","case","Count",2524361,30611,1212.62370952491
"Alabama","MALE",23685,"07/14/20","gender","case","Count",2363320,23685,1002.1918318298
"Alabama","UNKNOWN",472,"07/14/20","gender","case","Count",NA,472,NA
"Alabama","ASIAN",4,"07/14/20","race","death","Count",72354,4,5.52837438151312
"Alabama","BLACK",483,"07/14/20","race","death","Count",1309574,483,36.8822227686255
"Alabama","OTHER",20,"07/14/20","race","death","Count",NA,20,NA
"Alabama","UNKNOWN",40,"07/14/20","race","death","Count",NA,40,NA
"Alabama","WHITE",549,"07/14/20","race","death","Count",3381642,549,16.2347167441142
"Alabama","65+",862,"07/14/20","age","death","Count",826452,862,104.301278235155
"Alabama","0-4",2,"07/14/20","age","death","Count",295295,2,0.677288812882033
"Alabama","25-49",47,"07/14/20","age","death","Count",1547761,47,3.03664454654175
"Alabama","5-24",2,"07/14/20","age","death","Count",1248928,2,0.160137333777448
"Alabama","50-64",183,"07/14/20","age","death","Count",969245,183,18.88067516469
"Alabama","FEMALE",537,"07/14/20","gender","death","Count",2524361,537,21.2727102027008
"Alabama","MALE",556,"07/14/20","gender","death","Count",2363320,556,23.5262258179172
"Alabama","",518827,"07/14/20","total","test","Count",4887681,518827,10614.9930815861
"Alabama","",55545,"07/14/20","total","case","Count",4887681,55545,1136.42850259663
"Alabama","HISPANIC",4824,"07/14/20","eth","case","Count",NA,4824,NA
"Alabama","NON HISPANIC",30503,"07/14/20","eth","case","Count",NA,30503,NA
"Alabama","UNKNOWN",19441,"07/14/20","eth","case","Count",NA,19441,NA
"Alabama","",1124,"07/14/20","total","death","Count",4887681,1124,22.9965908167902
"Alabama","HISPANIC",34,"07/14/20","eth","death","Count",NA,34,NA
"Alabama","NON HISPANIC",944,"07/14/20","eth","death","Count",NA,944,NA
"Alabama","UNKNOWN",118,"07/14/20","eth","death","Count",NA,118,NA
"Alabama","",3179,"07/14/20","total","hosp","Count",4887681,3179,65.0410695788043
"Alaska","AI/AN",184,"07/12/20","race","case","Count",114006,184,161.395014297493
"Alaska","ASIAN",64,"07/12/20","race","case","Count",47838,64,133.784857226473
"Alaska","BLACK",36,"07/12/20","race","case","Count",27652,36,130.189498047158
"Alaska","HN/PI",41,"07/12/20","race","case","Count",10313,41,397.556482109958
"Alaska","MULTI",43,"07/12/20","race","case","Count",54091,43,79.4956647131686
"Alaska","OTHER",32,"07/12/20","race","case","Count",NA,32,NA
"Alaska","UNKNOWN",503,"07/12/20","race","case","Count",NA,503,NA
"Alaska","WHITE",636,"07/12/20","race","case","Count",481239,636,132.1588649299
"Alaska","0-9",62,"07/12/20","age","case","Count",104487,62,59.3375252423746
"Alaska","10-19",142,"07/12/20","age","case","Count",95349,142,148.926575003409
"Alaska","20-29",354,"07/12/20","age","case","Count",114342,354,309.597523219814
"Alaska","30-39",296,"07/12/20","age","case","Count",108795,296,272.071326807298
"Alaska","40-49",229,"07/12/20","age","case","Count",86125,229,265.89259796807
"Alaska","50-59",216,"07/12/20","age","case","Count",93636,216,230.680507497117
"Alaska","60-69",144,"07/12/20","age","case","Count",80364,144,179.18470957145
"Alaska","70-79",72,"07/12/20","age","case","Count",37453,72,192.240941980616
"Alaska","80+",24,"07/12/20","age","case","Count",14588,24,164.518782561009
"Alaska","UNKNOWN",0,"07/12/20","age","case",NA,NA,0,NA
"Alaska","FEMALE",769,"07/12/20","gender","case","Count",351692,769,218.657234170809
"Alaska","MALE",769,"07/12/20","gender","case","Count",383447,769,200.549228446174
"Alaska","UNKNOWN",1,"07/12/20","gender","case","Count",NA,1,NA
"Alaska","AI/AN",0.176,"07/12/20","race","death","Percent",114006,3,2.6314404505026
"Alaska","ASIAN",0.118,"07/12/20","race","death","Percent",47838,2,4.18077678832727
"Alaska","BLACK",0,"07/12/20","race","death",NA,27652,0,0
"Alaska","HN/PI",0.059,"07/12/20","race","death","Percent",10313,1,9.69649956365752
"Alaska","MULTI",0,"07/12/20","race","death",NA,54091,0,0
"Alaska","OTHER",0,"07/12/20","race","death",NA,NA,0,NA
"Alaska","UNKNOWN",0,"07/12/20","race","death",NA,NA,0,NA
"Alaska","WHITE",0.647,"07/12/20","race","death","Percent",481239,11,2.28576653180644
"Alaska","0-9",0,"07/12/20","age","death",NA,104487,0,0
"Alaska","10-19",0,"07/12/20","age","death",NA,95349,0,0
"Alaska","20-29",0,"07/12/20","age","death",NA,114342,0,0
"Alaska","30-39",0.118,"07/12/20","age","death","Percent",108795,2,1.83831977572499
"Alaska","40-49",0,"07/12/20","age","death",NA,86125,0,0
"Alaska","50-59",0.059,"07/12/20","age","death","Percent",93636,1,1.06796531248665
"Alaska","60-69",0.118,"07/12/20","age","death","Percent",80364,2,2.48867652182569
"Alaska","70-79",0.529,"07/12/20","age","death","Percent",37453,9,24.030117747577
"Alaska","80+",0.176,"07/12/20","age","death","Percent",14588,3,20.5648478201261
"Alaska","UNKNOWN",0,"07/12/20","age","death",NA,NA,0,NA
"Alaska","FEMALE",0.471,"07/12/20","gender","death","Percent",351692,8,2.27471765067161
"Alaska","MALE",0.529,"07/12/20","gender","death","Percent",383447,9,2.34713011185379
"Alaska","UNKNOWN",0,"07/12/20","gender","death",NA,NA,0,NA
"Alaska","AI/AN",0.184,"07/12/20","race","hosp","Percent",114006,16,14.0343490693472
"Alaska","ASIAN",0.092,"07/12/20","race","hosp","Percent",47838,8,16.7231071533091
"Alaska","BLACK",0.011,"07/12/20","race","hosp","Percent",27652,1,3.61637494575438
"Alaska","HN/PI",0.08,"07/12/20","race","hosp","Percent",10313,7,67.8754969456026
"Alaska","MULTI",0,"07/12/20","race","hosp",NA,54091,0,0
"Alaska","OTHER",0.046,"07/12/20","race","hosp","Percent",NA,4,NA
"Alaska","UNKNOWN",0.057,"07/12/20","race","hosp","Percent",NA,5,NA
"Alaska","WHITE",0.529,"07/12/20","race","hosp","Percent",481239,46,9.55866004209966
"Alaska","0-9",0,"07/12/20","age","hosp",NA,104487,0,0
"Alaska","10-19",0.011,"07/12/20","age","hosp","Percent",95349,1,1.0487786972071
"Alaska","20-29",0.092,"07/12/20","age","hosp","Percent",114342,8,6.99655419705795
"Alaska","30-39",0.092,"07/12/20","age","hosp","Percent",108795,8,7.35327910289995
"Alaska","40-49",0.046,"07/12/20","age","hosp","Percent",86125,4,4.644412191582
"Alaska","50-59",0.218,"07/12/20","age","hosp","Percent",93636,19,20.2913409372464
"Alaska","60-69",0.184,"07/12/20","age","hosp","Percent",80364,16,19.9094121746055
"Alaska","70-79",0.276,"07/12/20","age","hosp","Percent",37453,24,64.0803139935386
"Alaska","80+",0.08,"07/12/20","age","hosp","Percent",14588,7,47.9846449136276
"Alaska","UNKNOWN",0,"07/12/20","age","hosp",NA,NA,0,NA
"Alaska","FEMALE",0.425,"07/12/20","gender","hosp","Percent",351692,37,10.5205691343562
"Alaska","MALE",0.575,"07/12/20","gender","hosp","Percent",383447,50,13.0396117325211
"Alaska","UNKNOWN",0,"07/12/20","gender","hosp",NA,NA,0,NA
"Alaska","",146590,"07/12/20","total","test","Count",735139,146590,19940.4466366225
"Alaska","",1539,"07/12/20","total","case","Count",735139,1539,209.348164088696
"Alaska","HISPANIC",88,"07/12/20","eth","case","Count",NA,88,NA
"Alaska","NON HISPANIC",858,"07/12/20","eth","case","Count",NA,858,NA
"Alaska","UNKNOWN",593,"07/12/20","eth","case","Count",NA,593,NA
"Alaska","",17,"07/12/20","total","death","Count",735139,17,2.31248784243524
"Alaska","HISPANIC",1,"07/12/20","eth","death","Count",NA,1,NA
"Alaska","NON HISPANIC",2,"07/12/20","eth","death","Count",NA,2,NA
"Alaska","UNKNOWN",1,"07/12/20","eth","death","Count",NA,1,NA
"Alaska","",87,"07/12/20","total","hosp","Count",735139,87,11.8344966054039
"Alaska","HISPANIC",2,"07/12/20","eth","hosp","Count",NA,2,NA
"Alaska","NON HISPANIC",3,"07/12/20","eth","hosp","Count",NA,3,NA
"Alaska","UNKNOWN",1,"07/12/20","eth","hosp","Count",NA,1,NA
"Arizona","NH AI/AN",7783,"07/13/20","race","case","Count",283892,7783,2741.53551350514
"Arizona","NH ASIAN",913,"07/13/20","race","case","Count",241172,913,378.567992967675
