"state_name","category","count","last_update","strata_type","data_type","metric","pop_est","count2","normalized"
"Alabama","",231308,"06/02/20","total","test","Count",4887871,231308,4732.28528330637
"Alabama","",18474,"06/02/20","total","case","Count",4887871,18474,377.955964877142
"Alabama","",651,"06/02/20","total","death","Count",4887871,651,13.318682101062
"Alabama","",1899,"06/02/20","total","hosp","Count",4887871,1899,38.8512708293652
"Alaska","AI/AN",54,"06/01/20","race","case","Count",113516,54,47.5703865534374
"Alaska","ASIAN",48,"06/01/20","race","case","Count",49025,48,97.9092299847017
"Alaska","BLACK",14,"06/01/20","race","case","Count",27942,14,50.1037864147162
"Alaska","MULTI",16,"06/01/20","race","case","Count",54855,16,29.1678060340899
"Alaska","NH/PI",15,"06/01/20","race","case","Count",10221,15,146.756677428823
"Alaska","OTHER",12,"06/01/20","race","case","Count",NA,12,NA
"Alaska","UNKNOWN",35,"06/01/20","race","case","Count",NA,35,NA
"Alaska","WHITE",293,"06/01/20","race","case","Count",481879,293,60.803645728492
"Alaska","0-9",15,"06/01/20","age","case","Count",105171,15,14.2624868071997
"Alaska","10-19",38,"06/01/20","age","case","Count",96022,38,39.5742642311137
"Alaska","20-29",86,"06/01/20","age","case","Count",114672,86,74.9965117901493
"Alaska","30-39",94,"06/01/20","age","case","Count",108865,94,86.3454737518945
"Alaska","40-49",65,"06/01/20","age","case","Count",86536,65,75.1132476657114
"Alaska","50-59",84,"06/01/20","age","case","Count",93805,84,89.5474654869143
"Alaska","60-69",62,"06/01/20","age","case","Count",80434,62,77.0818310664644
"Alaska","70-79",30,"06/01/20","age","case","Count",37370,30,80.2782981000803
"Alaska","80+",13,"06/01/20","age","case","Count",14563,13,89.2673212936895
"Alaska","UNKNOWN",0,"06/01/20","age","case","Count",NA,0,NA
"Alaska","FEMALE",238,"06/01/20","gender","case","Count",352865,238,67.4478908364389
"Alaska","MALE",249,"06/01/20","gender","case","Count",384573,249,64.7471351342918
"Alaska","UNKNOWN/OTHER",0,"06/01/20","gender","case","Count",NA,0,NA
"Alaska","AI/AN",2,"06/01/20","race","death","Count",113516,2,1.76186616864583
"Alaska","ASIAN",2,"06/01/20","race","death","Count",49025,2,4.07955124936257
"Alaska","BLACK",0,"06/01/20","race","death","Count",27942,0,0
"Alaska","MULTI",0,"06/01/20","race","death","Count",54855,0,0
"Alaska","NH/PI",1,"06/01/20","race","death","Count",10221,1,9.78377849525487
"Alaska","OTHER",0,"06/01/20","race","death","Count",NA,0,NA
"Alaska","UNKNOWN",0,"06/01/20","race","death","Count",NA,0,NA
"Alaska","WHITE",5,"06/01/20","race","death","Count",481879,5,1.03760487591283
"Alaska","0-9",0,"06/01/20","age","death","Count",105171,0,0
"Alaska","10-19",0,"06/01/20","age","death","Count",96022,0,0
"Alaska","20-29",0,"06/01/20","age","death","Count",114672,0,0
"Alaska","30-39",2,"06/01/20","age","death","Count",108865,2,1.83713773940201
"Alaska","40-49",0,"06/01/20","age","death","Count",86536,0,0
"Alaska","50-59",1,"06/01/20","age","death","Count",93805,1,1.0660412557966
"Alaska","60-69",1,"06/01/20","age","death","Count",80434,1,1.24325533978168
"Alaska","70-79",5,"06/01/20","age","death","Count",37370,5,13.3797163500134
"Alaska","80+",1,"06/01/20","age","death","Count",14563,1,6.8667170225915
"Alaska","UNKNOWN",0,"06/01/20","age","death","Count",NA,0,NA
"Alaska","FEMALE",5,"06/01/20","gender","death","Count",352865,5,1.41697249656384
"Alaska","MALE",5,"06/01/20","gender","death","Count",384573,5,1.30014327578899
"Alaska","UNKNOWN/OTHER",0,"06/01/20","gender","death","Count",NA,0,NA
"Alaska","AI/AN",7,"06/01/20","race","hosp","Count",113516,7,6.1665315902604
"Alaska","ASIAN",7,"06/01/20","race","hosp","Count",49025,7,14.278429372769
"Alaska","BLACK",0,"06/01/20","race","hosp","Count",27942,0,0
"Alaska","MULTI",0,"06/01/20","race","hosp","Count",54855,0,0
"Alaska","NH/PI",4,"06/01/20","race","hosp","Count",10221,4,39.1351139810195
"Alaska","OTHER",4,"06/01/20","race","hosp","Count",NA,4,NA
"Alaska","UNKNOWN",0,"06/01/20","race","hosp","Count",NA,0,NA
"Alaska","WHITE",25,"06/01/20","race","hosp","Count",481879,25,5.18802437956416
"Alaska","0-9",0,"06/01/20","age","hosp","Count",105171,0,0
"Alaska","10-19",1,"06/01/20","age","hosp","Count",96022,1,1.04142800608194
"Alaska","20-29",3,"06/01/20","age","hosp","Count",114672,3,2.61615738802846
"Alaska","30-39",5,"06/01/20","age","hosp","Count",108865,5,4.59284434850503
"Alaska","40-49",2,"06/01/20","age","hosp","Count",86536,2,2.31117685125266
"Alaska","50-59",9,"06/01/20","age","hosp","Count",93805,9,9.59437130216939
"Alaska","60-69",9,"06/01/20","age","hosp","Count",80434,9,11.1892980580352
"Alaska","70-79",15,"06/01/20","age","hosp","Count",37370,15,40.1391490500401
"Alaska","80+",3,"06/01/20","age","hosp","Count",14563,3,20.6001510677745
"Alaska","UNKNOWN",0,"06/01/20","age","hosp","Count",NA,0,NA
"Alaska","FEMALE",20,"06/01/20","gender","hosp","Count",352865,20,5.66788998625537
"Alaska","MALE",27,"06/01/20","gender","hosp","Count",384573,27,7.02077368926056
"Alaska","UNKNOWN/OTHER",0,"06/01/20","gender","hosp","Count",NA,0,NA
"Alaska","",56203,"06/01/20","total","test","Count",737438,56203,7621.38647588001
"Alaska","",487,"06/01/20","total","case","Count",737438,487,66.0394500961437
"Alaska","HISPANIC",41,"06/01/20","eth","case","Count",53288,41,76.9403993394385
"Alaska","NON HISPANIC",394,"06/01/20","eth","case","Count",684150,394,57.5897098589491
"Alaska","UNKNOWN",52,"06/01/20","eth","case","Count",NA,52,NA
"Alaska","",10,"06/01/20","total","death","Count",737438,10,1.35604620320624
"Alaska","HISPANIC",0,"06/01/20","eth","death","Count",53288,0,0
"Alaska","NON HISPANIC",10,"06/01/20","eth","death","Count",684150,10,1.46166776291749
"Alaska","UNKNOWN",0,"06/01/20","eth","death","Count",NA,0,NA
"Alaska","",47,"06/01/20","total","hosp","Count",737438,47,6.37341715506931
"Alaska","HISPANIC",4,"06/01/20","eth","hosp","Count",53288,4,7.50638042335986
"Alaska","NON HISPANIC",41,"06/01/20","eth","hosp","Count",684150,41,5.9928378279617
"Alaska","UNKNOWN",2,"06/01/20","eth","hosp","Count",NA,2,NA
"Arizona","NH AI/AN",2835,"05/29/20","race","case","Count",283832,2835,998.830293976719
"Arizona","NH ASIAN",197,"05/29/20","race","case","Count",244348,197,80.622718417994
"Arizona","NH BLACK",719,"05/29/20","race","case","Count",313875,719,229.072082835524
"Arizona","HISPANIC",4448,"05/29/20","race","case","Count",2266343,4448,196.263319365162
"Arizona","NH MULTI",0,"05/29/20","race","case","Count",146845,0,0
"Arizona","OTHER",512,"05/29/20","race","case","Count",NA,512,NA
"Arizona","UNKNOWN",4950,"05/29/20","race","case","Count",NA,4950,NA
"Arizona","NH WHITE",4804,"05/29/20","race","case","Count",3902867,4804,123.089000983123
"Arizona","0-19",1673,"05/29/20","age","case","Count",1837877,1673,91.0289426332665
"Arizona","20-44",7335,"05/29/20","age","case","Count",2358452,7335,311.009085620568
"Arizona","45-54",3022,"05/29/20","age","case","Count",850790,3022,355.199285370068
"Arizona","55-64",2713,"05/29/20","age","case","Count",866277,2713,313.179271757186
"Arizona","65+",3709,"05/29/20","age","case","Count",1258250,3709,294.774488376714
"Arizona","UNKNOWN",13,"05/29/20","age","case","Count",NA,13,NA
"Arizona","FEMALE",9756,"05/29/20","gender","case","Count",3606307,9756,270.526053383697
"Arizona","MALE",8679,"05/29/20","gender","case","Count",3565339,8679,243.427062615925
"Arizona","NH AI/AN",169,"05/29/20","race","death","Count",283832,169,59.5422644381183
"Arizona","NH ASIAN",12,"05/29/20","race","death","Count",244348,12,4.91102853307578
"Arizona","NH BLACK",28,"05/29/20","race","death","Count",313875,28,8.92074870569494
"Arizona","HISPANIC",138,"05/29/20","race","death","Count",2266343,138,6.08910478246232
"Arizona","NH MULTI",0,"05/29/20","race","death","Count",146845,0,0
"Arizona","OTHER",12,"05/29/20","race","death","Count",NA,12,NA
"Arizona","UNKNOWN",91,"05/29/20","race","death","Count",NA,91,NA
"Arizona","NH WHITE",435,"05/29/20","race","death","Count",3902867,435,11.1456526702037
"Arizona","0-19",2,"05/29/20","age","death","Count",1837877,2,0.108821210559793
"Arizona","20-44",41,"05/29/20","age","death","Count",2358452,41,1.73842842678163
"Arizona","45-54",44,"05/29/20","age","death","Count",850790,44,5.17166398288649
"Arizona","55-64",108,"05/29/20","age","death","Count",866277,108,12.4671438812297
"Arizona","65+",690,"05/29/20","age","death","Count",1258250,690,54.8380687462746
"Arizona","FEMALE",398,"05/29/20","gender","death","Count",3606307,398,11.036220709995
"Arizona","MALE",486,"05/29/20","gender","death","Count",3565339,486,13.631242358721
"Arizona","NH AI/AN",591,"05/29/20","race","hosp","Count",283832,591,208.221764987739
"Arizona","NH ASIAN",53,"05/29/20","race","hosp","Count",244348,53,21.6903760210847
"Arizona","NH BLACK",153,"05/29/20","race","hosp","Count",313875,153,48.7455197132616
"Arizona","HISPANIC",786,"05/29/20","race","hosp","Count",2266343,786,34.6814228914158
"Arizona","NH MULTI",0,"05/29/20","race","hosp","Count",146845,0,0
"Arizona","OTHER",51,"05/29/20","race","hosp","Count",NA,51,NA
"Arizona","UNKNOWN",162,"05/29/20","race","hosp","Count",NA,162,NA
"Arizona","NH WHITE",1115,"05/29/20","race","hosp","Count",3902867,1115,28.5687419017866
"Arizona","0-19",26,"05/29/20","age","hosp","Count",1837877,26,1.4146757372773
"Arizona","20-44",584,"05/29/20","age","hosp","Count",2358452,584,24.7620049083043
"Arizona","45-54",487,"05/29/20","age","hosp","Count",850790,487,57.2409172651301
"Arizona","55-64",565,"05/29/20","age","hosp","Count",866277,565,65.2216323416182
"Arizona","65+",1249,"05/29/20","age","hosp","Count",1258250,1249,99.2648519769521
"Arizona","UNKNOWN",0,"05/29/20","age","hosp","Count",NA,0,NA
"Arizona","FEMALE",1439,"05/29/20","gender","hosp","Count",3606307,1439,39.9023155821177
"Arizona","MALE",1472,"05/29/20","gender","hosp","Count",3565339,1472,41.2863966091303
"Arizona","",297495,"05/29/20","total","test","Count",7171646,297495,4148.21088492098
"Arizona","",18465,"05/29/20","total","case","Count",7171646,18465,257.472273450195
"Arizona","",885,"05/29/20","total","death","Count",7171646,885,12.3402633091483
"Arizona","",2911,"05/29/20","total","hosp","Count",7171646,2911,40.5904028168708
"Arkansas","ASIAN",78,"06/02/20","race","case","Count",50301,78,155.066499671975
"Arkansas","BLACK",2475,"06/02/20","race","case","Count",472287,2475,524.045760310997
"Arkansas","MULTI",133,"06/02/20","race","case","Count",64918,133,204.873840845374
"Arkansas","OTHER",603,"06/02/20","race","case","Count",NA,603,NA
"Arkansas","UNKNOWN",601,"06/02/20","race","case","Count",NA,601,NA
"Arkansas","WHITE",3715,"06/02/20","race","case","Count",2385213,3715,155.751289297853
"Arkansas","NA",346,"06/02/20","race","case","Count",113516,346,304.802847175729
"Arkansas","0-17",573,"06/02/20","age","case","Count",703180,573,81.4869592422993
"Arkansas","18-24",800,"06/02/20","age","case","Count",280578,800,285.125704795102
"Arkansas","25-44",3017,"06/02/20","age","case","Count",765106,3017,394.324446547276
"Arkansas","45-64",2366,"06/02/20","age","case","Count",753134,2366,314.153922144001
"Arkansas","65+",1062,"06/02/20","age","case","Count",511827,1062,207.491984596358
"Arkansas","FEMALE",3300,"06/02/20","gender","case","Count",1533682,3300,215.168463866695
"Arkansas","MALE",4455,"06/02/20","gender","case","Count",1480143,4455,300.98443190962
"Arkansas","UNKNOWN/OTHER",63,"06/02/20","gender","case","Count",NA,63,NA
"Arkansas","ASIAN",1,"06/02/20","race","death","Count",50301,1,1.9880320470766
"Arkansas","BLACK",46,"06/02/20","race","death","Count",472287,46,9.73984039365894
"Arkansas","MULTI",1,"06/02/20","race","death","Count",64918,1,1.54040481838627
"Arkansas","OTHER",7,"06/02/20","race","death","Count",NA,7,NA
"Arkansas","UNKNOWN",2,"06/02/20","race","death","Count",NA,2,NA
"Arkansas","WHITE",77,"06/02/20","race","death","Count",2385213,77,3.22822322367017
"Arkansas","NA",3,"06/02/20","race","death","Count",113516,3,2.64279925296874
"Arkansas","0-17",0,"06/02/20","age","death","Count",703180,0,0
"Arkansas","18-24",0,"06/02/20","age","death","Count",280578,0,0
"Arkansas","25-44",5,"06/02/20","age","death","Count",765106,5,0.653504220330255
"Arkansas","45-64",30,"06/02/20","age","death","Count",753134,30,3.98335488770923
"Arkansas","65+",101,"06/02/20","age","death","Count",511827,101,19.7332301734766
"Arkansas","",138900,"06/02/20","total","test","Count",3013825,138900,4608.76129171402
"Arkansas","",7818,"06/02/20","total","case","Count",3013825,7818,259.404577239886
"Arkansas","HISPANIC",1245,"06/02/20","eth","case","Count",233187,1245,533.906264071325
"Arkansas","NON HISPANIC",6573,"06/02/20","eth","case","Count",2780638,6573,236.384599505581
"Arkansas","",136,"06/02/20","total","death","Count",3013825,136,4.51253805380206
"Arkansas","HISPANIC",5,"06/02/20","eth","death","Count",233187,5,2.14420186374026
"Arkansas","NON HISPANIC",131,"06/02/20","eth","death","Count",2780638,131,4.71114902407289
"Arkansas","",731,"06/02/20","total","hosp","Count",3013825,731,24.2548920391861
"California","NH AI/AN",170,"06/01/20","race","case","Count",163273,170,104.120093340601
"California","NH ASIAN",7291,"06/01/20","race","case","Count",5818319,7291,125.311107899034
"California","NH BLACK",4218,"06/01/20","race","case","Count",2223274,4218,189.720205426772
"California","HISPANIC",43951,"06/01/20","race","case","Count",15540142,43951,282.82238347629
"California","NH MULTI",625,"06/01/20","race","case","Count",1097938,625,56.9248901121921
"California","NH NH/PI",631,"06/01/20","race","case","Count",145491,631,433.703802984377
"California","OTHER",8140,"06/01/20","race","case","Count",NA,8140,NA
"California","PENDING",34170,"06/01/20","race","case","Count",NA,34170,NA
"California","NH WHITE",16114,"06/01/20","race","case","Count",14568608,16114,110.607684687514
"California","0-4",1471,"06/01/20","age","case","Count",2441300,1471,60.2547822881252
"California","5-17",5235,"06/01/20","age","case","Count",6548655,5235,79.9400792987262
"California","18-34",31535,"06/01/20","age","case","Count",9789194,31535,322.140923961666
"California","35-49",28958,"06/01/20","age","case","Count",7823754,28958,370.129224410686
"California","50-59",19086,"06/01/20","age","case","Count",5022701,19086,379.99474784583
"California","60-64",7794,"06/01/20","age","case","Count",2262416,7794,344.498978083606
"California","65-69",5724,"06/01/20","age","case","Count",1853102,5724,308.887476242538
"California","70-74",4274,"06/01/20","age","case","Count",1432312,4274,298.39867291484
"California","75-79",3316,"06/01/20","age","case","Count",976718,3316,339.504340044926
"California","80+",7740,"06/01/20","age","case","Count",1406893,7740,550.148447678679
"California","UNKNOWN",177,"06/01/20","age","case","Count",NA,177,NA
"California","FEMALE",0.49,"06/01/20","gender","case","Percent",19893468,56502,284.022876252647
"California","MALE",0.5,"06/01/20","gender","case","Percent",19663577,57655,293.207080278425
"California","UNKNOWN/OTHER",0.01,"06/01/20","gender","case","Percent",NA,1153,NA
"California","NH AI/AN",14,"06/01/20","race","death","Count",163273,14,8.57459592216717
"California","NH ASIAN",601,"06/01/20","race","death","Count",5818319,601,10.3294439510793
"California","NH BLACK",408,"06/01/20","race","death","Count",2223274,408,18.351314322931
"California","HISPANIC",1582,"06/01/20","race","death","Count",15540142,1582,10.1800871575047
"California","NH MULTI",26,"06/01/20","race","death","Count",1097938,26,2.36807542866719
