"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama",NA,"17360; eth_Unknown:3475; eth_Not Hispanic/Latino:12333; eth_Hispanic/Latino:1552",NA,NA,NA,"ASIAN:  85; BLACK:7350; OTHER: 746; UNKNOWN:2441; WHITE:6738","5-24:2131; 65+:3850; 0-4:211; 50-64:4098; 25-49:7067; UNKNOWN:3","FEMALE:10037; MALE:7204; UNKNOWN/OTHER:119","618; eth_Unknown:73; eth_Not Hispanic/Latino:533; eth_Hispanic/Latino:12","ASIAN:  3; BLACK:273; OTHER:  7; UNKNOWN: 23; WHITE:312","65+:501; 50-64:95; 25-49:22","FEMALE:286; MALE:330",NA,"1826",NA,NA,NA,"arcgis, pdf","CLN_ICU:585; CLN_VENT:351; HCW:2232; LTCF_Employee:1023; LTCF_Resident:1685; LTCF_Visitor:57","05/30/20"
"Alaska","51695","434; eth_Hispanic:40; eth_Non-Hispanic:361; eth_Unknown Ethnicity:33",2256,4,0,"AI/AN: 40; ASIAN: 46; BLACK: 11; MULTI: 16; NH/PI: 14; OTHER: 12; UNKNOWN: 24; WHITE:271","0-9:11; 10-19:31; 20-29:75; 30-39:85; 40-49:61; 50-59:76; 60-69:58; 70-79:28; 80+:9; UNKNOWN:0","FEMALE:212; MALE:222; UNKNOWN/OTHER:0","10; eth_Hispanic:0; eth_Non-Hispanic:10; eth_Unknown Ethnicity:0","AI/AN:2; ASIAN:2; BLACK:0; MULTI:0; NH/PI:1; OTHER:0; UNKNOWN:0; WHITE:5","0-9:0; 10-19:0; 20-29:0; 30-39:2; 40-49:0; 50-59:1; 60-69:1; 70-79:5; 80+:1; UNKNOWN:0","FEMALE:5; MALE:5; UNKNOWN/OTHER:0",NA,"47; eth_Hispanic:4; eth_Non-Hispanic:41; eth_Unknown Ethnicity:2","AI/AN: 7; ASIAN: 7; BLACK: 0; MULTI: 0; NH/PI: 4; OTHER: 4; UNKNOWN: 0; WHITE:25","0-9:0; 10-19:1; 20-29:3; 30-39:5; 40-49:2; 50-59:9; 60-69:9; 70-79:15; 80+:3; UNKNOWN:0","FEMALE:20; MALE:27; UNKNOWN/OTHER:0","arcgis + raw data","expr_Community_Cases:129; expr_Secondary_Cases:178; expr_Travel_Cases:103; expr_UI_Cases:24; All_Beds:2280; Inpatient_Beds:1840; Inpatient_Occup:1067; Inpatient_Avail:773; ICU_Beds:195; ICU_Occup:80; ICU_Avail:115; Pos_COVID_PUI_Pending:14; Vent_Cap:349; Vent_Avail:326; Vent_Occup:23","05/29/20"
"Arizona","297495","18465",NA,NA,NA,"AI/AN:2835; ASIAN: 197; BLACK: 719; HISPANIC:4448; MULTI:   0; OTHER: 512; UNKNOWN:4950; WHITE:4804","0-19:1673; 20-44:7335; 45-54:3022; 55-64:2713; 65+:3709; UNKNOWN:13","FEMALE:9756; MALE:8679","885","AI/AN:169; ASIAN: 12; BLACK: 28; HISPANIC:138; MULTI:  0; OTHER: 12; UNKNOWN: 91; WHITE:435","0-19:2; 20-44:41; 45-54:44; 55-64:108; 65+:690; UNKNOWN:NA","FEMALE:398; MALE:486",NA,"2911","AI/AN: 591; ASIAN:  53; BLACK: 153; HISPANIC: 786; MULTI:   0; OTHER:  51; UNKNOWN: 162; WHITE:1115","0-19:26; 20-44:584; 45-54:487; 55-64:565; 65+:1249; UNKNOWN:0","FEMALE:1439; MALE:1472","manual",NA,"05/29/20"
"Arkansas","126497","7013; eth_nonhispanic:6092; eth_hispanic:921",NA,NA,NA,"ASIAN:  73; BLACK:2340; MULTI: 137; OTHER: 516; UNKNOWN: 434; WHITE:3369; NA: 281","0-17:461; 18-24:689; 25-44:2737; 45-64:2161; 65+:965","FEMALE:2877; MALE:4115; UNKNOWN/OTHER:21","133; eth_nonhispanic:5; eth_hispanic:128","ASIAN:  73; BLACK:2340; MULTI: 137; OTHER: 516; UNKNOWN: 434; WHITE:3369; NA: 281","0-17:0; 18-24:0; 25-44:5; 45-64:30; 65+:98",NA,"case_diabetes:614; case_cardiac_disease:279; case_hypertension:1144; case_cpd:237; case_ckd:101; case_immunocompromised:104","702",NA,NA,NA,"pdf","curr_hosp:104; recovered:5166; active_cases:1714; curr_vent:26; ever_vent:123; nursingHomeRes:384; death_nursingHome:55; death_jailed:11; healthcareWorker:635","05/30/20"
"California","1888595","106878",NA,NA,NA,"AI/AN:  155; ASIAN: 7090; BLACK: 4045; HISPANIC:41386; MULTI:  599; NH/PI:  608; OTHER: 6529; PENDING:31109; WHITE:15357","0-4:1269; 5-17:4592; 18-34:28753; 35-49:26799; 50-59:17845; 60-64:7378; 65-69:5418; 70-74:4056; 75-79:3177; 80+:7422; UNKNOWN:169","FEMALE:0.49; MALE:0.5; UNKNOWN/OTHER:0.01","3985","AI/AN:  14; ASIAN: 577; BLACK: 389; HISPANIC:1506; MULTI:  24; NH/PI:  29; OTHER:  36; PENDING:  93; WHITE:1317","0-4:0; 5-17:0; 18-34:42; 35-49:186; 50-59:351; 60-64:267; 65-69:372; 70-74:427; 75-79:489; 80+:1851; UNKNOWN:0","FEMALE:0.44; MALE:0.56; UNKNOWN/OTHER:0",NA,NA,NA,NA,NA,"pdf",NA,"05/29/20"
"Colorado",NA,"23667",NA,NA,NA,"HISPANIC:0.3686; NH AI/AN:0.0049; NH ASIAN:0.0261; NH BLACK:0.0588; NH MULTI:0.0064; NH NH/PI:0.0041; NH WHITE:0.3424; OTHER:0.0089; UNKNOWN:0.1796","0-9:568; 10-19:1193; 20-29:4192; 30-39:4522; 40-49:4494; 50-59:4181; 60-69:2964; 70-79:1897; 80+:2037; UNKNOWN:50","FEMALE:0.5025; MALE:0.477; UNKNOWN/OTHER:0.0205","1138","HISPANIC:0.1927; NH AI/AN:0.0055; NH ASIAN:0.0374; NH BLACK:0.0679; NH MULTI:0.0069; NH NH/PI:0.0042; NH WHITE:0.6362; OTHER:0.0049; UNKNOWN:0.0444","10-19:3; 20-29:9; 30-39:8; 40-49:36; 50-59:74; 60-69:180; 70-79:342; 80+:791","FEMALE:0.4428; MALE:0.553; UNKNOWN/OTHER:0.0042",NA,NA,NA,"0-9:38; 10-19:37; 20-29:193; 30-39:354; 40-49:534; 50-59:767; 60-69:759; 70-79:553; 80+:365",NA,"tableau",NA,"05/30/20"
"Connecticut","246935","42022",5542,260,44,"HISPANIC: 7359; NH AI/AN:   40; NH ASIAN/PI:  599; NH BLACK: 5285; NH MULTI:   97; NH OTHER:  223; NH WHITE:14059; UNKNOWN:13897","0-9:501; 10-19:1072; 20-29:4751; 30-39:5855; 40-49:5933; 50-59:7257; 60-69:6122; 70-79:4076; 80+:6333","FEMALE:22967; MALE:18846","3912","HISPANIC: 332; NH AI/AN:   2; NH ASIAN/PI:  37; NH BLACK: 566; NH MULTI:  24; NH OTHER:  13; NH WHITE:2791; UNKNOWN:  61","0-9:1; 10-19:1; 20-29:4; 30-39:19; 40-49:52; 50-59:157; 60-69:492; 70-79:837; 80+:2348","FEMALE:2021; MALE:1885",NA,NA,NA,NA,NA,NA,"curr_hosp:533","05/29/20"
"Delaware","59329; race_Non-Hispanic White:3; race_Non-Hispanic Black:2; race_Hispanic/Latino:5; race_Another/Multiple:4; race_Asian/Pacific Islander:6; race_Unknown:1","9422",NA,NA,NA,"ASIAN/PI: 140; HISPANIC:2604; MULTI: 479; NH BLACK:2514; NH WHITE:2716; UNKNOWN: 969","0-4:110; 5-17:435; 18-34:2467; 35-49:2408; 50-64:2188; 65+:1814","FEMALE:5176; MALE:4203; UNKNOWN/OTHER:43","361","ASIAN/PI:  1; HISPANIC: 23; MULTI:  4; NH BLACK: 95; NH WHITE:217; UNKNOWN: 21","0-4:0; 5-17:0; 18-34:8; 35-49:10; 50-64:56; 65+:287","FEMALE:190; MALE:171",NA,"174",NA,NA,NA,NA,"Recovered:4","05/30/20"
"District of Columbia","45629","37881; eth_hispanic:2309; eth_non_hispanic:4883; eth_unk:1525",NA,NA,NA,"AI/AN:  26; ASIAN: 106; BLACK:4055; HISPANIC:   0; MULTI:2169; NH/PI:  22; UNKNOWN:  58; WHITE:1342",NA,NA,"8717","AI/AN:  0; ASIAN:  7; BLACK:346; HISPANIC: 52; MULTI:  0; NH/PI:  0; UNKNOWN:  3; WHITE: 53",NA,NA,NA,NA,NA,NA,NA,"xlsx","Deaths are combined between race and ethnicity","05/30/20"
"Florida","995886","54029; eth_hispanic:19329; eth_non_hispanic:25957; eth_unk:8743",NA,NA,NA,"AI/AN:    0; ASIAN:    0; BLACK:11249; MULTI:    0; OTHER: 5287; UNKNOWN: 7651; WHITE:29842","0-4:447; 5-14:970; 15-24:4560; 25-34:8329; 35-44:8295; 45-54:9264; 55-64:8766; 65-74:6152; 75-84:4260; 85+:2965; UNKNOWN:21","FEMALE:27319; MALE:26641; UNKNOWN/OTHER:69","2447; eth_hispanic:543; eth_non_hispanic:1726; eth_unk:178","AI/AN:   0; ASIAN:   0; BLACK: 535; MULTI:   0; OTHER: 144; UNKNOWN:  91; WHITE:1677","0-4:0; 5-14:0; 15-24:1; 25-34:13; 35-44:39; 45-54:90; 55-64:223; 65-74:519; 75-84:715; 85+:847; UNKNOWN:0",NA,NA,"10113; eth_hispanic:3298; eth_non_hispanic:6308; eth_unk:507","AI/AN:   0; ASIAN:   0; BLACK:2666; MULTI:   0; OTHER:1003; UNKNOWN: 304; WHITE:6140","0-4:33; 5-14:27; 15-24:170; 25-34:505; 35-44:833; 45-54:1275; 55-64:1761; 65-74:2089; 75-84:1956; 85+:1463; UNKNOWN:1",NA,"pdf","Age data only available in images on site","05/30/20"
