"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama","1312887","186437; eth_Hispanic/Latino:8235; eth_Not Hispanic/Latino:76447; eth_Unknown:74757",NA,NA,NA,"ASIAN:  608; BLACK:37282; OTHER:15664; UNKNOWN:49058; WHITE:56827","65+:26766; 0-4:3161; 18-24:22989; 25-49:60666; 5-17:13172; 50-64:32685","FEMALE:87704; MALE:69709; UNKNOWN:2026","2892; eth_Hispanic/Latino:76; eth_Not Hispanic/Latino:2289; eth_Unknown:334","ASIAN:   9; BLACK:1024; OTHER:  74; UNKNOWN:  83; WHITE:1509","65+:2077; 0-4:4; 18-24:4; 25-49:128; 50-64:486","FEMALE:1288; MALE:1404; UNKNOWN:1",NA,"19974",NA,NA,NA,"arcgis, pdf","CLN_ICU:2035; CLN_VENT:1164; HCW:10359; LTCF_Employee:3473; LTCF_Resident:6644","10/27/20"
"Alaska","4289","13742; eth_Hispanic:865; eth_Non-Hispanic:7040; eth_UI Ethnicity:5233",NA,NA,NA,"AI/AN:3172; ASIAN: 606; BLACK: 492; HN/PI: 586; MULTI: 697; OTHER: 535; UNKNOWN: 604; WHITE:4243","0-9:736; 10-19:1566; 20-29:3093; 30-39:2610; 40-49:1870; 50-59:1782; 60-69:1300; 70-79:550; 80+:235; UNKNOWN:0","FEMALE:6889; MALE:6849; UNKNOWN:4","70; eth_Hispanic:1; eth_Non-Hispanic:61; eth_UI Ethnicity:5","AI/AN:24; ASIAN: 7; BLACK: 3; HN/PI: 7; MULTI: 0; OTHER: 1; UNKNOWN: 3; WHITE:25","0-9:0; 10-19:0; 20-29:1; 30-39:2; 40-49:4; 50-59:7; 60-69:13; 70-79:23; 80+:20; UNKNOWN:0","FEMALE:25; MALE:45; UNKNOWN:0",NA,"400; eth_Hispanic:19; eth_Non-Hispanic:303; eth_UI Ethnicity:62","AI/AN:127; ASIAN: 28; BLACK: 19; HN/PI: 57; MULTI: 19; OTHER: 13; UNKNOWN: 16; WHITE:102","0-9:4; 10-19:3; 20-29:20; 30-39:34; 40-49:53; 50-59:67; 60-69:86; 70-79:81; 80+:52; UNKNOWN:0","FEMALE:188; MALE:212; UNKNOWN:0","arcgis + raw data","All_Beds:3862; Inpatient_Beds:3178; Inpatient_Occup:1829; Inpatient_Avail:1349; ICU_Beds:420; ICU_Occup:280; ICU_Avail:140; Pos_COVID_PUI_Pending:162; Vent_Cap:822; Vent_Avail:252; Vent_Occup:74; FID:120; facility_filter:7; Pos_COVID:114; PUI_Pending:48; Adult_Inpatient_Beds:2594; Adult_Inpatient_Used:1500; Adult_Inpatient_Available:1094; Adult_ICU_Beds:267; Adult_ICU_Used:179; Adult_ICU_Available:88; Adult_ICU_COVID_Confirmed:24; Adult_ICU_COVID_Suspected:0; Adult_ICU_COVID_Total:24; Adult_COVID_Confirmed:20; Adult_COVID_Suspected:20; Adult_COVID_Total:160; Adult_Non_ICU_Inpatient_Beds:2327; Adult_Non_ICU_Inpatient_Used:1321; Adult_Non_ICU_Inpatient_Available:1006; Total_Non_ICU_Inpatient_Beds:2758; Total_Non_ICU_Inpatient_Used:1549","10/26/20"
"Arizona","1724647","240122",NA,NA,NA,"AI/AN:14079; ASIAN: 2657; BLACK: 7409; HISPANIC:73637; MULTI:   NA; OTHER: 8248; UNKNOWN:71212; WHITE:62880","0-19:33805; 20-44:114943; 45-54:36042; 55-64:27602; 65+:27351; UNKNOWN:379","FEMALE:124495; MALE:115160","5891","AI/AN: 628; ASIAN:  67; BLACK: 183; HISPANIC:1776; MULTI:  NA; OTHER: 100; UNKNOWN: 639; WHITE:2498","0-19:9; 20-44:341; 45-54:412; 55-64:937; 65+:4189; UNKNOWN:NA","FEMALE:2518; MALE:3372",NA,"21172","AI/AN:2163; ASIAN: 298; BLACK: 980; HISPANIC:7557; MULTI:  NA; OTHER: 662; UNKNOWN:1720; WHITE:7792","0-19:523; 20-44:4924; 45-54:3365; 55-64:4103; 65+:8252; UNKNOWN:5","FEMALE:10202; MALE:10962","manual",NA,"10/27/20"
"Arkansas","1352263","107679; eth_hispanic:17009; eth_nonhispanic:90670",NA,NA,NA,"AI/AN:  303; ASIAN: 1135; BLACK:21758; HN/PI: 2450; OTHER: 6321; UNKNOWN:10835; WHITE:64077","0-10:6144; 11-17:7624; 18-24:16345; 25-34:18259; 35-44:16756; 45-54:15307; 55-64:12513; 65+:14731; UNKNOWN:0","FEMALE:54214; MALE:52838; UNKNOWN:627","1857; eth_hispanic:93; eth_nonhispanic:1764","AI/AN:   4; ASIAN:  19; BLACK: 342; HN/PI:  46; OTHER:  79; UNKNOWN: 148; WHITE:1211","0-10:0; 11-17:0; 18-24:4; 25-34:23; 35-44:46; 45-54:111; 55-64:259; 65+:1414; UNKNOWN:0",NA,"case_diabetes:7559; case_cardiac_disease:3496; case_hypertension:13400; case_cpd:2476; case_ckd:864; case_immunocompromised:819",NA,NA,NA,NA,"pdf",NA,"10/27/20"
"California","18127049","904198",NA,NA,NA,"AI/AN:  1816; ASIAN: 35553; BLACK: 26973; HISPANIC:389857; HN/PI:  3398; MULTI:  7261; OTHER: 62209; WHITE:112132","0-4:20403; 5-17:75957; 18-34:317572; 35-49:222959; 50-59:125229; 60-64:45334; 65-69:30937; 70-74:21568; 75-79:14844; 80+:28552; UNKNOWN:843","FEMALE:456990; MALE:440111; UNKNOWN:7097","17313","AI/AN:  56; ASIAN:2020; BLACK:1279; HISPANIC:8339; HN/PI:  81; MULTI: 134; OTHER:  86; WHITE:5162","0-4:0; 5-17:2; 18-34:268; 35-49:968; 50-59:1835; 60-64:1472; 65-69:1782; 70-74:1932; 75-79:1922; 80+:7131; UNKNOWN:1","FEMALE:7409; MALE:9875; UNKNOWN:29",NA,NA,NA,NA,NA,"pdf",NA,"10/26/20"
"Colorado","1168725","97300",NA,NA,NA,"AI/AN:0.005; ASIAN:0.018; BLACK:0.037; HISPANIC:0.361; HN/PI:0.004; NH MULTI:0.015; NH WHITE:0.394; OTHER:0.010; UNKNOWN:0.155","0-9:0.038; 10-19:0.108; 20-29:0.222; 30-39:0.175; 40-49:0.153; 50-59:0.133; 60-69:0.085; 70-79:0.047; 80+:0.037; UNKNOWN:0.001","FEMALE:0.488; MALE:0.466; UNKNOWN:0.046","2226","AI/AN:0.006; ASIAN:0.029; BLACK:0.060; HISPANIC:0.234; HN/PI:0.003; NH MULTI:0.023; NH WHITE:0.620; OTHER:0.006; UNKNOWN:0.019","10-19:0.002; 20-29:0.007; 30-39:0.009; 40-49:0.03; 50-59:0.067; 60-69:0.126; 70-79:0.233; 80+:0.527","FEMALE:0.453; MALE:0.543; UNKNOWN:0.004",NA,"8658",NA,NA,NA,"tableau",NA,"10/26/20"
"Connecticut","2218298","68637",13039,480,6,"HISPANIC:13155; NH AI/AN:   75; NH ASIAN/PI:  957; NH BLACK: 8172; NH MULTI:  596; NH OTHER: 1102; NH WHITE:23162; UNKNOWN:21418","0-9:1801; 10-19:4397; 20-29:10712; 30-39:10300; 40-49:9465; 50-59:10779; 60-69:8296; 70-79:5255; 80+:7607","FEMALE:36876; MALE:31435","4595","HISPANIC: 406; NH AI/AN:   2; NH ASIAN/PI:  50; NH BLACK: 673; NH MULTI:  39; NH OTHER:  22; NH WHITE:3360; UNKNOWN:  43","0-9:1; 10-19:1; 20-29:4; 30-39:21; 40-49:60; 50-59:191; 60-69:565; 70-79:1006; 80+:2746","FEMALE:2404; MALE:2190",NA,NA,NA,NA,NA,NA,"curr_hosp:292","10/26/20"
"Delaware","343141; race_Non-Hispanic White:159918; race_Non-Hispanic Black:62367; race_Another/Multiple:28166; race_Hispanic/Latino:26192; race_Asian/Pacific Islander:7477; race_Unknown:59021","24249",NA,NA,NA,"ASIAN/PI: 343; HISPANIC:5235; MULTI:1121; NH BLACK:6316; NH WHITE:9506; UNKNOWN:1728","0-4:440; 5-17:1743; 18-34:7773; 35-49:5570; 50-64:4948; 65+:3775","FEMALE:13081; MALE:11128; UNKNOWN:40","686","ASIAN/PI:  1; HISPANIC: 49; MULTI: 12; NH BLACK:180; NH WHITE:443; UNKNOWN:  1","0-4:0; 5-17:0; 18-34:13; 35-49:19; 50-64:86; 65+:568","FEMALE:356; MALE:330",NA,NA,NA,NA,NA,NA,"curr_hosp:20; Recoveries:12846","10/27/20"
"District of Columbia","502538","16906; eth_Unknown:1455; eth_Hispanic or Latino:4199; eth_NOT Hispanic or Latino:11236; eth_Refused During Interview:16",NA,NA,NA,"AI/AN:  39; ASIAN: 281; BLACK:8380; HN/PI:  45; MULTI:4223; UNKNOWN: 130; WHITE:3808","0-4:341; 5-14:586; 15-19:584; 20-24:1436; 25-34:3812; 35-44:2918; 45-54:2349; 55-64:2266; 65-74:1404; 75+:1193; UNKNOWN:17","FEMALE:8605; MALE:8249; UNKNOWN:52","644","ASIAN:  8; BLACK:482; HISPANIC: 81; NH WHITE: 67; OTHER:  6","0-18:0; 20-29:5; 30-39:12; 40-49:23; 50-59:76; 60-69:145; 70-79:161; 80+:222","FEMALE:276; MALE:368",NA,NA,NA,NA,NA,"interactive",NA,"10/27/20"
"Florida","5969240","771989; eth_hispanic:225812; eth_non_hispanic:335963; eth_unk:210214",NA,NA,NA,"AI/AN:    NA; ASIAN:    NA; BLACK:117216; MULTI:    NA; OTHER:106052; UNKNOWN: 16219; WHITE:364115","0-4:13045; 5-14:33923; 15-24:125552; 25-34:140746; 35-44:122630; 45-54:120851; 55-64:100234; 65-74:59921; 75-84:34471; 85+:19619; UNKNOWN:997","FEMALE:397132; MALE:371071; UNKNOWN:3786","16449; eth_hispanic:4219; eth_non_hispanic:11006; eth_unk:1224","AI/AN:   NA; ASIAN:   NA; BLACK: 3099; MULTI:   NA; OTHER: 1284; UNKNOWN:  122; WHITE:11489","0-4:0; 5-14:5; 15-24:32; 25-34:98; 35-44:278; 45-54:670; 55-64:1814; 65-74:3521; 75-84:4776; 85+:5254; UNKNOWN:1",NA,NA,"48281; eth_hispanic:13772; eth_non_hispanic:31795; eth_unk:2714","AI/AN:   NA; ASIAN:   NA; BLACK:11214; MULTI:   NA; OTHER: 6012; UNKNOWN:  287; WHITE:29464","0-4:315; 5-14:293; 15-24:1284; 25-34:2696; 35-44:4064; 45-54:6009; 55-64:8485; 65-74:9593; 75-84:9015; 85+:6519; UNKNOWN:8",NA,"pdf","Age data only available in images on site","10/27/20"
