"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama","302294","26272; eth_Not Hispanic/Latino:17066; eth_Unknown:6269; eth_Hispanic/Latino:2557",NA,NA,NA,"ASIAN:  117; BLACK:10670; OTHER: 1385; UNKNOWN: 4608; WHITE: 9112","25-49:10689; 0-4:386; 5-24:4019; 50-64:5690; 65+:5093; UNKNOWN:15","FEMALE:14806; MALE:10909; UNKNOWN:177","774; eth_Not Hispanic/Latino:669; eth_Unknown:82; eth_Hispanic/Latino:18","ASIAN:  5; BLACK:351; OTHER: 12; UNKNOWN: 26; WHITE:375","25-49:32; 0-4:1; 5-24:2; 50-64:128; 65+:606","FEMALE:361; MALE:405",NA,"2259",NA,NA,NA,"arcgis, pdf","CLN_ICU:676; CLN_VENT:395; HCW:2697; LTCF_Employee:1194; LTCF_Resident:2011","06/15/20"
"Alaska","74437","664; eth_Hispanic:48; eth_Non-Hispanic:517; eth_Unknown Ethnicity:99",970,3,0,"AI/AN: 72; ASIAN: 58; BLACK: 17; HN/PI: 17; MULTI: 24; OTHER: 15; UNKNOWN: 80; WHITE:381","0-9:20; 10-19:47; 20-29:119; 30-39:133; 40-49:99; 50-59:112; 60-69:76; 70-79:42; 80+:16; UNKNOWN:0","FEMALE:333; MALE:331; UNKNOWN:0","12; eth_Hispanic:0; eth_Non-Hispanic:12; eth_Unknown Ethnicity:0","AI/AN:2; ASIAN:2; BLACK:0; HN/PI:1; MULTI:0; OTHER:0; UNKNOWN:0; WHITE:7","0-9:0; 10-19:0; 20-29:0; 30-39:2; 40-49:0; 50-59:1; 60-69:1; 70-79:6; 80+:2; UNKNOWN:0","FEMALE:6; MALE:6; UNKNOWN:0",NA,"53; eth_Hispanic:4; eth_Non-Hispanic:46; eth_Unknown Ethnicity:3","AI/AN: 7; ASIAN: 7; BLACK: 0; HN/PI: 5; MULTI: 0; OTHER: 4; UNKNOWN: 1; WHITE:29","0-9:0; 10-19:1; 20-29:3; 30-39:6; 40-49:2; 50-59:9; 60-69:9; 70-79:18; 80+:5; UNKNOWN:0","FEMALE:23; MALE:30; UNKNOWN:0","arcgis + raw data","expr_Community_Cases:169; expr_Secondary_Cases:269; expr_Travel_Cases:109; expr_UI_Cases:117; All_Beds:2377; Inpatient_Beds:1849; Inpatient_Occup:1079; Inpatient_Avail:770; ICU_Beds:198; ICU_Occup:89; ICU_Avail:109; Pos_COVID_PUI_Pending:12; Vent_Cap:350; Vent_Avail:325; Vent_Occup:25","06/14/20"
"Arizona","479102","36705",NA,NA,NA,"AI/AN: 4045; ASIAN:  328; BLACK: 1009; HISPANIC: 9572; MULTI:    0; OTHER: 1007; UNKNOWN:14118; WHITE: 6626","0-19:3864; 20-44:16636; 45-54:5785; 55-64:4846; 65+:5541; UNKNOWN:33","FEMALE:19279; MALE:17352","1194","AI/AN:213; ASIAN: 15; BLACK: 34; HISPANIC:235; MULTI:  0; OTHER: 22; UNKNOWN:141; WHITE:534","0-19:4; 20-44:58; 45-54:73; 55-64:156; 65+:903; UNKNOWN:NA","FEMALE:543; MALE:650",NA,"3750","AI/AN: 647; ASIAN:  64; BLACK: 193; HISPANIC:1166; MULTI:   0; OTHER:  83; UNKNOWN: 269; WHITE:1328","0-19:44; 20-44:807; 45-54:610; 55-64:734; 65+:1555; UNKNOWN:0","FEMALE:1828; MALE:1922","manual",NA,"06/15/20"
"Arkansas","205292","12917; eth_hispanic:2772; eth_nonhispanic:10145",NA,NA,NA,"AI/AN:  37; ASIAN: 115; BLACK:3431; HN/PI: 714; OTHER:1125; UNKNOWN:1614; WHITE:5881","0-17:1416; 18-24:1430; 25-44:4881; 45-64:3716; 65+:1474","FEMALE:5688; MALE:7156; UNKNOWN:73","182; eth_hispanic:11; eth_nonhispanic:171","AI/AN:  0; ASIAN:  1; BLACK: 54; HN/PI:  9; OTHER:  8; UNKNOWN:  5; WHITE:105","0-17:0; 18-24:0; 25-44:10; 45-64:42; 65+:130",NA,"case_diabetes:987; case_cardiac_disease:385; case_hypertension:1660; case_cpd:318; case_ckd:137; case_immunocompromised:129","1026",NA,NA,NA,"pdf","curr_hosp:206; recovered:8352; active_cases:4383; curr_vent:45; ever_vent:165; nursingHomeRes:513; death_nursingHome:68; death_jailed:12; healthcareWorker:896","06/15/20"
"California","2868182","151452",NA,NA,NA,"AI/AN:  206; ASIAN: 8397; BLACK: 4999; HISPANIC:60377; HN/PI:  747; MULTI:  789; OTHER:12444; WHITE:19240","0-17:10451; 18-34:43836; 35-49:38107; 50-64:33871; 65-79:15952; 80+:9029","FEMALE:0.49; MALE:0.51; UNKNOWN:0.01","4980","AI/AN:  14; ASIAN: 724; BLACK: 471; HISPANIC:1992; HN/PI:  23; MULTI:  36; OTHER:  36; WHITE:1639","0-17:0; 18-34:56; 35-49:251; 50-64:798; 65-79:1585; 80+:2289","FEMALE:0.44; MALE:0.56; UNKNOWN:0",NA,NA,NA,NA,NA,"pdf",NA,"06/14/20"
"Colorado","246478","29130",NA,NA,NA,"HISPANIC:0.3859; NH AI/AN:0.0055; NH ASIAN:0.0268; NH BLACK:0.0580; NH HN/PI:0.0042; NH MULTI:0.0078; NH WHITE:0.3447; OTHER:0.0084; UNKNOWN:0.1586","0-9:691; 10-19:1471; 20-29:4870; 30-39:5079; 40-49:4976; 50-59:4595; 60-69:3214; 70-79:2025; 80+:2171; UNKNOWN:38","FEMALE:0.5038; FEMALE TO MALE:0; MALE:0.4783; UNKNOWN:0.0178","1599","HISPANIC:0.2095; NH AI/AN:0.0056; NH ASIAN:0.0350; NH BLACK:0.0669; NH HN/PI:0.0038; NH MULTI:0.0088; NH WHITE:0.6266; OTHER:0.0044; UNKNOWN:0.0394","10-19:3; 20-29:9; 30-39:10; 40-49:43; 50-59:98; 60-69:205; 70-79:376; 80+:855","FEMALE:0.4497; MALE:0.5472; UNKNOWN:0.0031",NA,"5244",NA,"0-9:48; 10-19:62; 20-29:291; 30-39:458; 40-49:680; 50-59:924; 60-69:877; 70-79:630; 80+:420",NA,"tableau",NA,"06/14/20"
"Connecticut","354445","45235",7255,131,3,"HISPANIC: 8272; NH AI/AN:   40; NH ASIAN/PI:  656; NH BLACK: 5872; NH MULTI:  119; NH OTHER:  253; NH WHITE:15592; UNKNOWN:14431","0-9:605; 10-19:1238; 20-29:5257; 30-39:6414; 40-49:6351; 50-59:7656; 60-69:6419; 70-79:4284; 80+:6833","FEMALE:24587; MALE:20374","4204","HISPANIC: 356; NH AI/AN:   2; NH ASIAN/PI:  45; NH BLACK: 625; NH MULTI:  26; NH OTHER:  16; NH WHITE:3072; UNKNOWN:  62","0-9:1; 10-19:1; 20-29:4; 30-39:20; 40-49:52; 50-59:166; 60-69:516; 70-79:902; 80+:2541","FEMALE:2189; MALE:2010",NA,NA,NA,NA,NA,NA,"curr_hosp:203","06/14/20"
"Delaware","84686; race_Non-Hispanic White:34415; race_Non-Hispanic Black:18705; race_Hispanic/Latino:8273; race_Another/Multiple:4150; race_Asian/Pacific Islander:1374; race_Unknown:17769","10340",NA,NA,NA,"ASIAN/PI: 157; HISPANIC:2958; MULTI: 512; NH BLACK:2751; NH WHITE:3008; UNKNOWN: 954","0-4:124; 5-17:487; 18-34:2749; 35-49:2642; 50-64:2369; 65+:1969","FEMALE:5711; MALE:4613; UNKNOWN:16","423","ASIAN/PI:  1; HISPANIC: 27; MULTI:  4; NH BLACK:112; NH WHITE:258; UNKNOWN: 21","0-4:0; 5-17:0; 18-34:11; 35-49:12; 50-64:61; 65+:339","FEMALE:225; MALE:198",NA,NA,NA,NA,NA,NA,"curr_hosp:74346; Hospitalized:88","06/15/20"
"District of Columbia","65846","9799; eth_Unknown:1040; eth_Hispanic or Latino:2840; eth_NOT Hispanic or Latino:5900; eth_Refused During Interview:19",NA,NA,NA,"AI/AN:  25; ASIAN: 157; BLACK: 491; HN/PI:  29; MULTI:2380; UNKNOWN: 328; WHITE:1969","0-4:122; 5-14:233; 15-19:213; 20-24:558; 25-34:1851; 35-44:1764; 45-54:1500; 55-64:1588; 65-74:1019; 75+:909; UNKNOWN:10","FEMALE:4912; MALE:4868; UNKNOWN:19","515","ASIAN:  7; BLACK:382; HISPANIC: 66; NH WHITE: 55; OTHER:  5",NA,NA,NA,NA,NA,NA,NA,"interactive",NA,"06/14/20"
"Florida","1431164","75388; eth_hispanic:27522; eth_non_hispanic:33087; eth_unk:14779",NA,NA,NA,"AI/AN:    0; ASIAN:    0; BLACK:14942; MULTI:    0; OTHER: 7805; UNKNOWN:13351; WHITE:39290","0-4:925; 5-14:2014; 15-24:8024; 25-34:12679; 35-44:11786; 45-54:12417; 55-64:11218; 65-74:7592; 75-84:5107; 85+:3603; UNKNOWN:23","FEMALE:38122; MALE:37204; UNKNOWN:62","2938; eth_hispanic:708; eth_non_hispanic:2045; eth_unk:185","AI/AN:   0; ASIAN:   0; BLACK: 624; MULTI:   0; OTHER: 181; UNKNOWN:  90; WHITE:2043","0-4:0; 5-14:0; 15-24:1; 25-34:17; 35-44:49; 45-54:111; 55-64:261; 65-74:610; 75-84:843; 85+:1046; UNKNOWN:0",NA,NA,"12015; eth_hispanic:4143; eth_non_hispanic:7321; eth_unk:551","AI/AN:   0; ASIAN:   0; BLACK:3179; MULTI:   0; OTHER:1257; UNKNOWN: 320; WHITE:7259","0-4:46; 5-14:38; 15-24:228; 25-34:655; 35-44:1023; 45-54:1527; 55-64:2107; 65-74:2389; 75-84:2240; 85+:1761; UNKNOWN:1",NA,"pdf","Age data only available in images on site","06/15/20"
"Georgia","625055","58414; eth_Hispanic/Latino:8743; eth_Non-Hispanic/Latino:28936; eth_Unknown:20735",NA,NA,NA,"AI/AN:   64; ASIAN:  901; BLACK:17807; HN/PI:   59; OTHER: 4067; UNKNOWN:16436; WHITE:19080","0-0:136; 1-4:365; 5-9:528; 10-17:1619; 18-29:10004; 30-39:9320; 40-49:9751; 50-59:10014; 60-69:7516; 70-79:4763; 80+:4179; UNKNOWN:219","FEMALE:30689; MALE:26370","2494; eth_Hispanic/Latino:120; eth_Non-Hispanic/Latino:2307; eth_Unknown:67","AI/AN:   4; ASIAN:  38; BLACK:1195; HN/PI:   5; OTHER:  59; UNKNOWN:  37; WHITE:1156","30-39:44; 40-49:88; 50-59:208; 60-69:465; 70-79:672; 10-19:1; 20-29:10; 80-89:671; 90+:335","FEMALE:1199; MALE:1291; UNKNOWN:4","Unknown:700; No:241; Yes:1553","9322",NA,"0-0:12; 1-4:14; 5-9:4; 10-17:45; 18-29:444; 30-39:768; 40-49:1140; 50-59:1759; 60-69:1977; 70-79:1688; 80+:1463; UNKNOWN:8",NA,"webpage",NA,"06/15/20"
"Hawaii",NA,"728",NA,NA,NA,"AI/AN:0.00; ASIAN:0.41; BLACK:0.01; HN/PI:0.27; MULTI:0.00; OTHER:0.04; UNKNOWN:0.00; WHITE:0.27","0-19:38; 20-39:226; 40-59:236; 60+:176",NA,"17",NA,NA,NA,NA,"91",NA,NA,NA,"manual",NA,"06/15/20"
"Idaho","65306","3462; eth_hispanic:828; eth_non_hispanic:1583; eth_unk:1050",NA,NA,NA,"AI/AN:  6905.00; ASIAN:  3452.00; BLACK:  6905.00; HN/PI:  1657.00; MULTI: 17263.00; OTHER: 51789.00; UNKNOWN:     9.39; WHITE:245135.00","0-17:221; 18-29:827; 30-39:582; 40-49:559; 50-59:519; 60-69:361; 70-79:207; 80+:184","FEMALE:1876; MALE:1576","88; eth_hispanic:6; eth_non_hispanic:82; eth_unk:NA","AI/AN: 0; ASIAN: 2; BLACK: 1; HN/PI: 0; MULTI: 0; OTHER: 0; UNKNOWN: 0; WHITE:84","0-17:0; 18-29:0; 30-39:0; 40-49:0; 50-59:2; 60-69:10; 70-79:17; 80+:59","FEMALE:46; MALE:42",NA,"270",NA,NA,NA,"manual","Percentages present. Manual entry.","06/15/20"
"Illinois","1209612; age_Unknown:43066; age_<20:79725; age_20-29:167432; age_30-39:182313; age_40-49:176022; age_50-59:193236; age_60-69:169788; age_70-79:106294; age_80+:91736; gender_Male:496671; gender_Female:622813; gender_Unknown/Left Blank:90128; race_White:313121; race_Black:102858; race_Left Blank:626456; race_Other:40219; race_Asian:17869; race_Hispanic:106802; race_NH/PI*:1410; race_AI/AN**:877","133016",18627,473,19,"AI/AN:  201; ASIAN: 3813; BLACK:22073; HISPANIC:43138; HN/PI:  332; OTHER: 4782; UNKNOWN:32242; WHITE:26435","0-19:9253; 20-29:21336; 30-39:21953; 40-49:23714; 50-59:22753; 60-69:15919; 70-79:8831; 80+:9203; UNKNOWN:54","FEMALE:67518; MALE:62918; UNKNOWN:2580","6326","AI/AN:   9; ASIAN: 298; BLACK:1800; HISPANIC:1261; HN/PI:   5; OTHER:  43; UNKNOWN: 132; WHITE:2778","0-19:4; 20-29:21; 30-39:98; 40-49:214; 50-59:517; 60-69:1112; 70-79:1525; 80+:2835; UNKNOWN:0","FEMALE:2858; MALE:3461; UNKNOWN:7",NA,NA,NA,NA,NA,"webpage",NA,"06/15/20"
