"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama",NA,"17953; eth_Unknown:3733; eth_Not Hispanic/Latino:12608; eth_Hispanic/Latino:1612",NA,NA,NA,"ASIAN:  86; BLACK:7535; OTHER: 776; UNKNOWN:2694; WHITE:6862","5-24:2243; 65+:3919; 0-4:227; 50-64:4227; 25-49:7333; UNKNOWN:4","FEMALE:10372; MALE:7462; UNKNOWN/OTHER:119","630; eth_Unknown:75; eth_Not Hispanic/Latino:543; eth_Hispanic/Latino:12","ASIAN:  3; BLACK:278; OTHER:  7; UNKNOWN: 24; WHITE:318","65+:508; 50-64:100; 25-49:22","FEMALE:291; MALE:337",NA,"1853",NA,NA,NA,"arcgis, pdf","CLN_ICU:591; CLN_VENT:355; HCW:2253; LTCF_Employee:1031; LTCF_Resident:1695; LTCF_Visitor:58","05/31/20"
"Alaska","53063","460; eth_Hispanic:40; eth_Non-Hispanic:366; eth_Unknown Ethnicity:54",1368,27,0,"AI/AN: 41; ASIAN: 46; BLACK: 13; MULTI: 16; NH/PI: 15; OTHER: 12; UNKNOWN: 43; WHITE:274","0-9:11; 10-19:35; 20-29:79; 30-39:88; 40-49:64; 50-59:79; 60-69:62; 70-79:30; 80+:12; UNKNOWN:0","FEMALE:224; MALE:236; UNKNOWN/OTHER:0","10; eth_Hispanic:0; eth_Non-Hispanic:10; eth_Unknown Ethnicity:0","AI/AN:2; ASIAN:2; BLACK:0; MULTI:0; NH/PI:1; OTHER:0; UNKNOWN:0; WHITE:5","0-9:0; 10-19:0; 20-29:0; 30-39:2; 40-49:0; 50-59:1; 60-69:1; 70-79:5; 80+:1; UNKNOWN:0","FEMALE:5; MALE:5; UNKNOWN/OTHER:0",NA,"47; eth_Hispanic:4; eth_Non-Hispanic:41; eth_Unknown Ethnicity:2","AI/AN: 7; ASIAN: 7; BLACK: 0; MULTI: 0; NH/PI: 4; OTHER: 4; UNKNOWN: 0; WHITE:25","0-9:0; 10-19:1; 20-29:3; 30-39:5; 40-49:2; 50-59:9; 60-69:9; 70-79:15; 80+:3; UNKNOWN:0","FEMALE:20; MALE:27; UNKNOWN/OTHER:0","arcgis + raw data","expr_Community_Cases:129; expr_Secondary_Cases:178; expr_Travel_Cases:103; expr_UI_Cases:50; All_Beds:2280; Inpatient_Beds:1840; Inpatient_Occup:964; Inpatient_Avail:876; ICU_Beds:195; ICU_Occup:85; ICU_Avail:110; Pos_COVID_PUI_Pending:14; Vent_Cap:349; Vent_Avail:318; Vent_Occup:31","05/30/20"
"Arizona","297495","18465",NA,NA,NA,"AI/AN:2835; ASIAN: 197; BLACK: 719; HISPANIC:4448; MULTI:   0; OTHER: 512; UNKNOWN:4950; WHITE:4804","0-19:1673; 20-44:7335; 45-54:3022; 55-64:2713; 65+:3709; UNKNOWN:13","FEMALE:9756; MALE:8679","885","AI/AN:169; ASIAN: 12; BLACK: 28; HISPANIC:138; MULTI:  0; OTHER: 12; UNKNOWN: 91; WHITE:435","0-19:2; 20-44:41; 45-54:44; 55-64:108; 65+:690; UNKNOWN:NA","FEMALE:398; MALE:486",NA,"2911","AI/AN: 591; ASIAN:  53; BLACK: 153; HISPANIC: 786; MULTI:   0; OTHER:  51; UNKNOWN: 162; WHITE:1115","0-19:26; 20-44:584; 45-54:487; 55-64:565; 65+:1249; UNKNOWN:0","FEMALE:1439; MALE:1472","manual",NA,"05/29/20"
"Arkansas","129515","7253; eth_hispanic:1031; eth_nonhispanic:6222",NA,NA,NA,"ASIAN:  74; BLACK:2372; MULTI: 138; OTHER: 538; UNKNOWN: 485; WHITE:3463; NA: 321","0-17:495; 18-24:729; 25-44:2814; 45-64:2230; 65+:985","FEMALE:3003; MALE:4225; UNKNOWN/OTHER:25","133; eth_hispanic:5; eth_nonhispanic:128","ASIAN: 1; BLACK:46; MULTI: 1; OTHER: 7; UNKNOWN: 0; WHITE:76; NA: 3","0-17:0; 18-24:0; 25-44:5; 45-64:30; 65+:98",NA,"case_diabetes:627; case_cardiac_disease:285; case_hypertension:1168; case_cpd:242; case_ckd:101; case_immunocompromised:105","711",NA,NA,NA,"pdf","curr_hosp:115; recovered:5275; active_cases:1845; curr_vent:27; ever_vent:123; nursingHomeRes:384; death_nursingHome:55; death_jailed:11; healthcareWorker:649","05/31/20"
"California","1944848","110583",NA,NA,NA,"AI/AN:  161; ASIAN: 7209; BLACK: 4137; HISPANIC:42897; MULTI:  617; NH/PI:  612; OTHER: 7163; PENDING:31944; WHITE:15843","0-4:1353; 5-17:4901; 18-34:29987; 35-49:27751; 50-59:18410; 60-64:7554; 65-69:5545; 70-74:4147; 75-79:3229; 80+:7534; UNKNOWN:172","FEMALE:0.49; MALE:0.5; UNKNOWN/OTHER:0.01","4043","AI/AN:  14; ASIAN: 591; BLACK: 397; HISPANIC:1545; MULTI:  26; NH/PI:  28; OTHER:  32; PENDING:  77; WHITE:1333","0-4:0; 5-17:0; 18-34:42; 35-49:188; 50-59:355; 60-64:272; 65-69:374; 70-74:430; 75-79:500; 80+:1882; UNKNOWN:0","FEMALE:0.44; MALE:0.56; UNKNOWN/OTHER:0",NA,NA,NA,NA,NA,"pdf",NA,"05/30/20"
"Colorado",NA,"23949",NA,NA,NA,"HISPANIC:0.3689; NH AI/AN:0.0050; NH ASIAN:0.0260; NH BLACK:0.0584; NH MULTI:0.0064; NH NH/PI:0.0041; NH WHITE:0.3408; OTHER:0.0090; UNKNOWN:0.1815","0-9:585; 10-19:1216; 20-29:4261; 30-39:4573; 40-49:4549; 50-59:4211; 60-69:2983; 70-79:1902; 80+:2049; UNKNOWN:49","FEMALE:0.5029; MALE:0.4769; UNKNOWN/OTHER:0.0202","1140","HISPANIC:0.1938; NH AI/AN:0.0055; NH ASIAN:0.0374; NH BLACK:0.0678; NH MULTI:0.0069; NH NH/PI:0.0042; NH WHITE:0.6360; OTHER:0.0048; UNKNOWN:0.0436","10-19:3; 20-29:9; 30-39:8; 40-49:36; 50-59:74; 60-69:181; 70-79:342; 80+:792","FEMALE:0.4429; MALE:0.5529; UNKNOWN/OTHER:0.0042",NA,NA,NA,"0-9:38; 10-19:37; 20-29:194; 30-39:354; 40-49:536; 50-59:773; 60-69:760; 70-79:556; 80+:366",NA,"tableau",NA,"05/31/20"
"Connecticut","250046","42201",3111,179,32,"HISPANIC: 7359; NH AI/AN:   40; NH ASIAN/PI:  599; NH BLACK: 5285; NH MULTI:   97; NH OTHER:  223; NH WHITE:14059; UNKNOWN:13897","0-9:508; 10-19:1078; 20-29:4763; 30-39:5867; 40-49:5949; 50-59:7286; 60-69:6147; 70-79:4099; 80+:6378","FEMALE:23080; MALE:18906","3944","HISPANIC: 332; NH AI/AN:   2; NH ASIAN/PI:  37; NH BLACK: 566; NH MULTI:  24; NH OTHER:  13; NH WHITE:2791; UNKNOWN:  61","0-9:1; 10-19:1; 20-29:4; 30-39:19; 40-49:52; 50-59:157; 60-69:497; 70-79:843; 80+:2369","FEMALE:2043; MALE:1895",NA,NA,NA,NA,NA,NA,"curr_hosp:481","05/30/20"
"Delaware","60671; race_Non-Hispanic White:24010; race_Non-Hispanic Black:13065; race_Hispanic/Latino:6336; race_Another/Multiple:3296; race_Asian/Pacific Islander:903; race_Unknown:13061","9498",NA,NA,NA,"ASIAN/PI: 141; HISPANIC:2623; MULTI: 480; NH BLACK:2520; NH WHITE:2730; UNKNOWN:1004","0-4:113; 5-17:436; 18-34:2494; 35-49:2423; 50-64:2202; 65+:1830","FEMALE:5220; MALE:4234; UNKNOWN/OTHER:44","366","ASIAN/PI:  1; HISPANIC: 23; MULTI:  4; NH BLACK: 97; NH WHITE:220; UNKNOWN: 21","0-4:0; 5-17:0; 18-34:8; 35-49:10; 50-64:56; 65+:292","FEMALE:192; MALE:174",NA,"775",NA,NA,NA,NA,"curr_hosp:1; Recovered:3","05/31/20"
"District of Columbia","46483","38413; eth_hispanic:2328; eth_non_hispanic:4927; eth_unk:1546",NA,NA,NA,"AI/AN:  26; ASIAN: 106; BLACK:4097; HISPANIC:   0; MULTI:2232; NH/PI:  22; UNKNOWN:  58; WHITE:1346","0-4:108; 5-14:171; 15-19:184; 20-24:484; 25-34:1649; 35-44:1584; 45-54:1370; 55-64:1444; 64-74:936; 75+:860; UNKNOWN:NA","FEMALE:4370; MALE:4411; UNKNOWN/OTHER:20","8801","AI/AN:  0; ASIAN:  7; BLACK:349; HISPANIC: 54; MULTI:  0; NH/PI:  0; UNKNOWN:  4; WHITE: 52",NA,NA,NA,NA,NA,NA,NA,"xlsx","Deaths are combined between race and ethnicity","05/31/20"
"Florida","1022265","54764; eth_hispanic:19598; eth_non_hispanic:26202; eth_unk:8964",NA,NA,NA,"AI/AN:    0; ASIAN:    0; BLACK:11381; MULTI:    0; OTHER: 5387; UNKNOWN: 7861; WHITE:30135","0-4:459; 5-14:1015; 15-24:4639; 25-34:8459; 35-44:8415; 45-54:9375; 55-64:8870; 65-74:6214; 75-84:4305; 85+:2989; UNKNOWN:24","FEMALE:27704; MALE:26995; UNKNOWN/OTHER:65","2451; eth_hispanic:543; eth_non_hispanic:1730; eth_unk:178","AI/AN:   0; ASIAN:   0; BLACK: 536; MULTI:   0; OTHER: 144; UNKNOWN:  91; WHITE:1680","0-4:0; 5-14:0; 15-24:1; 25-34:13; 35-44:39; 45-54:90; 55-64:224; 65-74:520; 75-84:716; 85+:848; UNKNOWN:0",NA,NA,"10190; eth_hispanic:3323; eth_non_hispanic:6361; eth_unk:506","AI/AN:   0; ASIAN:   0; BLACK:2692; MULTI:   0; OTHER:1010; UNKNOWN: 305; WHITE:6183","0-4:32; 5-14:27; 15-24:170; 25-34:515; 35-44:839; 45-54:1284; 55-64:1778; 65-74:2100; 75-84:1968; 85+:1476; UNKNOWN:1",NA,"pdf","Age data only available in images on site","05/31/20"
