"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama",NA,"14150; eth_Unknown:2766; eth_Not Hispanic/Latino:10190; eth_Hispanic/Latino:1194",NA,NA,NA,"ASIAN:80; BLACK:5825; OTHER:566; UNKNOWN:1975; WHITE:5704","5-24:1587; 65+:3368; 0-4:138; 50-64:3409; 25-49:5633; UNKNOWN:15","FEMALE:8212; MALE:5823; UNKNOWN/OTHER:115","549; eth_Unknown:67; eth_Not Hispanic/Latino:470; eth_Hispanic/Latino:12","ASIAN:3; BLACK:238; OTHER:7; UNKNOWN:21; WHITE:280","65+:448; 50-64:86; 25-49:15","FEMALE:247; MALE:300",NA,"1601",NA,NA,NA,"arcgis, pdf","CLN_ICU:537; CLN_VENT:320; HCW:1885; LTCF_Employee:862; LTCF_Resident:1352; LTCF_Visitor:50","05/23/20"
"Alaska","42351","408; eth_Hispanic:39; eth_Non-Hispanic:348; eth_Unknown Ethnicity:21",905,4,0,"AI/AN:33; ASIAN:46; BLACK:10; MULTI:15; NH/PI:14; OTHER:12; UNKNOWN:15; WHITE:263","0-10:9; 10-19:27; 20-29:70; 30-39:80; 40-49:58; 50-59:72; 60-69:56; 70-79:28; 80+:8; UNKNOWN:0","FEMALE:200; MALE:208; UNKNOWN/OTHER:0","10; eth_Hispanic:0; eth_Non-Hispanic:10; eth_Unknown Ethnicity:0","AI/AN:2; ASIAN:2; BLACK:0; MULTI:0; NH/PI:1; OTHER:0; UNKNOWN:0; WHITE:5","0-10:0; 10-19:0; 20-29:0; 30-39:2; 40-49:0; 50-59:1; 60-69:1; 70-79:5; 80+:1; UNKNOWN:0","FEMALE:5; MALE:5; UNKNOWN/OTHER:0",NA,"45; eth_Hispanic:4; eth_Non-Hispanic:39; eth_Unknown Ethnicity:2","AI/AN:7; ASIAN:7; BLACK:0; MULTI:0; NH/PI:4; OTHER:4; UNKNOWN:0; WHITE:23","0-10:0; 10-19:1; 20-29:3; 30-39:5; 40-49:2; 50-59:8; 60-69:9; 70-79:14; 80+:3; UNKNOWN:0","FEMALE:19; MALE:26; UNKNOWN/OTHER:0","arcgis + raw data","expr_Community_Cases:118; expr_Secondary_Cases:173; expr_Travel_Cases:103; expr_UI_Cases:14; All_Beds:2280; Inpatient_Beds:1840; Inpatient_Occup:959; Inpatient_Avail:881; ICU_Beds:195; ICU_Occup:97; ICU_Avail:98; Pos_COVID_PUI_Pending:15; Vent_Cap:345; Vent_Avail:312; Vent_Occup:33","05/22/20"
"Arizona","253789","16039",NA,NA,NA,"AI/AN:1908; ASIAN:175; BLACK:522; HISPANIC:3231; MULTI:0; OTHER:374; UNKNOWN:6402; WHITE:3427","0-19:1361; 20-44:6311; 45-54:2654; 55-64:2371; 65+:3331; UNKNOWN:11","FEMALE:8447; MALE:7571","799","AI/AN:132; ASIAN:11; BLACK:23; HISPANIC:124; MULTI:0; OTHER:12; UNKNOWN:162; WHITE:335","0-19:2; 20-44:34; 45-54:42; 55-64:95; 65+:626; UNKNOWN:NA","FEMALE:359; MALE:439",NA,NA,"AI/AN:197; ASIAN:38; BLACK:99; HISPANIC:527; MULTI:0; OTHER:47; UNKNOWN:270; WHITE:752","0-19:17; 20-44:370; 45-54:311; 55-64:366; 65+:866; UNKNOWN:0","FEMALE:916; MALE:1014","manual",NA,"05/23/20"
"Arkansas","120664","5775",NA,NA,NA,NA,NA,NA,"115",NA,NA,NA,NA,"598",NA,NA,NA,"pdf","curr_hosp:6; recovered:5; active_cases:2; curr_vent:3; ever_vent:1; nursing_home_res:4","05/23/20"
"California",NA,"90631",NA,NA,NA,"AI/AN:122; ASIAN:6441; BLACK:3616; HISPANIC:34809; MULTI:559; NH/PI:563; OTHER:3388; PENDING:27126; WHITE:14007","0-5:935; 5-17:3338; 18-34:23501; 35-49:22630; 50-59:15455; 60-64:6483; 65-69:4819; 70-74:3614; 75-79:2837; 80+:6841; UNKNOWN:125",NA,"3589","AI/AN:14; ASIAN:520; BLACK:357; HISPANIC:1329; MULTI:23; NH/PI:28; OTHER:38; PENDING:85; WHITE:1195","0-5:0; 5-17:0; 18-34:36; 35-49:167; 50-59:310; 60-64:234; 65-69:342; 70-74:381; 75-79:441; 80+:1669; UNKNOWN:0",NA,NA,NA,NA,NA,NA,"pdf",NA,"05/22/20"
"Colorado",NA,"21657",NA,NA,NA,"HISPANIC:0.3632; NH AI/AN:0.0047; NH ASIAN:0.0271; NH BLACK:0.0603; NH MULTI:0.007; NH NH/PI:0.0041; NH WHITE:0.3525; OTHER:0.009; UNKNOWN:0.1721","0-9:503; 10-19:1034; 20-29:3745; 30-39:4115; 40-49:4133; 50-59:3875; 60-69:2809; 70-79:1777; 80+:1917; UNKNOWN:56","FEMALE:0.5075; MALE:0.4828; UNKNOWN/OTHER:0.0098","1052","HISPANIC:0.1922; NH AI/AN:0.006; NH ASIAN:0.0392; NH BLACK:0.0693; NH MULTI:0.0075; NH NH/PI:0.003; NH WHITE:0.6398; OTHER:0.0053; UNKNOWN:0.0377","10-19:2; 20-29:8; 30-39:7; 40-49:33; 50-59:71; 60-69:171; 70-79:309; 80+:726","FEMALE:0.4386; MALE:0.5584; UNKNOWN/OTHER:0.003",NA,NA,NA,"0-9:36; 10-19:34; 20-29:180; 30-39:336; 40-49:505; 50-59:723; 60-69:732; 70-79:528; 80+:362",NA,"tableau",NA,"05/23/20"
"Connecticut","208367","40022",6039,382,38,"HISPANIC:7120; NH AI/AN:39; NH ASIAN/PI:579; NH BLACK:5065; NH MULTI:78; NH OTHER:204; NH WHITE:12891; UNKNOWN:14046","0-9:436; 10-19:981; 20-29:4479; 30-39:5563; 40-49:5674; 50-59:6974; 60-69:5882; 70-79:3905; 80+:5992","FEMALE:21879; MALE:17913","3675","HISPANIC:320; NH AI/AN:1; NH ASIAN/PI:35; NH BLACK:540; NH MULTI:16; NH OTHER:13; NH WHITE:2661; UNKNOWN:89","0-9:1; 10-19:1; 20-29:4; 30-39:19; 40-49:52; 50-59:154; 60-69:462; 70-79:796; 80+:2185","FEMALE:1860; MALE:1805",NA,NA,NA,NA,NA,NA,"No race dataset https://data.ct.gov/Health-and-Human-Services/COVID-19-Daily-DPH-Reports-Library/bqve-e8um; curr_hosp:724","05/22/20"
"Delaware","50534; race_Non-Hispanic White:3; race_Non-Hispanic Black:1; race_Hispanic/Latino:4; race_Another/Multiple:2; race_Asian/Pacific Islander:5; race_Unknown:6","8690",NA,NA,NA,"ASIAN/PI:127; HISPANIC:2374; MULTI:448; NH BLACK:2320; NH WHITE:2502; UNKNOWN:919","0-4:104; 5-17:402; 18-34:2283; 35-49:2239; 50-64:2015; 65+:1647","FEMALE:4766; MALE:3881; UNKNOWN/OTHER:43","324","ASIAN/PI:1; HISPANIC:23; MULTI:4; NH BLACK:79; NH WHITE:197; UNKNOWN:20","0-4:0; 5-17:0; 18-34:8; 35-49:9; 50-64:50; 65+:257","FEMALE:168; MALE:156",NA,"210",NA,NA,NA,NA,"Recovered:3","05/23/20"
"District of Columbia","51991","7966; eth_hispanic:2017; eth_non_hispanic:4496; eth_unk:1453",NA,NA,NA,"AI/AN:22; ASIAN:102; BLACK:3729; HISPANIC:0; MULTI:1909; PI:18; UNKNOWN:45; WHITE:1237",NA,NA,"427","AI/AN:0; ASIAN:7; BLACK:323; HISPANIC:46; MULTI:0; PI:0; UNKNOWN:4; WHITE:47",NA,NA,NA,NA,NA,NA,NA,"xlsx","Deaths are combined between race and ethnicity","05/23/20"
"Florida","858112","48814; eth_hispanic:17171; eth_non_hispanic:23786; eth_unk:7857",NA,NA,NA,"AI/AN:0; ASIAN:0; BLACK:10196; MULTI:0; OTHER:4631; UNKNOWN:6778; WHITE:27209","0-4:364; 5-14:758; 15-24:3933; 25-34:7352; 35-44:7362; 45-54:8476; 55-64:8029; 65-74:5784; 75-84:3980; 85+:2767; UNKNOWN:9","FEMALE:24810; MALE:24004; UNKNOWN/OTHER:0","2233; eth_hispanic:488; eth_non_hispanic:1575; eth_unk:170","AI/AN:0; ASIAN:0; BLACK:488; MULTI:0; OTHER:136; UNKNOWN:84; WHITE:1525","0-4:0; 5-14:0; 15-24:0; 25-34:13; 35-44:36; 45-54:86; 55-64:207; 65-74:476; 75-84:658; 85+:757; UNKNOWN:0",NA,NA,"NA; eth_hispanic:2990; eth_non_hispanic:5847; eth_unk:473","AI/AN:0; ASIAN:0; BLACK:2453; MULTI:0; OTHER:904; UNKNOWN:284; WHITE:5669","0-4:26; 5-14:22; 15-24:148; 25-34:464; 35-44:749; 45-54:1181; 55-64:1632; 65-74:1940; 75-84:1806; 85+:1341; UNKNOWN:1",NA,"pdf","Age data only available in images on site","05/23/20"
