"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama","267388","21071; eth_Not Hispanic/Latino:14627; eth_Unknown:4428; eth_Hispanic/Latino:2016",NA,NA,NA,"ASIAN:  98; BLACK:8950; OTHER:1040; UNKNOWN:3176; WHITE:7807","25-49:8652; 0-4:290; 5-24:2893; 50-64:4842; 65+:4389; UNKNOWN:5","FEMALE:12135; MALE:8800; UNKNOWN/OTHER:136","725; eth_Not Hispanic/Latino:627; eth_Unknown:81; eth_Hispanic/Latino:17","ASIAN:  5; BLACK:322; OTHER: 10; UNKNOWN: 29; WHITE:359","25-49:26; 0-4:1; 5-24:1; 50-64:119; 65+:578","FEMALE:333; MALE:390",NA,"7469",NA,NA,NA,"arcgis, pdf",NA,"06/10/20"
"Alaska","66890","573; eth_Hispanic:45; eth_Non-Hispanic:463; eth_Unknown Ethnicity:65",978,11,0,"AI/AN: 65; ASIAN: 55; BLACK: 16; HN/PI: 16; MULTI: 20; OTHER: 12; UNKNOWN: 46; WHITE:343","0-9:18; 10-19:44; 20-29:101; 30-39:113; 40-49:77; 50-59:100; 60-69:67; 70-79:38; 80+:15; UNKNOWN:0","FEMALE:289; MALE:284; UNKNOWN/OTHER:0","11; eth_Hispanic:0; eth_Non-Hispanic:11; eth_Unknown Ethnicity:0","AI/AN:2; ASIAN:2; BLACK:0; HN/PI:1; MULTI:0; OTHER:0; UNKNOWN:0; WHITE:6","0-9:0; 10-19:0; 20-29:0; 30-39:2; 40-49:0; 50-59:1; 60-69:1; 70-79:6; 80+:1; UNKNOWN:0","FEMALE:6; MALE:5; UNKNOWN/OTHER:0",NA,"49; eth_Hispanic:4; eth_Non-Hispanic:43; eth_Unknown Ethnicity:2","AI/AN: 7; ASIAN: 7; BLACK: 0; HN/PI: 4; MULTI: 0; OTHER: 4; UNKNOWN: 0; WHITE:27","0-9:0; 10-19:1; 20-29:3; 30-39:5; 40-49:2; 50-59:9; 60-69:9; 70-79:16; 80+:4; UNKNOWN:0","FEMALE:21; MALE:28; UNKNOWN/OTHER:0","arcgis + raw data","expr_Community_Cases:153; expr_Secondary_Cases:241; expr_Travel_Cases:103; expr_UI_Cases:76; All_Beds:2377; Inpatient_Beds:1849; Inpatient_Occup:963; Inpatient_Avail:886; ICU_Beds:198; ICU_Occup:82; ICU_Avail:116; Pos_COVID_PUI_Pending:7; Vent_Cap:348; Vent_Avail:320; Vent_Occup:28","06/08/20"
"Arizona","409174","28296",NA,NA,NA,"AI/AN: 3517; ASIAN:  276; BLACK:  874; HISPANIC: 6757; MULTI:    0; OTHER:  773; UNKNOWN:10367; WHITE: 5732","0-19:2896; 20-44:12247; 45-54:4523; 55-64:3900; 65+:4708; UNKNOWN:22","FEMALE:14980; MALE:13259","1070","AI/AN:193; ASIAN: 14; BLACK: 33; HISPANIC:188; MULTI:  0; OTHER: 18; UNKNOWN:119; WHITE:505","0-19:2; 20-44:52; 45-54:62; 55-64:131; 65+:823; UNKNOWN:NA","FEMALE:487; MALE:582",NA,"3406","AI/AN: 634; ASIAN:  60; BLACK: 172; HISPANIC:1004; MULTI:   0; OTHER:  66; UNKNOWN: 237; WHITE:1233","0-19:36; 20-44:722; 45-54:550; 55-64:662; 65+:1436; UNKNOWN:0","FEMALE:1686; MALE:1720","manual",NA,"06/09/20"
"Arkansas","170520","10080; eth_hispanic:2057; eth_nonhispanic:8023",NA,NA,NA,"ASIAN:  91; BLACK:2844; MULTI: 144; OTHER: 897; UNKNOWN: 929; WHITE:4766; NA: 553","0-17:975; 18-24:1074; 25-44:3811; 45-64:2958; 65+:1262","FEMALE:4448; MALE:5598; UNKNOWN/OTHER:34","161; eth_hispanic:8; eth_nonhispanic:153","ASIAN: 1; BLACK:50; MULTI: 2; OTHER: 8; UNKNOWN: 3; WHITE:94; NA: 5","0-17:0; 18-24:0; 25-44:8; 45-64:36; 65+:117",NA,"case_diabetes:844; case_cardiac_disease:349; case_hypertension:1457; case_cpd:282; case_ckd:122; case_immunocompromised:119","901",NA,NA,NA,"pdf","curr_hosp:173; recovered:6875; active_cases:3044; curr_vent:44; ever_vent:147; nursingHomeRes:488; death_nursingHome:66; death_jailed:12; healthcareWorker:798","06/09/20"
"California","2486245","133489",NA,NA,NA,"AI/AN:  189; ASIAN: 7939; BLACK: 4655; HISPANIC:52550; HN/PI:  699; MULTI:  689; OTHER:10476; PENDING:38467; WHITE:17825","0-17:8509; 18-34:37693; 35-49:33540; 50-64:30400; 65-79:14713; 80+:8441","FEMALE:0.49; MALE:0.5; UNKNOWN/OTHER:0.01","4559","AI/AN:  13; ASIAN: 675; BLACK: 442; HISPANIC:1787; HN/PI:  20; MULTI:  29; OTHER:  37; PENDING:  56; WHITE:1500","0-17:0; 18-34:49; 35-49:225; 50-64:721; 65-79:1454; 80+:2110","FEMALE:0.44; MALE:0.56; UNKNOWN/OTHER:0",NA,NA,NA,NA,NA,"pdf",NA,"06/08/20"
"Colorado",NA,"28347",NA,NA,NA,"HISPANIC:0.3834; NH AI/AN:0.0055; NH ASIAN:0.0270; NH BLACK:0.0588; NH HN/PI:0.0041; NH MULTI:0.0074; NH WHITE:0.3436; OTHER:0.0085; UNKNOWN:0.1617","0-9:662; 10-19:1403; 20-29:4684; 30-39:4950; 40-49:4865; 50-59:4493; 60-69:3132; 70-79:1986; 80+:2134; UNKNOWN:38","FEMALE:0.503; MALE:0.4785; UNKNOWN/OTHER:0.0184","1553","HISPANIC:0.2041; NH AI/AN:0.0058; NH ASIAN:0.0361; NH BLACK:0.0683; NH HN/PI:0.0039; NH MULTI:0.0077; NH WHITE:0.6246; OTHER:0.0058; UNKNOWN:0.0438","10-19:3; 20-29:9; 30-39:10; 40-49:43; 50-59:90; 60-69:197; 70-79:368; 80+:833","FEMALE:0.4488; MALE:0.548; UNKNOWN/OTHER:0.0032",NA,"4208",NA,"0-9:47; 10-19:58; 20-29:268; 30-39:431; 40-49:648; 50-59:889; 60-69:847; 70-79:610; 80+:410",NA,"tableau",NA,"06/09/20"
"Connecticut","310654","44179",4658,165,13,"HISPANIC: 8030; NH AI/AN:   39; NH ASIAN/PI:  649; NH BLACK: 5734; NH MULTI:  117; NH OTHER:  247; NH WHITE:15238; UNKNOWN:14125","0-9:570; 10-19:1190; 20-29:5077; 30-39:6191; 40-49:6207; 50-59:7536; 60-69:6331; 70-79:4220; 80+:6711","FEMALE:24147; MALE:19793","4097","HISPANIC: 348; NH AI/AN:   2; NH ASIAN/PI:  44; NH BLACK: 614; NH MULTI:  27; NH OTHER:  16; NH WHITE:2978; UNKNOWN:  68","0-9:1; 10-19:1; 20-29:4; 30-39:20; 40-49:52; 50-59:162; 60-69:507; 70-79:882; 80+:2467","FEMALE:2129; MALE:1963",NA,NA,NA,NA,NA,NA,"curr_hosp:293","06/08/20"
"Delaware","70753; race_Non-Hispanic White:27159; race_Non-Hispanic Black:14822; race_Hispanic/Latino:7276; race_Another/Multiple:3621; race_Asian/Pacific Islander:1002; race_Unknown:16873","10020",NA,NA,NA,"ASIAN/PI: 154; HISPANIC:2850; MULTI: 497; NH BLACK:2664; NH WHITE:2887; UNKNOWN: 968","0-4:121; 5-17:466; 18-34:2666; 35-49:2559; 50-64:2306; 65+:1902","FEMALE:5529; MALE:4473; UNKNOWN/OTHER:18","410","ASIAN/PI:  1; HISPANIC: 27; MULTI:  4; NH BLACK:107; NH WHITE:250; UNKNOWN: 21","0-4:0; 5-17:0; 18-34:11; 35-49:12; 50-64:59; 65+:328","FEMALE:218; MALE:192",NA,NA,NA,NA,NA,NA,"curr_hosp:1; Recovered:3","06/09/20"
"District of Columbia","57152","46413; eth_hispanic:2464; eth_non_hispanic:5175; eth_unk:1835",NA,NA,NA,"AI/AN:  26; ASIAN: 109; BLACK:4331; HISPANIC:   0; HN/PI:  23; MULTI:2377; UNKNOWN:  57; WHITE:1401","0-4:119; 5-14:214; 15-19:206; 20-24:531; 25-34:1795; 35-44:1715; 45-54:1457; 55-64:1540; 64-74:997; 75+:892; UNKNOWN:NA","FEMALE:4734; MALE:4718; UNKNOWN/OTHER:22","9474","AI/AN:  0; ASIAN:  7; BLACK:367; HISPANIC: 62; HN/PI:  0; MULTI:  0; UNKNOWN:  5; WHITE: 54",NA,NA,NA,NA,NA,NA,NA,"xlsx","Deaths are combined between race and ethnicity","06/09/20"
"Florida","1259283","64448; eth_hispanic:23751; eth_non_hispanic:29739; eth_unk:10958",NA,NA,NA,"AI/AN:    0; ASIAN:    0; BLACK:13242; MULTI:    0; OTHER: 6556; UNKNOWN: 9899; WHITE:34751","0-4:688; 5-14:1499; 15-24:6018; 25-34:10291; 35-44:10007; 45-54:10880; 55-64:10080; 65-74:6910; 75-84:4728; 85+:3331; UNKNOWN:16","FEMALE:32746; MALE:31664; UNKNOWN/OTHER:38","2765; eth_hispanic:638; eth_non_hispanic:1937; eth_unk:190","AI/AN:   0; ASIAN:   0; BLACK: 586; MULTI:   0; OTHER: 170; UNKNOWN:  94; WHITE:1915","0-4:0; 5-14:0; 15-24:1; 25-34:16; 35-44:44; 45-54:99; 55-64:250; 65-74:581; 75-84:807; 85+:967; UNKNOWN:0",NA,NA,"11185; eth_hispanic:3771; eth_non_hispanic:6897; eth_unk:517","AI/AN:   0; ASIAN:   0; BLACK:2960; MULTI:   0; OTHER:1150; UNKNOWN: 307; WHITE:6768","0-4:38; 5-14:33; 15-24:194; 25-34:593; 35-44:954; 45-54:1424; 55-64:1954; 65-74:2250; 75-84:2114; 85+:1630; UNKNOWN:1",NA,"pdf","Age data only available in images on site","06/09/20"
