"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama","1790301","324832; eth_Hispanic/Latino:10039; eth_Not Hispanic/Latino:113285; eth_Unknown:141467",NA,NA,NA,"ASIAN:  1229; BLACK: 55466; OTHER: 29272; UNKNOWN: 77637; WHITE:101187","65+:44381; 0-4:5296; 18-24:34401; 25-49:100213; 5-17:24702; 50-64:55798","FEMALE:144010; MALE:116755; UNKNOWN:4026","4389; eth_Hispanic/Latino:92; eth_Not Hispanic/Latino:3117; eth_Unknown:640","ASIAN:  14; BLACK:1272; OTHER: 121; UNKNOWN: 213; WHITE:2229","65+:2993; 0-4:5; 18-24:9; 25-49:182; 50-64:660","FEMALE:1799; MALE:2035; UNKNOWN:7",NA,"30994",NA,NA,NA,"arcgis, pdf","CLN_ICU:2391; CLN_VENT:1377; HCW:14401; LTCF_Employee:4053; LTCF_Resident:8059","12/21/20"
"Alaska","1200977","42563; eth_Hispanic:2377; eth_Non-Hispanic:22337; eth_UI Ethnicity:16959",NA,NA,NA,"AI/AN: 8644; ASIAN: 1734; BLACK: 1138; HN/PI: 1247; MULTI: 3401; OTHER: 5444; UNKNOWN:  890; WHITE:13383","0-9:2627; 10-19:4980; 20-29:8740; 30-39:8198; 40-49:6007; 50-59:5516; 60-69:3973; 70-79:1773; 80+:749; UNKNOWN:0","FEMALE:20345; MALE:22196; UNKNOWN:22","183; eth_Hispanic:4; eth_Non-Hispanic:148; eth_UI Ethnicity:21","AI/AN:67; ASIAN:19; BLACK: 7; HN/PI:11; MULTI: 5; OTHER: 3; UNKNOWN:10; WHITE:67","0-9:0; 10-19:0; 20-29:3; 30-39:5; 40-49:7; 50-59:13; 60-69:36; 70-79:54; 80+:65; UNKNOWN:0","FEMALE:72; MALE:111; UNKNOWN:0",NA,"919; eth_Hispanic:45; eth_Non-Hispanic:680; eth_UI Ethnicity:174","AI/AN:240; ASIAN: 81; BLACK: 36; HN/PI:105; MULTI: 61; OTHER: 41; UNKNOWN: 20; WHITE:299","0-9:8; 10-19:7; 20-29:44; 30-39:81; 40-49:84; 50-59:150; 60-69:204; 70-79:197; 80+:144; UNKNOWN:0","FEMALE:418; MALE:500; UNKNOWN:1","arcgis + raw data","All_Beds:3547; Inpatient_Beds:3020; Inpatient_Occup:1753; Inpatient_Avail:1267; ICU_Beds:431; ICU_Occup:241; ICU_Avail:190; Pos_COVID_PUI_Pending:234; Vent_Cap:719; Vent_Avail:620; Vent_Occup:99; FID:105; facility_filter:7; Pos_COVID:226; PUI_Pending:8; Adult_Inpatient_Beds:2600; Adult_Inpatient_Used:1539; Adult_Inpatient_Available:1061; Adult_ICU_Beds:247; Adult_ICU_Used:169; Adult_ICU_Available:78; Adult_ICU_COVID_Confirmed:38; Adult_ICU_COVID_Suspected:2; Adult_ICU_COVID_Total:40; Adult_COVID_Confirmed:14; Adult_COVID_Suspected:2; Adult_COVID_Total:216; Adult_Non_ICU_Inpatient_Beds:2353; Adult_Non_ICU_Inpatient_Used:1370; Adult_Non_ICU_Inpatient_Available:983; Total_Non_ICU_Inpatient_Beds:2589; Total_Non_ICU_Inpatient_Used:1512","12/20/20"
"Arizona","3065913","467215",NA,NA,NA,"AI/AN: 23073; ASIAN:  5476; BLACK: 13683; HISPANIC:135907; MULTI:    NA; OTHER: 20461; UNKNOWN:120785; WHITE:147830","0-19:72289; 20-44:212391; 45-54:69250; 55-64:54889; 65+:57786; UNKNOWN:610","FEMALE:242082; MALE:223523","8125","AI/AN: 801; ASIAN:  83; BLACK: 230; HISPANIC:2347; MULTI:  NA; OTHER: 165; UNKNOWN: 813; WHITE:3686","0-19:14; 20-44:417; 45-54:537; 55-64:1231; 65+:5923; UNKNOWN:NA","FEMALE:3448; MALE:4675",NA,"33619","AI/AN: 2980; ASIAN:  510; BLACK: 1471; HISPANIC:11451; MULTI:   NA; OTHER: 1186; UNKNOWN: 1885; WHITE:14136","0-19:882; 20-44:7127; 45-54:4934; 55-64:6354; 65+:14316; UNKNOWN:6","FEMALE:15965; MALE:17639","manual",NA,"12/22/20"
"Arkansas","2149990","203107; eth_hispanic:25070; eth_nonhispanic:178037",NA,NA,NA,"AI/AN:   590; ASIAN:  1809; BLACK: 34901; HN/PI:  3004; OTHER: 10385; UNKNOWN: 23687; WHITE:127415","0-10:11686; 11-17:16295; 18-24:27425; 25-34:33183; 35-44:31136; 45-54:28951; 55-64:24555; 65+:29876; UNKNOWN:0","FEMALE:105716; MALE:95881; UNKNOWN:1510","3295; eth_hispanic:129; eth_nonhispanic:3166","AI/AN:   7; ASIAN:  20; BLACK: 507; HN/PI:  51; OTHER: 117; UNKNOWN: 205; WHITE:2377","0-10:0; 11-17:0; 18-24:4; 25-34:29; 35-44:62; 45-54:161; 55-64:393; 65+:2646; UNKNOWN:0",NA,"case_diabetes:13876; case_cardiac_disease:7072; case_hypertension:25446; case_cpd:4469; case_ckd:1708; case_immunocompromised:1728",NA,NA,NA,NA,"pdf",NA,"12/21/20"
"California","29860404","1892348",NA,NA,NA,"AI/AN:  4253; ASIAN: 83319; BLACK: 54750; HISPANIC:762170; HN/PI:  7466; MULTI: 17562; OTHER:155927; WHITE:270068","0-4:43781; 5-17:181101; 18-34:655080; 35-49:461039; 50-59:261185; 60-64:95143; 65-69:65218; 70-74:44701; 75-79:29978; 80+:53796; UNKNOWN:1326","FEMALE:957231; MALE:911353; UNKNOWN:23764","22715","AI/AN:   74; ASIAN: 2597; BLACK: 1584; HISPANIC:10680; HN/PI:  115; MULTI:  209; OTHER:  171; WHITE: 7001","0-4:1; 5-17:3; 18-34:351; 35-49:1237; 50-59:2344; 60-64:1934; 65-69:2305; 70-74:2524; 75-79:2601; 80+:9414; UNKNOWN:1","FEMALE:9653; MALE:12920; UNKNOWN:142",NA,NA,NA,NA,NA,"pdf",NA,"12/20/20"
"Colorado","2047121","311036",NA,NA,NA,"AI/AN:0.005; ASIAN:0.013; BLACK:0.027; HISPANIC:0.293; HN/PI:0.003; NH MULTI:0.014; NH WHITE:0.377; OTHER:0.007; UNKNOWN:0.260","0-9:0.039; 10-19:0.109; 20-29:0.217; 30-39:0.181; 40-49:0.154; 50-59:0.132; 60-69:0.087; 70-79:0.046; 80+:0.035; UNKNOWN:0","FEMALE:0.498; MALE:0.482; UNKNOWN:0.021","4378","AI/AN:0.005; ASIAN:0.021; BLACK:0.038; HISPANIC:0.211; HN/PI:0.002; NH MULTI:0.023; NH WHITE:0.622; OTHER:0.006; UNKNOWN:0.070","0-9:0; 10-19:0.001; 20-29:0.006; 30-39:0.008; 40-49:0.027; 50-59:0.059; 60-69:0.12; 70-79:0.24; 80+:0.538; UNKNOWN:0","FEMALE:0.459; MALE:0.535; UNKNOWN:0.006",NA,"17228",NA,NA,NA,"tableau",NA,"12/21/20"
"Connecticut","4024800","167377",NA,NA,NA,"HISPANIC:28615; NH AI/AN:  278; NH ASIAN/PI: 1822; NH BLACK:13183; NH MULTI: 4800; NH OTHER: 6463; NH WHITE:51141; UNKNOWN:61075","0-9:7572; 10-19:16071; 20-29:28652; 30-39:25930; 40-49:23486; 50-59:25701; 60-69:18112; 70-79:10356; 80+:11457","FEMALE:88253; MALE:78510","5676","HISPANIC: 538; NH AI/AN:   3; NH ASIAN/PI:  64; NH BLACK: 762; NH MULTI:  63; NH OTHER:  27; NH WHITE:4145; UNKNOWN:  74","0-9:1; 10-19:2; 20-29:6; 30-39:26; 40-49:81; 50-59:248; 60-69:714; 70-79:1238; 80+:3360","FEMALE:2931; MALE:2745",NA,NA,NA,NA,NA,NA,"curr_hosp:1143","12/20/20"
"Delaware","488275; race_Non-Hispanic White:239179; race_Non-Hispanic Black:89623; race_Another/Multiple:45566; race_Hispanic/Latino:39668; race_Asian/Pacific Islander:11490; race_Unknown:62749","51623",NA,NA,NA,"ASIAN/PI:  950; HISPANIC: 9313; MULTI: 3049; NH BLACK:12372; NH WHITE:23171; UNKNOWN: 2768","0-4:1252; 5-17:5031; 18-34:15926; 35-49:11582; 50-64:10434; 65+:7397; UNKNOWN:1","FEMALE:27458; MALE:24087; UNKNOWN:78","872","ASIAN/PI:  3; HISPANIC: 61; MULTI: 13; NH BLACK:214; NH WHITE:580; UNKNOWN:  1","0-4:0; 5-17:0; 18-34:13; 35-49:21; 50-64:112; 65+:726","FEMALE:447; MALE:425",NA,NA,NA,NA,NA,NA,"curr_hosp:Current Hospitalizations; More Hospital Data:Current Critical Hospitalizations","12/22/20"
"District of Columbia","834138","26740; eth_Unknown:2072; eth_Hispanic or Latino:6052; eth_NOT Hispanic or Latino:18601; eth_Refused During Interview:15",NA,NA,NA,"AI/AN:   54; ASIAN:  493; BLACK:12745; HN/PI:   66; MULTI: 6688; UNKNOWN:  131; WHITE: 6563","0-4:689; 5-14:1195; 15-19:974; 20-24:2490; 25-34:6541; 35-44:4563; 45-54:3518; 55-64:3244; 65-74:1960; 75+:1542; UNKNOWN:24","FEMALE:13818; MALE:12835; UNKNOWN:87","742","ASIAN: 10; BLACK:547; HISPANIC: 98; NH WHITE: 76; OTHER: 11","0-18:0; 20-29:5; 30-39:16; 40-49:28; 50-59:87; 60-69:174; 70-79:184; 80+:248","FEMALE:320; MALE:422",NA,NA,NA,NA,NA,"interactive",NA,"12/21/20"
"Florida",NA,"1192456; eth_hispanic:372798; eth_non_hispanic:546322; eth_unk:273336",NA,NA,NA,"AI/AN:    NA; ASIAN:    NA; BLACK:160988; MULTI:    NA; OTHER:166537; UNKNOWN:238358; WHITE:626573","0-4:21307; 5-14:62000; 15-24:189156; 25-34:215534; 35-44:186965; 45-54:183664; 55-64:155609; 65-74:96051; 75-84:53680; 85+:27379; UNKNOWN:1111","FEMALE:616779; MALE:567845; UNKNOWN:7832","20680; eth_hispanic:5064; eth_non_hispanic:14151; eth_unk:1465","AI/AN:   NA; ASIAN:   NA; BLACK: 3648; MULTI:   NA; OTHER: 1650; UNKNOWN:  685; WHITE:14697","0-4:0; 5-14:5; 15-24:34; 25-34:117; 35-44:341; 45-54:806; 55-64:2257; 65-74:4387; 75-84:6175; 85+:6558; UNKNOWN:0",NA,NA,"60152; eth_hispanic:16224; eth_non_hispanic:40771; eth_unk:3157","AI/AN:   NA; ASIAN:   NA; BLACK:13131; MULTI:   NA; OTHER: 7069; UNKNOWN: 1887; WHITE:38065","0-4:405; 5-14:364; 15-24:1586; 25-34:3228; 35-44:4856; 45-54:7309; 55-64:10460; 65-74:12170; 75-84:11726; 85+:8043; UNKNOWN:5",NA,"pdf","Age data only available in images on site","12/22/20"
