"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama",NA,"13671; eth_Unknown:2626; eth_Not Hispanic/Latino:9891; eth_Hispanic/Latino:1154",NA,NA,NA,"ASIAN:77; BLACK:5604; OTHER:549; UNKNOWN:1867; WHITE:5574","5-24:1504; 65+:3283; 0-4:125; 50-64:3299; 25-49:5412; UNKNOWN:48","FEMALE:7935; MALE:5624; UNKNOWN/OTHER:112","541; eth_Unknown:66; eth_Not Hispanic/Latino:463; eth_Hispanic/Latino:12","ASIAN:3; BLACK:235; OTHER:7; UNKNOWN:20; WHITE:276","65+:442; 50-64:84; 25-49:15","FEMALE:242; MALE:297",NA,"1573",NA,NA,NA,"arcgis, pdf","CLN_ICU:536; CLN_VENT:317; HCW:1869; LTCF_Employee:857; LTCF_Resident:1325; LTCF_Visitor:49","5/22/20"
"Alaska","41446","404; eth_Hispanic:38; eth_Non-Hispanic:345; eth_Unknown Ethnicity:21",1901,2,0,"AI/AN:31; ASIAN:46; BLACK:10; MULTI:14; NH/PI:14; OTHER:12; UNKNOWN:16; WHITE:261","0-10:9; 10-19:27; 20-29:70; 30-39:80; 40-49:57; 50-59:71; 60-69:55; 70-79:27; 80+:8; UNKNOWN:0","FEMALE:198; MALE:206; UNKNOWN/OTHER:0","10; eth_Hispanic:0; eth_Non-Hispanic:10; eth_Unknown Ethnicity:0","AI/AN:2; ASIAN:2; BLACK:0; MULTI:0; NH/PI:1; OTHER:0; UNKNOWN:0; WHITE:5","0-10:0; 10-19:0; 20-29:0; 30-39:2; 40-49:0; 50-59:1; 60-69:1; 70-79:5; 80+:1; UNKNOWN:0","FEMALE:5; MALE:5; UNKNOWN/OTHER:0",NA,"44; eth_Hispanic:4; eth_Non-Hispanic:38; eth_Unknown Ethnicity:2","AI/AN:6; ASIAN:7; BLACK:0; MULTI:0; NH/PI:4; OTHER:4; UNKNOWN:0; WHITE:23","0-10:0; 10-19:1; 20-29:3; 30-39:5; 40-49:2; 50-59:8; 60-69:9; 70-79:13; 80+:3; UNKNOWN:0","FEMALE:18; MALE:26; UNKNOWN/OTHER:0","arcgis + raw data","expr_Community_Cases:116; expr_Secondary_Cases:173; expr_Travel_Cases:103; expr_UI_Cases:12; All_Beds:2280; Inpatient_Beds:1840; Inpatient_Occup:964; Inpatient_Avail:876; ICU_Beds:195; ICU_Occup:99; ICU_Avail:96; Pos_COVID_PUI_Pending:19; Vent_Cap:345; Vent_Avail:311; Vent_Occup:34","5/21/20"
"Arizona","237417","15315",NA,NA,NA,"AI/AN:1819; ASIAN:169; BLACK:493; MULTI:0; OTHER:343; UNKNOWN:6298; WHITE:3276","0-19:1281; 20-44:5999; 45-54:2550; 55-64:2271; 65+:3205; UNKNOWN:9","FEMALE:8082; MALE:7204; UNKNOWN/OTHER:0","763","AI/AN:126; ASIAN:10; BLACK:23; MULTI:0; OTHER:11; UNKNOWN:159; WHITE:313","0-19:2; 20-44:28; 45-54:38; 55-64:93; 65+:602; UNKNOWN:0","FEMALE:345; MALE:417; UNKNOWN/OTHER:0",NA,NA,"AI/AN:190; ASIAN:37; BLACK:95; MULTI:0; OTHER:44; UNKNOWN:252; WHITE:724","0-19:17; 20-44:346; 45-54:288; 55-64:348; 65+:831; UNKNOWN:0","FEMALE:862; MALE:968; UNKNOWN/OTHER:0","manual",NA,"05/22/2020"
"Arkansas","116440","5612",NA,NA,NA,NA,NA,NA,"113",NA,NA,NA,NA,"590",NA,NA,NA,"pdf","curr_hosp:6; recovered:5; active_cases:3; curr_vent:2; ever_vent:1; nursing_home_res:4","5/22/20"
"California",NA,"88444",NA,NA,NA,"AI/AN:121; ASIAN:6344; BLACK:3533; HISPANIC:33639; MULTI:542; NH/PI:559; OTHER:3253; PENDING:26691; WHITE:13762","0-5:883; 5-17:3166; 18-34:22869; 35-49:22083; 50-59:15096; 60-64:6365; 65-69:4740; 70-74:3547; 75-79:2837; 80+:6740; UNKNOWN:118",NA,"3544","AI/AN:15; ASIAN:514; BLACK:353; HISPANIC:1308; MULTI:23; NH/PI:27; OTHER:37; PENDING:87; WHITE:1180","0-5:0; 5-17:0; 18-34:36; 35-49:167; 50-59:306; 60-64:230; 65-69:337; 70-74:371; 75-79:441; 80+:1656; UNKNOWN:0",NA,NA,NA,NA,NA,NA,"pdf",NA,"5/21/20"
"Colorado",NA,"21202",NA,NA,NA,"HISPANIC:0.364; NH AI/AN:0.0048; NH ASIAN:0.0274; NH BLACK:0.0612; NH MULTI:0.0071; NH NH/PI:0.0041; NH WHITE:0.3569; OTHER:0.0092; UNKNOWN:0.1653","0-9:487; 10-19:986; 20-29:3650; 30-39:4041; 40-49:4058; 50-59:3807; 60-69:2769; 70-79:1756; 80+:1879; UNKNOWN:54","FEMALE:0.5077; MALE:0.4829; UNKNOWN/OTHER:0.0095","1048","HISPANIC:0.1926; NH AI/AN:0.006; NH ASIAN:0.0393; NH BLACK:0.0695; NH MULTI:0.0076; NH NH/PI:0.003; NH WHITE:0.6405; OTHER:0.0053; UNKNOWN:0.0363","10-19:2; 20-29:7; 30-39:7; 40-49:34; 50-59:71; 60-69:171; 70-79:308; 80+:724","FEMALE:0.4396; MALE:0.5574; UNKNOWN/OTHER:0.003",NA,NA,NA,"0-9:36; 10-19:33; 20-29:181; 30-39:333; 40-49:501; 50-59:717; 60-69:728; 70-79:527; 80+:358",NA,"tableau",NA,"5/22/20"
"Connecticut","202328","39640",5881,432,55,"HISPANIC:7051; NH AI/AN:39; NH ASIAN/PI:576; NH BLACK:5029; NH MULTI:78; NH OTHER:203; NH WHITE:12783; UNKNOWN:13881","0-9:421; 10-19:966; 20-29:4417; 30-39:5505; 40-49:5619; 50-59:6922; 60-69:5845; 70-79:3881; 80+:5947","FEMALE:21692; MALE:17738","3637","HISPANIC:316; NH AI/AN:1; NH ASIAN/PI:36; NH BLACK:533; NH MULTI:16; NH OTHER:13; NH WHITE:2639; UNKNOWN:83","0-9:1; 10-19:1; 20-29:4; 30-39:20; 40-49:51; 50-59:153; 60-69:457; 70-79:787; 80+:2162","FEMALE:1838; MALE:1790",NA,NA,NA,NA,NA,NA,"No race dataset https://data.ct.gov/Health-and-Human-Services/COVID-19-Daily-DPH-Reports-Library/bqve-e8um; curr_hosp:740","5/21/20"
"Delaware","48986; race_Non-Hispanic White:2; race_Non-Hispanic Black:1; race_Hispanic/Latino:4; race_Another/Multiple:3; race_Asian/Pacific Islander:5; race_Unknown:6","8529",NA,NA,NA,"ASIAN/PI:125; HISPANIC:2344; MULTI:443; NH BLACK:2281; NH WHITE:2440; UNKNOWN:896","0-4:100; 5-17:396; 18-34:2232; 35-49:2201; 50-64:1982; 65+:1618","FEMALE:4674; MALE:3818; UNKNOWN/OTHER:37","322","ASIAN/PI:1; HISPANIC:23; MULTI:4; NH BLACK:78; NH WHITE:196; UNKNOWN:20","0-4:0; 5-17:0; 18-34:8; 35-49:9; 50-64:50; 65+:255","FEMALE:166; MALE:156",NA,"221",NA,NA,NA,NA,"Recovered:3","5/22/20"
"District of Columbia","42993","7893",NA,NA,NA,"AI/AN:22; ASIAN:101; BLACK:3683; MULTI:0; OTHER:1885; UNKNOWN:970; WHITE:1232",NA,NA,"418","AI/AN:0; ASIAN:7; BLACK:320; MULTI:0; OTHER:0; UNKNOWN:1; WHITE:0",NA,NA,NA,NA,NA,NA,NA,"xlsx","Deaths are combined between race and ethnicity","05/22/2020"
"Florida","837172","48150",NA,NA,NA,"AI/AN:0; ASIAN:0; BLACK:10003; MULTI:0; OTHER:4510; UNKNOWN:6825; WHITE:26812","0-4:355; 5-14:733; 15-24:3856; 25-34:7260; 35-44:7253; 45-54:8367; 55-64:7936; 65-74:5711; 75-84:3932; 85+:2737; UNKNOWN:10","FEMALE:24495; MALE:23655; UNKNOWN/OTHER:0","2190","AI/AN:0; ASIAN:0; BLACK:477; MULTI:0; OTHER:134; UNKNOWN:84; WHITE:1495","0-4:0; 5-14:0; 15-24:0; 25-34:13; 35-44:35; 45-54:83; 55-64:203; 65-74:467; 75-84:648; 85+:741; UNKNOWN:0",NA,NA,NA,"AI/AN:0; ASIAN:0; BLACK:2405; MULTI:0; OTHER:887; UNKNOWN:292; WHITE:5533","0-4:24; 5-14:20; 15-24:142; 25-34:455; 35-44:740; 45-54:1160; 55-64:1602; 65-74:1900; 75-84:1772; 85+:1301; UNKNOWN:1",NA,"pdf","Age data only available in images on site","05/22/2020"
