"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama","14538","167193; eth_Hispanic/Latino:7903; eth_Not Hispanic/Latino:70728; eth_Unknown:68452",NA,NA,NA,"ASIAN:  574; BLACK:35358; OTHER:13008; UNKNOWN:46643; WHITE:51500","65+:24664; 0-4:2913; 18-24:21643; 25-49:56112; 5-17:11773; 50-64:29978","FEMALE:81072; MALE:64180; UNKNOWN:1831","2665; eth_Hispanic/Latino:69; eth_Not Hispanic/Latino:2128; eth_Unknown:312","ASIAN:   7; BLACK: 981; OTHER:  62; UNKNOWN:  82; WHITE:1377","65+:1933; 0-4:4; 18-24:5; 25-49:121; 50-64:446","FEMALE:1212; MALE:1290; UNKNOWN:1",NA,"18440",NA,NA,NA,"arcgis, pdf","CLN_ICU:1896; CLN_VENT:1072; HCW:9548; LTCF_Employee:3306; LTCF_Resident:6406","10/13/20"
"Alaska","4046","10028; eth_Hispanic:749; eth_Non-Hispanic:5643; eth_UI Ethnicity:3131",NA,NA,NA,"AI/AN:2294; ASIAN: 452; BLACK: 413; HN/PI: 486; MULTI: 421; OTHER: 354; UNKNOWN: 505; WHITE:3279","0-9:517; 10-19:1058; 20-29:2405; 30-39:1900; 40-49:1362; 50-59:1295; 60-69:922; 70-79:392; 80+:177; UNKNOWN:0","FEMALE:5009; MALE:5016; UNKNOWN:3","60; eth_Hispanic:1; eth_Non-Hispanic:52; eth_UI Ethnicity:2","AI/AN:21; ASIAN: 5; BLACK: 2; HN/PI: 7; MULTI: 0; OTHER: 0; UNKNOWN: 5; WHITE:24","0-9:0; 10-19:0; 20-29:0; 30-39:2; 40-49:4; 50-59:6; 60-69:11; 70-79:23; 80+:14; UNKNOWN:0","FEMALE:21; MALE:39; UNKNOWN:0",NA,"331; eth_Hispanic:19; eth_Non-Hispanic:258; eth_UI Ethnicity:37","AI/AN:106; ASIAN: 24; BLACK: 12; HN/PI: 52; MULTI: 12; OTHER: 11; UNKNOWN: 17; WHITE: 88","0-9:3; 10-19:3; 20-29:19; 30-39:27; 40-49:46; 50-59:60; 60-69:66; 70-79:69; 80+:38; UNKNOWN:0","FEMALE:158; MALE:173; UNKNOWN:0","arcgis + raw data","All_Beds:4304; Inpatient_Beds:3348; Inpatient_Occup:1989; Inpatient_Avail:1373; ICU_Beds:462; ICU_Occup:224; ICU_Avail:238; Pos_COVID_PUI_Pending:118; Vent_Cap:754; Vent_Avail:692; Vent_Occup:62; FID:120; facility_filter:7; Pos_COVID:88","10/12/20"
"Arizona","1883906","226734",NA,NA,NA,"AI/AN:13241; ASIAN: 2441; BLACK: 6988; HISPANIC:69726; MULTI:    0; OTHER: 7573; UNKNOWN:68646; WHITE:58119","0-19:31268; 20-44:109194; 45-54:34065; 55-64:26065; 65+:25763; UNKNOWN:379","FEMALE:117652; MALE:108675","5767","AI/AN: 607; ASIAN:  66; BLACK: 180; HISPANIC:1750; MULTI:   0; OTHER:  96; UNKNOWN: 635; WHITE:2433","0-19:9; 20-44:337; 45-54:405; 55-64:917; 65+:4096; UNKNOWN:NA","FEMALE:2465; MALE:3301",NA,"20312","AI/AN:2070; ASIAN: 281; BLACK: 933; HISPANIC:7291; MULTI:   0; OTHER: 632; UNKNOWN:1730; WHITE:7375","0-19:502; 20-44:4748; 45-54:3233; 55-64:3952; 65+:7872; UNKNOWN:5","FEMALE:9806; MALE:10498","manual",NA,"10/13/20"
"Arkansas","1192200","94167; eth_hispanic:15900; eth_nonhispanic:78267",NA,NA,NA,"AI/AN:  249; ASIAN: 1055; BLACK:19399; HN/PI: 2399; OTHER: 5848; UNKNOWN: 9464; WHITE:55034","0-10:5536; 11-17:6608; 18-24:14730; 25-34:16060; 35-44:14774; 45-54:13407; 55-64:10758; 65+:12294; UNKNOWN:0","FEMALE:46968; MALE:46823; UNKNOWN:376","1611; eth_hispanic:90; eth_nonhispanic:1521","AI/AN:   2; ASIAN:  18; BLACK: 315; HN/PI:  45; OTHER:  74; UNKNOWN: 141; WHITE:1009","0-10:0; 11-17:0; 18-24:3; 25-34:22; 35-44:42; 45-54:103; 55-64:234; 65+:1207; UNKNOWN:0",NA,"case_diabetes:6530; case_cardiac_disease:2804; case_hypertension:11395; case_cpd:2071; case_ckd:681; case_immunocompromised:700",NA,NA,NA,NA,"pdf",NA,"10/13/20"
"California","16333717","852406",NA,NA,NA,"AI/AN:  1668; ASIAN: 33260; BLACK: 25460; HISPANIC:365574; HN/PI:  3216; MULTI:  6586; OTHER: 59085; WHITE:103828","0-4:18985; 5-17:70513; 18-34:300028; 35-49:210385; 50-59:118145; 60-64:42678; 65-69:29182; 70-74:20331; 75-79:14003; 80+:27271; UNKNOWN:885","FEMALE:430237; MALE:415294; UNKNOWN:6875","16480","AI/AN:  51; ASIAN:1909; BLACK:1235; HISPANIC:7921; HN/PI:  78; MULTI: 119; OTHER: 104; WHITE:4911","0-4:0; 5-17:2; 18-34:257; 35-49:932; 50-59:1757; 60-64:1402; 65-69:1700; 70-74:1834; 75-79:1841; 80+:6755; UNKNOWN:0","FEMALE:7032; MALE:9420; UNKNOWN:28",NA,NA,NA,NA,NA,"pdf",NA,"10/12/20"
"Colorado","1032545","80085",NA,NA,NA,"AI/AN:0.006; ASIAN:0.019; BLACK:0.039; HISPANIC:0.369; HN/PI:0.004; NH MULTI:0.014; NH WHITE:0.382; OTHER:0.007; UNKNOWN:0.160","0-9:0.037; 10-19:0.105; 20-29:0.224; 30-39:0.174; 40-49:0.154; 50-59:0.134; 60-69:0.085; 70-79:0.047; 80+:0.04; UNKNOWN:0.001","FEMALE:0.486; MALE:0.463; UNKNOWN:0.051","2153","AI/AN:0.006; ASIAN:0.031; BLACK:0.063; HISPANIC:0.231; HN/PI:0.003; NH MULTI:0.016; NH WHITE:0.626; OTHER:0.005; UNKNOWN:0.019","10-19:0.002; 20-29:0.007; 30-39:0.009; 40-49:0.029; 50-59:0.068; 60-69:0.125; 70-79:0.234; 80+:0.527","FEMALE:0.452; MALE:0.545; UNKNOWN:0.004",NA,"8003",NA,NA,NA,"tableau",NA,"10/13/20"
"Connecticut","1907888","61697",13398,314,1,"HISPANIC:12034; NH AI/AN:   64; NH ASIAN/PI:  892; NH BLACK: 7699; NH MULTI:  494; NH OTHER:  793; NH WHITE:21146; UNKNOWN:18575","0-9:1429; 10-19:3618; 20-29:9268; 30-39:9089; 40-49:8517; 50-59:9805; 60-69:7632; 70-79:4958; 80+:7350","FEMALE:33239; MALE:28166","4533","HISPANIC: 403; NH AI/AN:   2; NH ASIAN/PI:  49; NH BLACK: 668; NH MULTI:  35; NH OTHER:  21; NH WHITE:3313; UNKNOWN:  42","0-9:1; 10-19:1; 20-29:4; 30-39:21; 40-49:60; 50-59:189; 60-69:558; 70-79:989; 80+:2710","FEMALE:2374; MALE:2158",NA,NA,NA,NA,NA,NA,"curr_hosp:172","10/12/20"
"Delaware","315752; race_Non-Hispanic White:145053; race_Non-Hispanic Black:56814; race_Another/Multiple:24445; race_Hispanic/Latino:24123; race_Asian/Pacific Islander:6704; race_Unknown:58613","22394",NA,NA,NA,"ASIAN/PI: 300; HISPANIC:4956; MULTI:1045; NH BLACK:5882; NH WHITE:8528; UNKNOWN:1683","0-4:374; 5-17:1534; 18-34:7227; 35-49:5204; 50-64:4581; 65+:3474","FEMALE:12055; MALE:10300; UNKNOWN:39","659","ASIAN/PI:  1; HISPANIC: 49; MULTI: 12; NH BLACK:169; NH WHITE:428","0-4:0; 5-17:0; 18-34:13; 35-49:17; 50-64:87; 65+:542","FEMALE:346; MALE:313",NA,NA,NA,NA,NA,NA,"curr_hosp:19; Recoveries:11588","10/13/20"
"District of Columbia","438819","16022; eth_Unknown:1338; eth_Hispanic or Latino:4007; eth_NOT Hispanic or Latino:10661; eth_Refused During Interview:16",NA,NA,NA,"AI/AN:  38; ASIAN: 260; BLACK:8047; HN/PI:  44; MULTI:3979; UNKNOWN:  85; WHITE:3569","0-4:319; 5-14:549; 15-19:557; 20-24:1324; 25-34:3552; 35-44:2773; 45-54:2254; 55-64:2173; 65-74:1354; 75+:1151; UNKNOWN:16","FEMALE:8135; MALE:7839; UNKNOWN:48","637",NA,NA,"FEMALE:274; MALE:363",NA,NA,NA,NA,NA,"interactive",NA,"10/12/20"
"Florida","5552679","726934; eth_hispanic:211783; eth_non_hispanic:307581; eth_unk:207570",NA,NA,NA,"AI/AN:     0; ASIAN:     0; BLACK:112339; MULTI:     0; OTHER: 99114; UNKNOWN: 16001; WHITE:334383","0-4:12430; 5-14:31387; 15-24:116336; 25-34:132939; 35-44:116304; 45-54:114429; 55-64:94541; 65-74:56222; 75-84:32583; 85+:18773; UNKNOWN:990","FEMALE:373971; MALE:349487; UNKNOWN:3476","15412; eth_hispanic:3920; eth_non_hispanic:10213; eth_unk:1279","AI/AN:    0; ASIAN:    0; BLACK: 2932; MULTI:    0; OTHER: 1225; UNKNOWN:  124; WHITE:10573","0-4:0; 5-14:5; 15-24:32; 25-34:90; 35-44:272; 45-54:635; 55-64:1697; 65-74:3285; 75-84:4471; 85+:4924; UNKNOWN:1",NA,NA,"46015; eth_hispanic:13257; eth_non_hispanic:30099; eth_unk:2659","AI/AN:    0; ASIAN:    0; BLACK:10834; MULTI:    0; OTHER: 5739; UNKNOWN:  290; WHITE:27852","0-4:295; 5-14:274; 15-24:1199; 25-34:2580; 35-44:3891; 45-54:5788; 55-64:8090; 65-74:9118; 75-84:8554; 85+:6217; UNKNOWN:9",NA,"pdf","Age data only available in images on site","10/13/20"
