"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama",NA,"17032; eth_Unknown:3437; eth_Not Hispanic/Latino:12089; eth_Hispanic/Latino:1506",NA,NA,NA,"ASIAN:  83; BLACK:7195; OTHER: 724; UNKNOWN:2414; WHITE:6616","5-24:2068; 65+:3798; 0-4:203; 50-64:4019; 25-49:6918; UNKNOWN:26","FEMALE:9861; MALE:7052; UNKNOWN/OTHER:119","610; eth_Unknown:73; eth_Not Hispanic/Latino:525; eth_Hispanic/Latino:12","ASIAN:  3; BLACK:269; OTHER:  7; UNKNOWN: 23; WHITE:308","65+:496; 50-64:94; 25-49:20","FEMALE:280; MALE:328",NA,"1818",NA,NA,NA,"arcgis, pdf","CLN_ICU:580; CLN_VENT:346; HCW:2204; LTCF_Employee:1014; LTCF_Resident:1666; LTCF_Visitor:57","05/29/20"
"Alaska","49439","430; eth_Hispanic:39; eth_Non-Hispanic:356; eth_Unknown Ethnicity:35",1469,5,0,"AI/AN: 40; ASIAN: 46; BLACK: 10; MULTI: 16; NH/PI: 14; OTHER: 12; UNKNOWN: 26; WHITE:266","0-9:11; 10-19:30; 20-29:74; 30-39:85; 40-49:60; 50-59:76; 60-69:58; 70-79:28; 80+:8; UNKNOWN:0","FEMALE:210; MALE:220; UNKNOWN/OTHER:0","10; eth_Hispanic:0; eth_Non-Hispanic:10; eth_Unknown Ethnicity:0","AI/AN:2; ASIAN:2; BLACK:0; MULTI:0; NH/PI:1; OTHER:0; UNKNOWN:0; WHITE:5","0-9:0; 10-19:0; 20-29:0; 30-39:2; 40-49:0; 50-59:1; 60-69:1; 70-79:5; 80+:1; UNKNOWN:0","FEMALE:5; MALE:5; UNKNOWN/OTHER:0",NA,"47; eth_Hispanic:4; eth_Non-Hispanic:41; eth_Unknown Ethnicity:2","AI/AN: 7; ASIAN: 7; BLACK: 0; MULTI: 0; NH/PI: 4; OTHER: 4; UNKNOWN: 0; WHITE:25","0-9:0; 10-19:1; 20-29:3; 30-39:5; 40-49:2; 50-59:9; 60-69:9; 70-79:15; 80+:3; UNKNOWN:0","FEMALE:20; MALE:27; UNKNOWN/OTHER:0","arcgis + raw data","expr_Community_Cases:125; expr_Secondary_Cases:174; expr_Travel_Cases:103; expr_UI_Cases:28; All_Beds:2280; Inpatient_Beds:1840; Inpatient_Occup:1067; Inpatient_Avail:773; ICU_Beds:195; ICU_Occup:80; ICU_Avail:115; Pos_COVID_PUI_Pending:14; Vent_Cap:349; Vent_Avail:326; Vent_Occup:23","05/28/20"
"Arizona","297495","18465",NA,NA,NA,"AI/AN:2835; ASIAN: 197; BLACK: 719; HISPANIC:4448; MULTI:   0; OTHER: 512; UNKNOWN:4950; WHITE:4804","0-19:1673; 20-44:7335; 45-54:3022; 55-64:2713; 65+:3709; UNKNOWN:13","FEMALE:9756; MALE:8679","885","AI/AN:169; ASIAN: 12; BLACK: 28; HISPANIC:138; MULTI:  0; OTHER: 12; UNKNOWN: 91; WHITE:435","0-19:2; 20-44:41; 45-54:44; 55-64:108; 65+:690; UNKNOWN:NA","FEMALE:398; MALE:486",NA,"2911","AI/AN: 591; ASIAN:  53; BLACK: 153; HISPANIC: 786; MULTI:   0; OTHER:  51; UNKNOWN: 162; WHITE:1115","0-19:26; 20-44:584; 45-54:487; 55-64:565; 65+:1249; UNKNOWN:0","FEMALE:1439; MALE:1472","manual",NA,"05/29/20"
"Arkansas","122890","6777; eth_nonhispanic:5967; eth_hispanic:810",NA,NA,NA,"ASIAN:  69; BLACK:2271; MULTI: 134; OTHER: 483; UNKNOWN: 477; WHITE:3218; NA: 259","0-17:426; 18-24:654; 25-44:2638; 45-64:2120; 65+:939","FEMALE:2740; MALE:4013; UNKNOWN/OTHER:24","132; eth_nonhispanic:4; eth_hispanic:128","ASIAN:  69; BLACK:2271; MULTI: 134; OTHER: 483; UNKNOWN: 477; WHITE:3218; NA: 259","0-17:0; 18-24:0; 25-44:5; 45-64:29; 65+:98",NA,"case_diabetes:583; case_cardiac_disease:275; case_hypertension:1102; case_cpd:228; case_ckd:101; case_immunocompromised:103","677",NA,NA,NA,"pdf","curr_hosp:113; recovered:4946; active_cases:1699; curr_vent:24; ever_vent:121; nursingHomeRes:384; death_nursingHome:55; death_jailed:11; healthcareWorker:608","05/29/20"
"California","1835478","103886",NA,NA,NA,"AI/AN:  148; ASIAN: 6896; BLACK: 3914; HISPANIC:40134; MULTI:  594; NH/PI:  595; OTHER: 6057; PENDING:30416; WHITE:15132","0-4:1204; 5-17:4338; 18-34:27736; 35-49:26059; 50-59:17403; 60-64:7214; 65-69:5319; 70-74:3981; 75-79:3127; 80+:7346; UNKNOWN:159","FEMALE:0.49; MALE:0.5; UNKNOWN/OTHER:0.01","3904","AI/AN:  14; ASIAN: 563; BLACK: 383; HISPANIC:1465; MULTI:  25; NH/PI:  30; OTHER:  39; PENDING:  96; WHITE:1289","0-4:0; 5-17:0; 18-34:41; 35-49:181; 50-59:339; 60-64:260; 65-69:366; 70-74:418; 75-79:485; 80+:1814; UNKNOWN:0","FEMALE:0.44; MALE:0.56; UNKNOWN/OTHER:0",NA,NA,NA,NA,NA,"pdf",NA,"05/28/20"
"Colorado",NA,"23172",NA,NA,NA,"HISPANIC:0.3710; NH AI/AN:0.0049; NH ASIAN:0.0265; NH BLACK:0.0595; NH MULTI:0.0065; NH NH/PI:0.0041; NH WHITE:0.3469; OTHER:0.0089; UNKNOWN:0.1716","0-9:550; 10-19:1154; 20-29:4086; 30-39:4433; 40-49:4410; 50-59:4094; 60-69:2933; 70-79:1881; 80+:2022; UNKNOWN:50","FEMALE:0.5057; MALE:0.4802; UNKNOWN/OTHER:0.0141","1129","HISPANIC:0.1922; NH AI/AN:0.0056; NH ASIAN:0.0376; NH BLACK:0.0682; NH MULTI:0.0070; NH NH/PI:0.0042; NH WHITE:0.6379; OTHER:0.0049; UNKNOWN:0.0425","10-19:2; 20-29:9; 30-39:8; 40-49:36; 50-59:74; 60-69:179; 70-79:341; 80+:787","FEMALE:0.4429; MALE:0.5536; UNKNOWN/OTHER:0.0035",NA,NA,NA,"0-9:37; 10-19:37; 20-29:192; 30-39:355; 40-49:529; 50-59:759; 60-69:759; 70-79:547; 80+:365",NA,"tableau",NA,"05/29/20"
"Connecticut","241393","41762",5868,203,42,"HISPANIC: 7359; NH AI/AN:   40; NH ASIAN/PI:  599; NH BLACK: 5285; NH MULTI:   97; NH OTHER:  223; NH WHITE:14059; UNKNOWN:13897","0-9:488; 10-19:1059; 20-29:4702; 30-39:5829; 40-49:5896; 50-59:7219; 60-69:6096; 70-79:4055; 80+:6299","FEMALE:22826; MALE:18735","3868","HISPANIC: 332; NH AI/AN:   2; NH ASIAN/PI:  37; NH BLACK: 566; NH MULTI:  24; NH OTHER:  13; NH WHITE:2791; UNKNOWN:  61","0-9:1; 10-19:1; 20-29:4; 30-39:19; 40-49:52; 50-59:157; 60-69:490; 70-79:822; 80+:2321","FEMALE:1990; MALE:1872",NA,NA,NA,NA,NA,NA,"curr_hosp:577","05/28/20"
"Delaware","57533; race_Non-Hispanic White:3; race_Non-Hispanic Black:2; race_Hispanic/Latino:5; race_Another/Multiple:4; race_Asian/Pacific Islander:6; race_Unknown:1","9236",NA,NA,NA,"ASIAN/PI: 137; HISPANIC:2581; MULTI: 469; NH BLACK:2468; NH WHITE:2682; UNKNOWN: 899","0-4:110; 5-17:432; 18-34:2412; 35-49:2368; 50-64:2149; 65+:1765","FEMALE:5091; MALE:4117; UNKNOWN/OTHER:28","356","ASIAN/PI:  1; HISPANIC: 23; MULTI:  4; NH BLACK: 93; NH WHITE:214; UNKNOWN: 21","0-4:0; 5-17:0; 18-34:8; 35-49:10; 50-64:54; 65+:284","FEMALE:187; MALE:169",NA,"183",NA,NA,NA,NA,"Recovered:4","05/29/20"
"District of Columbia","43858","36511; eth_hispanic:2272; eth_non_hispanic:4822; eth_unk:1444",NA,NA,NA,"AI/AN:  26; ASIAN: 106; BLACK:3991; HISPANIC:   0; MULTI:2135; NH/PI:  21; UNKNOWN:  58; WHITE:1331",NA,NA,"8538","AI/AN:  0; ASIAN:  7; BLACK:344; HISPANIC: 52; MULTI:  0; NH/PI:  0; UNKNOWN:  3; WHITE: 53",NA,NA,NA,NA,NA,NA,NA,"xlsx","Deaths are combined between race and ethnicity","05/29/20"
"Florida","984160","53114; eth_hispanic:18948; eth_non_hispanic:25609; eth_unk:8557",NA,NA,NA,"AI/AN:    0; ASIAN:    0; BLACK:11080; MULTI:    0; OTHER: 5184; UNKNOWN: 7438; WHITE:29412","0-4:431; 5-14:924; 15-24:4439; 25-34:8166; 35-44:8126; 45-54:9138; 55-64:8626; 65-74:6101; 75-84:4215; 85+:2930; UNKNOWN:18","FEMALE:26849; MALE:26188; UNKNOWN/OTHER:77","2413; eth_hispanic:532; eth_non_hispanic:1705; eth_unk:176","AI/AN:   0; ASIAN:   0; BLACK: 529; MULTI:   0; OTHER: 142; UNKNOWN:  89; WHITE:1653","0-4:0; 5-14:0; 15-24:1; 25-34:13; 35-44:39; 45-54:89; 55-64:220; 65-74:513; 75-84:711; 85+:827; UNKNOWN:0",NA,NA,"9982; eth_hispanic:3240; eth_non_hispanic:6239; eth_unk:503","AI/AN:   0; ASIAN:   0; BLACK:2637; MULTI:   0; OTHER: 981; UNKNOWN: 305; WHITE:6059","0-4:33; 5-14:27; 15-24:162; 25-34:498; 35-44:816; 45-54:1264; 55-64:1738; 65-74:2074; 75-84:1930; 85+:1440; UNKNOWN:0",NA,"pdf","Age data only available in images on site","05/29/20"
