"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama","1732185","305640; eth_Hispanic/Latino:9810; eth_Not Hispanic/Latino:107295; eth_Unknown:132744",NA,NA,NA,"ASIAN: 1110; BLACK:52700; OTHER:27980; UNKNOWN:73806; WHITE:94253","65+:41875; 0-4:4850; 18-24:32868; 25-49:94721; 5-17:22987; 50-64:52548","FEMALE:135896; MALE:110285; UNKNOWN:3668","4198; eth_Hispanic/Latino:92; eth_Not Hispanic/Latino:3012; eth_Unknown:600","ASIAN:  14; BLACK:1242; OTHER: 117; UNKNOWN: 198; WHITE:2133","65+:2874; 0-4:5; 18-24:8; 25-49:176; 50-64:641","FEMALE:1734; MALE:1955; UNKNOWN:7",NA,"28913",NA,NA,NA,"arcgis, pdf","CLN_ICU:2380; CLN_VENT:1364; HCW:13892; LTCF_Employee:3974; LTCF_Resident:7933","12/16/20"
"Alaska","1088978","36758; eth_Hispanic:1862; eth_Non-Hispanic:17412; eth_UI Ethnicity:16645",NA,NA,NA,"AI/AN: 7508; ASIAN: 1367; BLACK:  962; HN/PI: 1086; MULTI: 2663; OTHER: 4466; UNKNOWN:  839; WHITE:10743","0-9:2204; 10-19:4346; 20-29:7549; 30-39:7028; 40-49:5256; 50-59:4744; 60-69:3435; 70-79:1551; 80+:645; UNKNOWN:0","FEMALE:17803; MALE:18937; UNKNOWN:18","145; eth_Hispanic:4; eth_Non-Hispanic:117; eth_UI Ethnicity:21","AI/AN:54; ASIAN:13; BLACK: 6; HN/PI:10; MULTI: 6; OTHER: 3; UNKNOWN: 3; WHITE:51","0-9:0; 10-19:0; 20-29:2; 30-39:5; 40-49:7; 50-59:10; 60-69:30; 70-79:41; 80+:50; UNKNOWN:0","FEMALE:59; MALE:86; UNKNOWN:0",NA,"811; eth_Hispanic:37; eth_Non-Hispanic:579; eth_UI Ethnicity:180","AI/AN:222; ASIAN: 63; BLACK: 33; HN/PI: 89; MULTI: 55; OTHER: 33; UNKNOWN: 15; WHITE:251","0-9:8; 10-19:7; 20-29:41; 30-39:72; 40-49:78; 50-59:131; 60-69:181; 70-79:175; 80+:118; UNKNOWN:0","FEMALE:367; MALE:444; UNKNOWN:0","arcgis + raw data","All_Beds:3735; Inpatient_Beds:3128; Inpatient_Occup:1791; Inpatient_Avail:1337; ICU_Beds:408; ICU_Occup:272; ICU_Avail:136; Pos_COVID_PUI_Pending:316; Vent_Cap:749; Vent_Avail:654; Vent_Occup:95; FID:105; facility_filter:7; Pos_COVID:292; PUI_Pending:24; Adult_Inpatient_Beds:2657; Adult_Inpatient_Used:1582; Adult_Inpatient_Available:1075; Adult_ICU_Beds:247; Adult_ICU_Used:177; Adult_ICU_Available:70; Adult_ICU_COVID_Confirmed:70; Adult_ICU_COVID_Suspected:2; Adult_ICU_COVID_Total:72; Adult_COVID_Confirmed:28; Adult_COVID_Suspected:4; Adult_COVID_Total:310; Adult_Non_ICU_Inpatient_Beds:2410; Adult_Non_ICU_Inpatient_Used:1405; Adult_Non_ICU_Inpatient_Available:1005; Total_Non_ICU_Inpatient_Beds:2720; Total_Non_ICU_Inpatient_Used:1519","12/07/20"
"Arizona","2780498","378157",NA,NA,NA,"AI/AN: 20309; ASIAN:  4227; BLACK: 10715; HISPANIC:107391; MULTI:    NA; OTHER: 15408; UNKNOWN:110776; WHITE:109331","0-19:57906; 20-44:174499; 45-54:56325; 55-64:43787; 65+:45156; UNKNOWN:484","FEMALE:196113; MALE:181005","6973","AI/AN: 731; ASIAN:  75; BLACK: 205; HISPANIC:2050; MULTI:  NA; OTHER: 119; UNKNOWN: 716; WHITE:3077","0-19:11; 20-44:379; 45-54:468; 55-64:1094; 65+:5018; UNKNOWN:NA","FEMALE:2989; MALE:3983",NA,"28525","AI/AN: 2697; ASIAN:  404; BLACK: 1268; HISPANIC: 9873; MULTI:   NA; OTHER:  938; UNKNOWN: 1820; WHITE:11525","0-19:730; 20-44:6276; 45-54:4314; 55-64:5429; 65+:11771; UNKNOWN:5","FEMALE:13654; MALE:14858","manual",NA,"12/08/20"
"Arkansas","1941302","174325; eth_hispanic:22489; eth_nonhispanic:151836",NA,NA,NA,"AI/AN:   485; ASIAN:  1608; BLACK: 30751; HN/PI:  2870; OTHER:  9104; UNKNOWN: 20215; WHITE:108135","0-10:9969; 11-17:13613; 18-24:24218; 25-34:28646; 35-44:26566; 45-54:24909; 55-64:20861; 65+:25543; UNKNOWN:0","FEMALE:90632; MALE:82568; UNKNOWN:1125","2752; eth_hispanic:115; eth_nonhispanic:2637","AI/AN:   7; ASIAN:  20; BLACK: 440; HN/PI:  48; OTHER: 104; UNKNOWN: 165; WHITE:1959","0-10:0; 11-17:0; 18-24:4; 25-34:28; 35-44:54; 45-54:140; 55-64:339; 65+:2187; UNKNOWN:0",NA,"case_diabetes:12013; case_cardiac_disease:6083; case_hypertension:22032; case_cpd:3951; case_ckd:1487; case_immunocompromised:1476",NA,NA,NA,NA,"pdf",NA,"12/09/20"
"California","25789775","1389707",NA,NA,NA,"AI/AN:  3035; ASIAN: 59071; BLACK: 40985; HISPANIC:580803; HN/PI:  5465; MULTI: 13314; OTHER:104716; WHITE:197253","0-4:31908; 5-17:126430; 18-34:487009; 35-49:339072; 50-59:191198; 60-64:69367; 65-69:47582; 70-74:32804; 75-79:22502; 80+:40743; UNKNOWN:1092","FEMALE:704086; MALE:670664; UNKNOWN:14957","20087","AI/AN:  64; ASIAN:2316; BLACK:1438; HISPANIC:9536; HN/PI:  97; MULTI: 176; OTHER: 133; WHITE:6101","0-4:0; 5-17:2; 18-34:312; 35-49:1125; 50-59:2108; 60-64:1721; 65-69:2047; 70-74:2226; 75-79:2261; 80+:8284; UNKNOWN:1","FEMALE:8512; MALE:11453; UNKNOWN:122",NA,NA,NA,NA,NA,"pdf",NA,"12/07/20"
"Colorado","1888010","268589",NA,NA,NA,"AI/AN:0.004; ASIAN:0.011; BLACK:0.024; HISPANIC:0.297; HN/PI:0.003; NH MULTI:0.012; NH WHITE:0.312; OTHER:0.006; UNKNOWN:0.331","0-9:0.038; 10-19:0.109; 20-29:0.22; 30-39:0.181; 40-49:0.155; 50-59:0.132; 60-69:0.085; 70-79:0.045; 80+:0.034; UNKNOWN:0","FEMALE:0.498; MALE:0.48; UNKNOWN:0.022","3372","AI/AN:0.006; ASIAN:0.025; BLACK:0.044; HISPANIC:0.224; HN/PI:0.002; NH MULTI:0.022; NH WHITE:0.611; OTHER:0.006; UNKNOWN:0.060","0-9:0; 10-19:0.002; 20-29:0.006; 30-39:0.009; 40-49:0.031; 50-59:0.064; 60-69:0.118; 70-79:0.235; 80+:0.535","FEMALE:0.463; MALE:0.53; UNKNOWN:0.007",NA,"14957",NA,NA,NA,"tableau",NA,"12/08/20"
"Connecticut","3564906","138258",NA,NA,NA,"HISPANIC:24349; NH AI/AN:  221; NH ASIAN/PI: 1549; NH BLACK:11592; NH MULTI: 2903; NH OTHER: 4840; NH WHITE:42637; UNKNOWN:50167","0-9:5822; 10-19:13008; 20-29:23780; 30-39:21340; 40-49:19288; 50-59:21107; 60-69:14979; 70-79:8633; 80+:10239","FEMALE:72878; MALE:64159","5242","HISPANIC: 488; NH AI/AN:   2; NH ASIAN/PI:  57; NH BLACK: 735; NH MULTI:  45; NH OTHER:  24; NH WHITE:3832; UNKNOWN:  59","0-9:1; 10-19:1; 20-29:6; 30-39:25; 40-49:74; 50-59:228; 60-69:650; 70-79:1140; 80+:3117","FEMALE:2715; MALE:2525",NA,NA,NA,NA,NA,NA,"curr_hosp:1223","12/07/20"
"Delaware","447438; race_Non-Hispanic White:217245; race_Non-Hispanic Black:81522; race_Another/Multiple:41285; race_Hispanic/Latino:35349; race_Asian/Pacific Islander:10340; race_Unknown:61697","41464",NA,NA,NA,"ASIAN/PI:  732; HISPANIC: 7828; MULTI: 2347; NH BLACK:10121; NH WHITE:18072; UNKNOWN: 2364","0-4:919; 5-17:3815; 18-34:13135; 35-49:9301; 50-64:8366; 65+:5928","FEMALE:22188; MALE:19210; UNKNOWN:66","803","ASIAN/PI:  2; HISPANIC: 53; MULTI: 12; NH BLACK:200; NH WHITE:535; UNKNOWN:  1","0-4:0; 5-17:0; 18-34:13; 35-49:20; 50-64:104; 65+:666","FEMALE:411; MALE:392",NA,NA,NA,NA,NA,NA,"curr_hosp:Current Hospitalizations; More Hospital Data:Current Critical Hospitalizations","12/08/20"
"District of Columbia","752507","23854; eth_Unknown:1991; eth_Hispanic or Latino:5515; eth_NOT Hispanic or Latino:16333; eth_Refused During Interview:15",NA,NA,NA,"AI/AN:   49; ASIAN:  420; BLACK:11218; HN/PI:   62; MULTI: 6192; UNKNOWN:  194; WHITE: 5719","0-4:561; 5-14:1008; 15-19:873; 20-24:2239; 25-34:5803; 35-44:4067; 45-54:3187; 55-64:2915; 65-74:1786; 75+:1393; UNKNOWN:22","FEMALE:12268; MALE:11513; UNKNOWN:73","704","ASIAN:  9; BLACK:521; HISPANIC: 93; NH WHITE: 72; OTHER:  9","0-18:0; 20-29:5; 30-39:15; 40-49:26; 50-59:84; 60-69:165; 70-79:175; 80+:234","FEMALE:304; MALE:400",NA,NA,NA,NA,NA,"interactive",NA,"12/09/20"
"Florida",NA,"1048264; eth_hispanic:322849; eth_non_hispanic:476192; eth_unk:249223",NA,NA,NA,"AI/AN:    NA; ASIAN:    NA; BLACK:144525; MULTI:    NA; OTHER:143490; UNKNOWN:224516; WHITE:535733","0-4:18075; 5-14:51492; 15-24:168877; 25-34:190919; 35-44:164882; 45-54:161668; 55-64:136368; 65-74:83372; 75-84:47047; 85+:24506; UNKNOWN:1058","FEMALE:540709; MALE:501187; UNKNOWN:6368","19282; eth_hispanic:4797; eth_non_hispanic:13137; eth_unk:1348","AI/AN:   NA; ASIAN:   NA; BLACK: 3498; MULTI:   NA; OTHER: 1515; UNKNOWN:  622; WHITE:13647","0-4:0; 5-14:5; 15-24:33; 25-34:114; 35-44:324; 45-54:769; 55-64:2121; 65-74:4124; 75-84:5687; 85+:6105; UNKNOWN:0",NA,NA,"56607; eth_hispanic:15490; eth_non_hispanic:38123; eth_unk:2994","AI/AN:   NA; ASIAN:   NA; BLACK:12554; MULTI:   NA; OTHER: 6756; UNKNOWN: 1785; WHITE:35512","0-4:377; 5-14:345; 15-24:1511; 25-34:3096; 35-44:4646; 45-54:6953; 55-64:9878; 65-74:11441; 75-84:10865; 85+:7491; UNKNOWN:4",NA,"pdf","Age data only available in images on site","12/08/20"
