"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama","1406829","204857; eth_Hispanic/Latino:8558; eth_Not Hispanic/Latino:82128; eth_Unknown:83168",NA,NA,NA,"ASIAN:  660; BLACK:39489; OTHER:19034; UNKNOWN:52444; WHITE:62227","65+:29174; 0-4:3397; 18-24:24681; 25-49:66000; 5-17:14653; 50-64:35949","FEMALE:95360; MALE:76294; UNKNOWN:2200","3084; eth_Hispanic/Latino:79; eth_Not Hispanic/Latino:2418; eth_Unknown:368","ASIAN:  10; BLACK:1058; OTHER:  83; UNKNOWN:  96; WHITE:1618","65+:2208; 0-4:4; 18-24:5; 25-49:135; 50-64:513","FEMALE:1362; MALE:1496; UNKNOWN:1",NA,"21294",NA,NA,NA,"arcgis, pdf","CLN_ICU:2122; CLN_VENT:1226; HCW:11011; LTCF_Employee:3612; LTCF_Resident:6908","11/09/20"
"Alaska","767997","19187; eth_Hispanic:1023; eth_Non-Hispanic:8326; eth_UI Ethnicity:9219",NA,NA,NA,"AI/AN:4385; ASIAN: 712; BLACK: 572; HN/PI: 663; MULTI:1063; OTHER:1055; UNKNOWN: 619; WHITE:5263","0-9:1055; 10-19:2279; 20-29:4139; 30-39:3612; 40-49:2733; 50-59:2461; 60-69:1792; 70-79:785; 80+:331; UNKNOWN:0","FEMALE:9561; MALE:9603; UNKNOWN:23","84; eth_Hispanic:1; eth_Non-Hispanic:71; eth_UI Ethnicity:9","AI/AN:27; ASIAN: 8; BLACK: 3; HN/PI: 7; MULTI: 3; OTHER: 1; UNKNOWN: 3; WHITE:31","0-9:0; 10-19:0; 20-29:1; 30-39:2; 40-49:5; 50-59:7; 60-69:14; 70-79:27; 80+:28; UNKNOWN:0","FEMALE:33; MALE:51; UNKNOWN:0",NA,"482; eth_Hispanic:24; eth_Non-Hispanic:343; eth_UI Ethnicity:99","AI/AN:142; ASIAN: 30; BLACK: 24; HN/PI: 63; MULTI: 26; OTHER: 19; UNKNOWN: 16; WHITE:129","0-9:5; 10-19:3; 20-29:25; 30-39:40; 40-49:56; 50-59:83; 60-69:108; 70-79:96; 80+:66; UNKNOWN:0","FEMALE:227; MALE:255; UNKNOWN:0","arcgis + raw data","All_Beds:3740; Inpatient_Beds:3099; Inpatient_Occup:1840; Inpatient_Avail:1259; ICU_Beds:412; ICU_Occup:282; ICU_Avail:130; Pos_COVID_PUI_Pending:244; Vent_Cap:819; Vent_Avail:738; Vent_Occup:81; FID:105; facility_filter:7; Pos_COVID:212; PUI_Pending:32; Adult_Inpatient_Beds:2660; Adult_Inpatient_Used:1591; Adult_Inpatient_Available:1069; Adult_ICU_Beds:251; Adult_ICU_Used:159; Adult_ICU_Available:92; Adult_ICU_COVID_Confirmed:42; Adult_ICU_COVID_Suspected:6; Adult_ICU_COVID_Total:48; Adult_COVID_Confirmed:32; Adult_COVID_Suspected:8; Adult_COVID_Total:229; Adult_Non_ICU_Inpatient_Beds:2409; Adult_Non_ICU_Inpatient_Used:1432; Adult_Non_ICU_Inpatient_Available:977; Total_Non_ICU_Inpatient_Beds:2687; Total_Non_ICU_Inpatient_Used:1558","11/08/20"
"Arizona","2208796","259699",NA,NA,NA,"AI/AN:15374; ASIAN: 2868; BLACK: 7936; HISPANIC:78740; MULTI:   NA; OTHER: 9160; UNKNOWN:75913; WHITE:69708","0-19:37580; 20-44:123450; 45-54:38866; 55-64:29755; 65+:29659; UNKNOWN:389","FEMALE:134572; MALE:124559","6164","AI/AN: 659; ASIAN:  69; BLACK: 188; HISPANIC:1827; MULTI:  NA; OTHER: 102; UNKNOWN: 697; WHITE:2622","0-19:9; 20-44:350; 45-54:434; 55-64:966; 65+:4402; UNKNOWN:NA","FEMALE:2640; MALE:3523",NA,"22211","AI/AN:2277; ASIAN: 312; BLACK:1016; HISPANIC:7891; MULTI:  NA; OTHER: 698; UNKNOWN:1724; WHITE:8293","0-19:564; 20-44:5100; 45-54:3488; 55-64:4301; 65+:8753; UNKNOWN:5","FEMALE:10681; MALE:11521","manual",NA,"11/10/20"
"Arkansas","1512655","122811; eth_hispanic:18230; eth_nonhispanic:104581",NA,NA,NA,"AI/AN:  321; ASIAN: 1210; BLACK:23807; HN/PI: 2507; OTHER: 6864; UNKNOWN:13104; WHITE:74112","0-10:7005; 11-17:8874; 18-24:18134; 25-34:20583; 35-44:18902; 45-54:17475; 55-64:14418; 65+:17420; UNKNOWN:0","FEMALE:62264; MALE:59800; UNKNOWN:747","2108; eth_hispanic:100; eth_nonhispanic:2008","AI/AN:   5; ASIAN:  20; BLACK: 362; HN/PI:  47; OTHER:  89; UNKNOWN: 149; WHITE:1427","0-10:0; 11-17:0; 18-24:4; 25-34:24; 35-44:48; 45-54:119; 55-64:282; 65+:1631; UNKNOWN:0",NA,"case_diabetes:8628; case_cardiac_disease:4198; case_hypertension:15539; case_cpd:2857; case_ckd:1038; case_immunocompromised:974",NA,NA,NA,NA,"pdf",NA,"11/09/20"
"California","19918479","971851",NA,NA,NA,"AI/AN:  1989; ASIAN: 38622; BLACK: 29117; HISPANIC:420293; HN/PI:  3728; MULTI:  8198; OTHER: 66965; WHITE:124583","0-4:22155; 5-17:82850; 18-34:341393; 35-49:238888; 50-59:134444; 60-64:48641; 65-69:33286; 70-74:23189; 75-79:15926; 80+:30191; UNKNOWN:888","FEMALE:491542; MALE:472695; UNKNOWN:7614","18019","AI/AN:  59; ASIAN:2096; BLACK:1326; HISPANIC:8664; HN/PI:  86; MULTI: 148; OTHER:  82; WHITE:5395","0-4:0; 5-17:2; 18-34:286; 35-49:1017; 50-59:1908; 60-64:1530; 65-69:1847; 70-74:2003; 75-79:2001; 80+:7424; UNKNOWN:1","FEMALE:7690; MALE:10298; UNKNOWN:31",NA,NA,NA,NA,NA,"pdf",NA,"11/08/20"
"Colorado","1351495","134537",NA,NA,NA,"AI/AN:0.005; ASIAN:0.016; BLACK:0.033; HISPANIC:0.344; HN/PI:0.004; NH MULTI:0.015; NH WHITE:0.382; OTHER:0.009; UNKNOWN:0.193","0-9:0.039; 10-19:0.11; 20-29:0.226; 30-39:0.18; 40-49:0.154; 50-59:0.131; 60-69:0.082; 70-79:0.044; 80+:0.034; UNKNOWN:0.001","FEMALE:0.491; MALE:0.473; UNKNOWN:0.036","2408","AI/AN:0.007; ASIAN:0.027; BLACK:0.056; HISPANIC:0.231; HN/PI:0.003; NH MULTI:0.024; NH WHITE:0.624; OTHER:0.006; UNKNOWN:0.023","10-19:0.002; 20-29:0.007; 30-39:0.008; 40-49:0.029; 50-59:0.067; 60-69:0.124; 70-79:0.231; 80+:0.532","FEMALE:0.457; MALE:0.539; UNKNOWN:0.004",NA,"10050",NA,NA,NA,"tableau",NA,"11/09/20"
"Connecticut","2574371","81463",NA,NA,NA,"HISPANIC:15717; NH AI/AN:   93; NH ASIAN/PI: 1075; NH BLACK: 8892; NH MULTI:  817; NH OTHER: 1617; NH WHITE:26909; UNKNOWN:26343","0-9:2526; 10-19:5976; 20-29:13419; 30-39:12508; 40-49:11261; 50-59:12562; 60-69:9330; 70-79:5828; 80+:8017","FEMALE:43389; MALE:37486","4698","HISPANIC: 422; NH AI/AN:   2; NH ASIAN/PI:  51; NH BLACK: 685; NH MULTI:  40; NH OTHER:  23; NH WHITE:3430; UNKNOWN:  45","0-9:1; 10-19:1; 20-29:4; 30-39:23; 40-49:62; 50-59:196; 60-69:585; 70-79:1025; 80+:2800","FEMALE:2465; MALE:2232",NA,NA,NA,NA,NA,NA,"curr_hosp:496","11/08/20"
"Delaware","367580; race_Non-Hispanic White:173354; race_Non-Hispanic Black:66863; race_Another/Multiple:31024; race_Hispanic/Latino:28310; race_Asian/Pacific Islander:8139; race_Unknown:59890","26908",NA,NA,NA,"ASIAN/PI:  408; HISPANIC: 5689; MULTI: 1254; NH BLACK: 6852; NH WHITE:10918; UNKNOWN: 1787","0-4:511; 5-17:2039; 18-34:8586; 35-49:6132; 50-64:5473; 65+:4167","FEMALE:14540; MALE:12326; UNKNOWN:42","719","ASIAN/PI:  2; HISPANIC: 50; MULTI: 12; NH BLACK:184; NH WHITE:470; UNKNOWN:  1","0-4:0; 5-17:0; 18-34:13; 35-49:19; 50-64:92; 65+:595","FEMALE:368; MALE:351",NA,NA,NA,NA,NA,NA,"curr_hosp:27; Recoveries:14158","11/09/20"
"District of Columbia","558814","18087; eth_Unknown:1514; eth_Hispanic or Latino:4529; eth_NOT Hispanic or Latino:12028; eth_Refused During Interview:16",NA,NA,NA,"AI/AN:  40; ASIAN: 296; BLACK:8811; HN/PI:  48; MULTI:4530; UNKNOWN: 140; WHITE:4222","0-4:390; 5-14:643; 15-19:632; 20-24:1595; 25-34:4176; 35-44:3103; 45-54:2480; 55-64:2368; 65-74:1462; 75+:1219; UNKNOWN:19","FEMALE:9242; MALE:8793; UNKNOWN:52","655","ASIAN:  8; BLACK:489; HISPANIC: 84; NH WHITE: 67; OTHER:  7","0-18:0; 20-29:5; 30-39:12; 40-49:23; 50-59:78; 60-69:150; 70-79:163; 80+:224","FEMALE:281; MALE:374",NA,NA,NA,NA,NA,"interactive",NA,"11/09/20"
"Florida",NA,"836370; eth_hispanic:248002; eth_non_hispanic:371811; eth_unk:216557",NA,NA,NA,"AI/AN:    NA; ASIAN:    NA; BLACK:123623; MULTI:    NA; OTHER:114528; UNKNOWN: 16634; WHITE:404732","0-4:14092; 5-14:37779; 15-24:136759; 25-34:152463; 35-44:132293; 45-54:130188; 55-64:108556; 65-74:65203; 75-84:37261; 85+:20760; UNKNOWN:1016","FEMALE:430016; MALE:402117; UNKNOWN:4237","17179; eth_hispanic:4376; eth_non_hispanic:11552; eth_unk:1251","AI/AN:   NA; ASIAN:   NA; BLACK: 3211; MULTI:   NA; OTHER: 1363; UNKNOWN:  130; WHITE:12036","0-4:0; 5-14:5; 15-24:32; 25-34:99; 35-44:296; 45-54:702; 55-64:1896; 65-74:3663; 75-84:5008; 85+:5478; UNKNOWN:0",NA,NA,"50591; eth_hispanic:14261; eth_non_hispanic:33564; eth_unk:2766","AI/AN:   NA; ASIAN:   NA; BLACK:11625; MULTI:   NA; OTHER: 6211; UNKNOWN:  306; WHITE:31135","0-4:332; 5-14:309; 15-24:1353; 25-34:2823; 35-44:4222; 45-54:6298; 55-64:8855; 65-74:10099; 75-84:9520; 85+:6773; UNKNOWN:7",NA,"pdf","Age data only available in images on site","11/10/20"
"Georgia","3749894","374181; eth_Hispanic/ Latino:47609; eth_Non-Hispanic/ Latino:217391; eth_Unknown:109181",NA,NA,NA,"AI/AN:   246; ASIAN:  6721; BLACK:103940; HN/PI:   447; OTHER: 26221; UNKNOWN: 79397; WHITE:157209","0-0:1327; 01-04:4314; 05-09:6420; 10-17:22844; 18-29:93090; 30-39:61206; 40-49:58166; 50-59:53937; 60-69:36457; 70-79:21224; 80&OLDER:13519; UNKNOWN:1677","FEMALE:197048; MALE:170052; UNKNOWN:7081","8223; eth_Hispanic/ Latino:486; eth_Non-Hispanic/ Latino:7659; eth_Unknown:78","AI/AN:  10; ASIAN: 146; BLACK:3279; HN/PI:   6; OTHER: 190; UNKNOWN:  70; WHITE:4522","0-0:0; 01-04:1; 05-09:1; 10-17:5; 18-29:58; 30-39:138; 40-49:310; 50-59:772; 60-69:1636; 70-79:2262; 80&OLDER:3037; UNKNOWN:3","FEMALE:3952; MALE:4263; UNKNOWN:8",NA,"32483; eth_Hispanic/ Latino:4364; eth_Non-Hispanic/ Latino:25198; eth_Unknown:2921","AI/AN:   19; ASIAN:  552; BLACK:13710; HN/PI:   40; OTHER: 2691; UNKNOWN: 1797; WHITE:13674","0-0:77; 01-04:91; 05-09:67; 10-17:298; 18-29:2170; 30-39:2889; 40-49:4122; 50-59:5849; 60-69:6614; 70-79:5729; 80&OLDER:4525; UNKNOWN:52","FEMALE:16565; MALE:15727; UNKNOWN:191","webpage",NA,"11/09/20"
"Hawaii",NA,"16010",NA,NA,NA,"AI/AN:  NA; ASIAN:3463; BLACK: 225; HN/PI:4567; MULTI:   0; OTHER: 379; UNKNOWN:  NA; WHITE:1417","0-17:1940; 18-29:3499; 30-39:2860; 40-49:2451; 50-59:2221; 60-69:1585; 70-79:812; 80+:512","FEMALE:7695; MALE:8194; UNKNOWN:0","221",NA,"0-17:0; 18-29:1; 30-39:1; 40-49:7; 50-59:27; 60-69:35; 70-79:57; 80+:92","FEMALE:79; MALE:141; UNKNOWN:0",NA,"1160",NA,"0-17:14; 18-29:58; 30-39:99; 40-49:146; 50-59:197; 60-69:216; 70-79:174; 80+:110","FEMALE:461; MALE:553; UNKNOWN:0","manual",NA,"11/10/20"
