"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama","14538","153554; eth_Hispanic/Latino:7644; eth_Not Hispanic/Latino:65720; eth_Unknown:63185",NA,NA,NA,"ASIAN:  537; BLACK:33725; OTHER:10941; UNKNOWN:44706; WHITE:46640","65+:22948; 0-4:2730; 18-24:20284; 25-49:52359; 5-17:10582; 50-64:27646","FEMALE:75442; MALE:59440; UNKNOWN:1667","2517; eth_Hispanic/Latino:68; eth_Not Hispanic/Latino:2019; eth_Unknown:291","ASIAN:   8; BLACK: 938; OTHER:  55; UNKNOWN:  86; WHITE:1291","65+:1833; 0-4:4; 18-24:5; 25-49:116; 50-64:420","FEMALE:1141; MALE:1230; UNKNOWN:1",NA,"17182",NA,NA,NA,"arcgis, pdf","CLN_ICU:1802; CLN_VENT:1014; HCW:8742; LTCF_Employee:3151; LTCF_Resident:6245","09/29/20"
"Alaska","9019","7721; eth_Hispanic:567; eth_Non-Hispanic:4001; eth_UI Ethnicity:2708",NA,NA,NA,"AI/AN:1614; ASIAN: 293; BLACK: 330; HN/PI: 361; MULTI: 344; OTHER: 255; UNKNOWN: 445; WHITE:2381","0-9:390; 10-19:787; 20-29:1916; 30-39:1461; 40-49:1051; 50-59:1000; 60-69:693; 70-79:301; 80+:122; UNKNOWN:0","FEMALE:3818; MALE:3903; UNKNOWN:0","56; eth_Hispanic:1; eth_Non-Hispanic:50; eth_UI Ethnicity:1","AI/AN:19; ASIAN: 4; BLACK: 2; HN/PI: 7; MULTI: 0; OTHER: 0; UNKNOWN: 4; WHITE:23","0-9:0; 10-19:0; 20-29:0; 30-39:2; 40-49:4; 50-59:6; 60-69:9; 70-79:21; 80+:14; UNKNOWN:0","FEMALE:19; MALE:37; UNKNOWN:0",NA,"288; eth_Hispanic:15; eth_Non-Hispanic:227; eth_UI Ethnicity:31","AI/AN:92; ASIAN:18; BLACK: 8; HN/PI:50; MULTI:11; OTHER:11; UNKNOWN:15; WHITE:81","0-9:3; 10-19:2; 20-29:17; 30-39:25; 40-49:40; 50-59:52; 60-69:56; 70-79:58; 80+:35; UNKNOWN:0","FEMALE:134; MALE:154; UNKNOWN:0","arcgis + raw data","All_Beds:4232; Inpatient_Beds:3241; Inpatient_Occup:2061; Inpatient_Avail:1240; ICU_Beds:453; ICU_Occup:290; ICU_Avail:163; Pos_COVID_PUI_Pending:98; Vent_Cap:752; Vent_Avail:665; Vent_Occup:87; FID:105; facility_filter:7; Pos_COVID:72","09/28/20"
"Arizona","1746088","218184",NA,NA,NA,"AI/AN:12705; ASIAN: 2248; BLACK: 6638; HISPANIC:66755; MULTI:    0; OTHER: 7084; UNKNOWN:68611; WHITE:54143","0-19:29669; 20-44:105453; 45-54:32874; 55-64:25134; 65+:24670; UNKNOWN:384","FEMALE:113227; MALE:104592","5632","AI/AN: 594; ASIAN:  66; BLACK: 177; HISPANIC:1713; MULTI:   0; OTHER:  95; UNKNOWN: 630; WHITE:2357","0-19:10; 20-44:329; 45-54:397; 55-64:888; 65+:4006; UNKNOWN:NA","FEMALE:2417; MALE:3214",NA,"22047","AI/AN:2034; ASIAN: 286; BLACK:1039; HISPANIC:8130; MULTI:   0; OTHER: 808; UNKNOWN:1846; WHITE:7904","0-19:794; 20-44:5866; 45-54:3570; 55-64:4096; 65+:7717; UNKNOWN:4","FEMALE:10732; MALE:11308","manual",NA,"09/29/20"
"Arkansas","1018634","82755; eth_hispanic:14988; eth_nonhispanic:67767",NA,NA,NA,"AI/AN:  217; ASIAN:  949; BLACK:17369; HN/PI: 2343; OTHER: 5399; UNKNOWN: 8914; WHITE:46929","0-10:4811; 11-17:5717; 18-24:13221; 25-34:14353; 35-44:13197; 45-54:11797; 55-64:9331; 65+:10328; UNKNOWN:0","FEMALE:40738; MALE:41595; UNKNOWN:422","1350; eth_hispanic:87; eth_nonhispanic:1263","AI/AN:  2; ASIAN: 16; BLACK:264; HN/PI: 43; OTHER: 67; UNKNOWN:142; WHITE:809","0-10:0; 11-17:0; 18-24:2; 25-34:22; 35-44:36; 45-54:87; 55-64:202; 65+:1001; UNKNOWN:0",NA,"case_diabetes:5606; case_cardiac_disease:2271; case_hypertension:9699; case_cpd:1756; case_ckd:551; case_immunocompromised:599",NA,NA,NA,NA,"pdf",NA,"09/29/20"
"California","15301681","826784",NA,NA,NA,"AI/AN:  1580; ASIAN: 32127; BLACK: 24660; HISPANIC:353042; HN/PI:  3131; MULTI:  6273; OTHER: 57665; WHITE: 99584","0-4:18258; 5-17:67879; 18-34:290998; 35-49:204460; 50-59:114661; 60-64:41346; 65-69:28356; 70-74:19711; 75-79:13605; 80+:26624; UNKNOWN:886","FEMALE:416956; MALE:403070; UNKNOWN:6758","16020","AI/AN:  48; ASIAN:1873; BLACK:1213; HISPANIC:7708; HN/PI:  76; MULTI: 113; OTHER:  89; WHITE:4746","0-4:0; 5-17:2; 18-34:253; 35-49:909; 50-59:1708; 60-64:1370; 65-69:1654; 70-74:1786; 75-79:1788; 80+:6550; UNKNOWN:0","FEMALE:6829; MALE:9160; UNKNOWN:31",NA,NA,NA,NA,NA,"pdf",NA,"10/04/20"
"Colorado","894996","69490",NA,NA,NA,"AI/AN:0.006; ASIAN:0.019; BLACK:0.042; HISPANIC:0.367; HN/PI:0.004; NH MULTI:0.013; NH WHITE:0.373; OTHER:0.008; UNKNOWN:0.168","0-9:0.035; 10-19:0.102; 20-29:0.223; 30-39:0.175; 40-49:0.154; 50-59:0.135; 60-69:0.085; 70-79:0.048; 80+:0.043; UNKNOWN:0.001","FEMALE:0.487; MALE:0.462; UNKNOWN:0.051","2044","AI/AN:0.007; ASIAN:0.032; BLACK:0.063; HISPANIC:0.233; HN/PI:0.003; NH MULTI:0.014; NH WHITE:0.624; OTHER:0.005; UNKNOWN:0.019","10-19:0.002; 20-29:0.007; 30-39:0.009; 40-49:0.029; 50-59:0.067; 60-69:0.123; 70-79:0.232; 80+:0.53","FEMALE:0.446; MALE:0.55; UNKNOWN:0.004",NA,"7530",NA,NA,NA,"tableau",NA,"09/28/20"
"Connecticut","1579182","57329",10380,176,2,"HISPANIC:11256; NH AI/AN:   57; NH ASIAN/PI:  844; NH BLACK: 7413; NH MULTI:  330; NH OTHER:  537; NH WHITE:19959; UNKNOWN:16933","0-9:1174; 10-19:3007; 20-29:8224; 30-39:8379; 40-49:7950; 50-59:9278; 60-69:7310; 70-79:4759; 80+:7221","FEMALE:31054; MALE:26074","4505","HISPANIC: 400; NH AI/AN:   2; NH ASIAN/PI:  49; NH BLACK: 662; NH MULTI:  35; NH OTHER:  21; NH WHITE:3294; UNKNOWN:  42","0-9:1; 10-19:1; 20-29:4; 30-39:21; 40-49:58; 50-59:186; 60-69:556; 70-79:984; 80+:2694","FEMALE:2358; MALE:2146",NA,NA,NA,NA,NA,NA,"curr_hosp:92","09/28/20"
"Delaware","285488; race_Non-Hispanic White:128843; race_Non-Hispanic Black:50975; race_Hispanic/Latino:21588; race_Another/Multiple:20185; race_Asian/Pacific Islander:5832; race_Unknown:58065","20531",NA,NA,NA,"ASIAN/PI: 271; HISPANIC:4722; MULTI: 942; NH BLACK:5421; NH WHITE:7544; UNKNOWN:1631","0-4:339; 5-17:1353; 18-34:6649; 35-49:4805; 50-64:4228; 65+:3157","FEMALE:11039; MALE:9455; UNKNOWN:37","635","ASIAN/PI:  1; HISPANIC: 49; MULTI: 12; NH BLACK:163; NH WHITE:410","0-4:0; 5-17:0; 18-34:13; 35-49:17; 50-64:82; 65+:523","FEMALE:328; MALE:307",NA,NA,NA,NA,NA,NA,"curr_hosp:12; Recoveries:10599","09/29/20"
"District of Columbia","386396","15300; eth_Unknown:1284; eth_Hispanic or Latino:3865; eth_NOT Hispanic or Latino:10135; eth_Refused During Interview:16",NA,NA,NA,"AI/AN:  36; ASIAN: 248; BLACK:7747; HN/PI:  42; MULTI:3828; UNKNOWN:  69; WHITE:3330","0-4:290; 5-14:505; 15-19:482; 20-24:1218; 25-34:3393; 35-44:2680; 45-54:2173; 55-64:2107; 65-74:1311; 75+:1124; UNKNOWN:17","FEMALE:7768; MALE:7486; UNKNOWN:46","626",NA,NA,"FEMALE:270; MALE:356",NA,NA,NA,NA,NA,"interactive",NA,"09/29/20"
"Florida","5247825","692962; eth_hispanic:201276; eth_non_hispanic:285031; eth_unk:206655",NA,NA,NA,"AI/AN:     0; ASIAN:     0; BLACK:107750; MULTI:     0; OTHER: 93267; UNKNOWN: 15828; WHITE:311510","0-4:11861; 5-14:29391; 15-24:109911; 25-34:127272; 35-44:111220; 45-54:109359; 55-64:90172; 65-74:53117; 75-84:30864; 85+:18013; UNKNOWN:1782","FEMALE:356265; MALE:332725; UNKNOWN:3972","14037; eth_hispanic:3580; eth_non_hispanic:9136; eth_unk:1321","AI/AN:   0; ASIAN:   0; BLACK:2673; MULTI:   0; OTHER:1141; UNKNOWN: 124; WHITE:9480","0-4:0; 5-14:5; 15-24:33; 25-34:94; 35-44:252; 45-54:578; 55-64:1538; 65-74:2966; 75-84:4079; 85+:4492; UNKNOWN:0",NA,NA,"43606; eth_hispanic:12720; eth_non_hispanic:28237; eth_unk:2649","AI/AN:    0; ASIAN:    0; BLACK:10368; MULTI:    0; OTHER: 5382; UNKNOWN:  275; WHITE:26240","0-4:277; 5-14:251; 15-24:1124; 25-34:2445; 35-44:3689; 45-54:5512; 55-64:7661; 65-74:8614; 75-84:8102; 85+:5919; UNKNOWN:12",NA,"pdf","Age data only available in images on site","09/29/20"
