"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama",NA,"15651; eth_Unknown:3211; eth_Not Hispanic/Latino:11102; eth_Hispanic/Latino:1338",NA,NA,NA,"ASIAN:  83; BLACK:6495; OTHER: 639; UNKNOWN:2306; WHITE:6128","5-24:1838; 65+:3588; 0-4:169; 50-64:3715; 25-49:6288; UNKNOWN:53","FEMALE:9060; MALE:6470; UNKNOWN/OTHER:121","580; eth_Unknown:71; eth_Not Hispanic/Latino:497; eth_Hispanic/Latino:12","ASIAN:  3; BLACK:252; OTHER:  7; UNKNOWN: 22; WHITE:296","65+:469; 50-64:92; 25-49:19","FEMALE:264; MALE:314",NA,"1689",NA,NA,NA,"arcgis, pdf","CLN_ICU:553; CLN_VENT:328; HCW:2011; LTCF_Employee:912; LTCF_Resident:1469; LTCF_Visitor:54","05/26/20"
"Alaska","44964","411; eth_Hispanic:39; eth_Non-Hispanic:350; eth_Unknown Ethnicity:22",492,2,0,"AI/AN: 34; ASIAN: 46; BLACK: 10; MULTI: 15; NH/PI: 14; OTHER: 12; UNKNOWN: 16; WHITE:264","0-9:9; 10-19:27; 20-29:71; 30-39:82; 40-49:58; 50-59:72; 60-69:56; 70-79:28; 80+:8; UNKNOWN:0","FEMALE:202; MALE:209; UNKNOWN/OTHER:0","10; eth_Hispanic:0; eth_Non-Hispanic:10; eth_Unknown Ethnicity:0","AI/AN:2; ASIAN:2; BLACK:0; MULTI:0; NH/PI:1; OTHER:0; UNKNOWN:0; WHITE:5","0-9:0; 10-19:0; 20-29:0; 30-39:2; 40-49:0; 50-59:1; 60-69:1; 70-79:5; 80+:1; UNKNOWN:0","FEMALE:5; MALE:5; UNKNOWN/OTHER:0",NA,"45; eth_Hispanic:4; eth_Non-Hispanic:39; eth_Unknown Ethnicity:2","AI/AN: 7; ASIAN: 7; BLACK: 0; MULTI: 0; NH/PI: 4; OTHER: 4; UNKNOWN: 0; WHITE:23","0-9:0; 10-19:1; 20-29:3; 30-39:5; 40-49:2; 50-59:8; 60-69:9; 70-79:14; 80+:3; UNKNOWN:0","FEMALE:19; MALE:26; UNKNOWN/OTHER:0","arcgis + raw data","expr_Community_Cases:120; expr_Secondary_Cases:173; expr_Travel_Cases:103; expr_UI_Cases:15; All_Beds:2280; Inpatient_Beds:1840; Inpatient_Occup:1040; Inpatient_Avail:800; ICU_Beds:195; ICU_Occup:83; ICU_Avail:112; Pos_COVID_PUI_Pending:10; Vent_Cap:345; Vent_Avail:317; Vent_Occup:28","05/25/20"
"Arizona","273070","16783",NA,NA,NA,"AI/AN:1962; ASIAN: 185; BLACK: 542; HISPANIC:3427; MULTI:   0; OTHER: 387; UNKNOWN:6793; WHITE:3487","0-19:1443; 20-44:6610; 45-54:2768; 55-64:2491; 65+:3463; UNKNOWN:8","FEMALE:8849; MALE:7914","807","AI/AN:133; ASIAN: 11; BLACK: 23; HISPANIC:127; MULTI:  0; OTHER: 13; UNKNOWN:163; WHITE:337","0-19:2; 20-44:36; 45-54:41; 55-64:95; 65+:633; UNKNOWN:NA","FEMALE:364; MALE:442",NA,"1988","AI/AN:200; ASIAN: 40; BLACK:100; HISPANIC:561; MULTI:  0; OTHER: 49; UNKNOWN:271; WHITE:767","0-19:18; 20-44:375; 45-54:321; 55-64:384; 65+:890; UNKNOWN:NA","FEMALE:954; MALE:1034","manual",NA,"05/26/20"
"Arkansas","115499","6180; eth_nonhispanic:5548; eth_hispanic:632",NA,NA,NA,"ASIAN:  62; BLACK:2158; MULTI: 130; OTHER: 420; UNKNOWN: 376; WHITE:2956; NA: 208","0-17:342; 18-24:570; 25-44:2429; 45-64:1958; 65+:881","FEMALE:2401; MALE:3738; UNKNOWN/OTHER:41","119; eth_nonhispanic:4; eth_hispanic:115","ASIAN:  62; BLACK:2158; MULTI: 130; OTHER: 420; UNKNOWN: 376; WHITE:2956; NA: 208","0-17:0; 18-24:0; 25-44:4; 45-64:27; 65+:88",NA,"case_diabetes:542; case_cardiac_disease:264; case_hypertension:1049; case_cpd:222; case_ckd:99; case_immunocompromised:99","627",NA,NA,NA,"pdf","curr_hosp:107; recovered:4332; active_cases:1729; curr_vent:18; ever_vent:116; nursingHomeRes:361; death_nursingHome:48; death_jailed:9; healthcareWorker:566","05/26/20"
"California",NA,"96733",NA,NA,NA,"AI/AN:  137; ASIAN: 6642; BLACK: 3757; HISPANIC:36850; MULTI:  571; NH/PI:  577; OTHER: 4515; PENDING:29186; WHITE:14498","0-4:1058; 5-17:3814; 18-34:25493; 35-49:24150; 50-59:16362; 60-64:6823; 65-69:5057; 70-74:3781; 75-79:3006; 80+:7054; UNKNOWN:135",NA,"3679","AI/AN:  14; ASIAN: 533; BLACK: 363; HISPANIC:1373; MULTI:  24; NH/PI:  28; OTHER:  35; PENDING:  73; WHITE:1236","0-4:0; 5-17:0; 18-34:37; 35-49:171; 50-59:320; 60-64:240; 65-69:348; 70-74:393; 75-79:459; 80+:1711; UNKNOWN:0",NA,NA,NA,NA,NA,NA,"pdf",NA,"05/25/20"
"Colorado",NA,"22208",NA,NA,NA,"HISPANIC:0.3635; NH AI/AN:0.0047; NH ASIAN:0.0268; NH BLACK:0.0594; NH MULTI:0.0069; NH NH/PI:0.0041; NH WHITE:0.3481; OTHER:0.0088; UNKNOWN:0.1777","0-9:519; 10-19:1081; 20-29:3862; 30-39:4229; 40-49:4238; 50-59:3957; 60-69:2855; 70-79:1826; 80+:1946; UNKNOWN:52","FEMALE:0.5068; MALE:0.4821; UNKNOWN/OTHER:0.0111","1075","HISPANIC:0.1953; NH AI/AN:0.0059; NH ASIAN:0.0392; NH BLACK:0.0680; NH MULTI:0.0074; NH NH/PI:0.0030; NH WHITE:0.6361; OTHER:0.0052; UNKNOWN:0.0399","10-19:2; 20-29:8; 30-39:8; 40-49:34; 50-59:71; 60-69:174; 70-79:320; 80+:735","FEMALE:0.4364; MALE:0.5607; UNKNOWN/OTHER:0.003",NA,NA,NA,"0-9:36; 10-19:34; 20-29:182; 30-39:341; 40-49:514; 50-59:730; 60-69:740; 70-79:531; 80+:363",NA,"tableau",NA,"05/26/20"
"Connecticut","225362","41303",3636,430,27,"HISPANIC: 7311; NH AI/AN:   39; NH ASIAN/PI:  599; NH BLACK: 5249; NH MULTI:   85; NH OTHER:  222; NH WHITE:13913; UNKNOWN:13885","0-9:465; 10-19:1040; 20-29:4650; 30-39:5747; 40-49:5882; 50-59:7184; 60-69:6021; 70-79:4016; 80+:6165","FEMALE:22544; MALE:18542","3769","HISPANIC: 327; NH AI/AN:   1; NH ASIAN/PI:  36; NH BLACK: 557; NH MULTI:  19; NH OTHER:  14; NH WHITE:2748; UNKNOWN:  67","0-9:1; 10-19:1; 20-29:4; 30-39:19; 40-49:53; 50-59:153; 60-69:472; 70-79:808; 80+:2257","FEMALE:1931; MALE:1832",NA,NA,NA,NA,NA,NA,"curr_hosp:694","05/25/20"
"Delaware","54914; race_Non-Hispanic White:3; race_Non-Hispanic Black:2; race_Hispanic/Latino:5; race_Another/Multiple:4; race_Asian/Pacific Islander:6; race_Unknown:1","9066",NA,NA,NA,"ASIAN/PI: 133; HISPANIC:2498; MULTI: 464; NH BLACK:2407; NH WHITE:2612; UNKNOWN: 952","0-4:107; 5-17:420; 18-34:2368; 35-49:2327; 50-64:2102; 65+:1742","FEMALE:4980; MALE:4052; UNKNOWN/OTHER:34","335","ASIAN/PI:  1; HISPANIC: 23; MULTI:  4; NH BLACK: 81; NH WHITE:206; UNKNOWN: 20","0-4:0; 5-17:0; 18-34:8; 35-49:9; 50-64:50; 65+:268","FEMALE:173; MALE:162",NA,"201",NA,NA,NA,NA,"Recovered:3","05/26/20"
"District of Columbia","42055","35262; eth_hispanic:2115; eth_non_hispanic:4600; eth_unk:1619",NA,NA,NA,"AI/AN:  23; ASIAN: 104; BLACK:3822; HISPANIC:   0; MULTI:2027; NH/PI:  20; UNKNOWN:  46; WHITE:1282",NA,NA,"8334","AI/AN:  0; ASIAN:  7; BLACK:333; HISPANIC: 47; MULTI:  0; NH/PI:  0; UNKNOWN:  4; WHITE: 49",NA,NA,NA,NA,NA,NA,NA,"xlsx","Deaths are combined between race and ethnicity","05/26/20"
"Florida","924920","50916; eth_hispanic:17800; eth_non_hispanic:24512; eth_unk:8604",NA,NA,NA,"AI/AN:    0; ASIAN:    0; BLACK:10538; MULTI:    0; OTHER: 4808; UNKNOWN: 7508; WHITE:28062","0-4:399; 5-14:841; 15-24:4204; 25-34:7743; 35-44:7722; 45-54:8795; 55-64:8299; 65-74:5962; 75-84:4089; 85+:2841; UNKNOWN:21","FEMALE:25773; MALE:25102; UNKNOWN/OTHER:41","2259; eth_hispanic:488; eth_non_hispanic:1600; eth_unk:171","AI/AN:   0; ASIAN:   0; BLACK: 498; MULTI:   0; OTHER: 136; UNKNOWN:  86; WHITE:1539","0-4:0; 5-14:0; 15-24:0; 25-34:13; 35-44:36; 45-54:86; 55-64:209; 65-74:484; 75-84:667; 85+:764; UNKNOWN:0",NA,NA,"9482; eth_hispanic:3034; eth_non_hispanic:5966; eth_unk:482","AI/AN:   0; ASIAN:   0; BLACK:2513; MULTI:   0; OTHER: 916; UNKNOWN: 293; WHITE:5760","0-4:28; 5-14:24; 15-24:149; 25-34:471; 35-44:769; 45-54:1207; 55-64:1660; 65-74:1971; 75-84:1839; 85+:1364; UNKNOWN:0",NA,"pdf","Age data only available in images on site","05/26/20"
