"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama","1910881","379593; eth_Unknown:305090",NA,NA,NA,"UNKNOWN:305090","65+:305090","FEMALE:165962; MALE:134479; UNKNOWN:4649","4886; eth_Unknown:4266","UNKNOWN:4266","65+:4266","FEMALE:2007; MALE:2241; UNKNOWN:8",NA,"35430",NA,NA,NA,"arcgis, pdf","CLN_ICU:2445; CLN_VENT:1400; HCW:15828; LTCF_Employee:4285; LTCF_Resident:8869","01/06/20"
"Alaska","1302859","47006; eth_Hispanic:2490; eth_Non-Hispanic:23586; eth_UI Ethnicity:20015",NA,NA,NA,"AI/AN: 9721; ASIAN: 1841; BLACK: 1208; HN/PI: 1316; MULTI: 3744; OTHER: 5968; UNKNOWN:  915; WHITE:14270","0-9:2972; 10-19:5523; 20-29:9720; 30-39:9027; 40-49:6577; 50-59:6095; 60-69:4351; 70-79:1922; 80+:819; UNKNOWN:0","FEMALE:22512; MALE:24470; UNKNOWN:24","217; eth_Hispanic:9; eth_Non-Hispanic:204; eth_UI Ethnicity:2","AI/AN:80; ASIAN:20; BLACK: 9; HN/PI:14; MULTI: 7; OTHER: 4; UNKNOWN: 2; WHITE:82","0-9:0; 10-19:0; 20-29:3; 30-39:5; 40-49:8; 50-59:15; 60-69:40; 70-79:67; 80+:79; UNKNOWN:0","FEMALE:85; MALE:132; UNKNOWN:0",NA,"1036; eth_Hispanic:51; eth_Non-Hispanic:777; eth_UI Ethnicity:191","AI/AN:274; ASIAN: 99; BLACK: 38; HN/PI:113; MULTI: 67; OTHER: 46; UNKNOWN: 17; WHITE:335","0-9:11; 10-19:8; 20-29:47; 30-39:89; 40-49:93; 50-59:164; 60-69:230; 70-79:231; 80+:163; UNKNOWN:0","FEMALE:467; MALE:568; UNKNOWN:1","arcgis + raw data","All_Beds:3549; Inpatient_Beds:3060; Inpatient_Occup:1655; Inpatient_Avail:1405; ICU_Beds:387; ICU_Occup:273; ICU_Avail:114; Pos_COVID_PUI_Pending:178; Vent_Cap:725; Vent_Avail:656; Vent_Occup:69; FID:105; facility_filter:7; Pos_COVID:158; PUI_Pending:20; Adult_Inpatient_Beds:2594; Adult_Inpatient_Used:1438; Adult_Inpatient_Available:1156; Adult_ICU_Beds:251; Adult_ICU_Used:161; Adult_ICU_Available:90; Adult_ICU_COVID_Confirmed:32; Adult_ICU_COVID_Suspected:2; Adult_ICU_COVID_Total:34; Adult_COVID_Confirmed:24; Adult_COVID_Suspected:0; Adult_COVID_Total:166; Adult_Non_ICU_Inpatient_Beds:2343; Adult_Non_ICU_Inpatient_Used:1277; Adult_Non_ICU_Inpatient_Available:1066; Total_Non_ICU_Inpatient_Beds:2673; Total_Non_ICU_Inpatient_Used:1382","01/04/20"
"Arizona","3347128","567474",NA,NA,NA,"AI/AN: 25829; ASIAN:  6966; BLACK: 16523; HISPANIC:163967; MULTI:    NA; OTHER: 25218; UNKNOWN:140799; WHITE:188172","0-19:87779; 20-44:254882; 45-54:83955; 55-64:67522; 65+:72609; UNKNOWN:727","FEMALE:294367; MALE:270876","9317","AI/AN: 882; ASIAN:  92; BLACK: 261; HISPANIC:2674; MULTI:  NA; OTHER: 216; UNKNOWN: 868; WHITE:4324","0-19:17; 20-44:459; 45-54:594; 55-64:1373; 65+:6871; UNKNOWN:NA","FEMALE:3916; MALE:5399",NA,"40303","AI/AN: 3292; ASIAN:  631; BLACK: 1750; HISPANIC:13591; MULTI:   NA; OTHER: 1510; UNKNOWN: 1980; WHITE:17549","0-19:1092; 20-44:8219; 45-54:5740; 55-64:7565; 65+:17682; UNKNOWN:5","FEMALE:19069; MALE:21217","manual",NA,"01/05/21"
"Arkansas","2358260","238888; eth_hispanic:27551; eth_nonhispanic:211337",NA,NA,NA,"AI/AN:   693; ASIAN:  2083; BLACK: 39008; HN/PI:  3110; OTHER: 11997; UNKNOWN: 28685; WHITE:151856","0-10:13511; 11-17:18891; 18-24:31615; 25-34:38949; 35-44:36858; 45-54:34245; 55-64:29285; 65+:35534; UNKNOWN:0","FEMALE:124787; MALE:111964; UNKNOWN:2137","3836; eth_hispanic:138; eth_nonhispanic:3698","AI/AN:   7; ASIAN:  25; BLACK: 571; HN/PI:  51; OTHER: 137; UNKNOWN: 204; WHITE:2828","0-10:0; 11-17:0; 18-24:5; 25-34:31; 35-44:68; 45-54:180; 55-64:442; 65+:3110; UNKNOWN:0",NA,"case_diabetes:15903; case_cardiac_disease:8096; case_hypertension:29115; case_cpd:5071; case_ckd:1930; case_immunocompromised:1995",NA,NA,NA,NA,"pdf",NA,"01/06/20"
"California","34330784","2218142",NA,NA,NA,"AI/AN:  5090; ASIAN:100569; BLACK: 64518; HISPANIC:887580; HN/PI:  8913; MULTI: 20372; OTHER:191572; WHITE:319136","0-4:51585; 5-17:216536; 18-34:759697; 35-49:538667; 50-59:307736; 60-64:112746; 65-69:77631; 70-74:53178; 75-79:35512; 80+:63335; UNKNOWN:1519","FEMALE:1242402; MALE:1172610; UNKNOWN:37322","24738","AI/AN:   81; ASIAN: 2818; BLACK: 1697; HISPANIC:11575; HN/PI:  129; MULTI:  252; OTHER:  210; WHITE: 7679","0-4:1; 5-17:5; 18-34:375; 35-49:1347; 50-59:2542; 60-64:2092; 65-69:2506; 70-74:2755; 75-79:2855; 80+:10256; UNKNOWN:4","FEMALE:11365; MALE:15269; UNKNOWN:173",NA,NA,NA,NA,NA,"pdf",NA,"12/29/20"
"Colorado","2183221","346893",NA,NA,NA,"AI/AN:0.006; ASIAN:0.014; BLACK:0.028; HISPANIC:0.286; HN/PI:0.003; NH MULTI:0.014; NH WHITE:0.384; OTHER:0.007; UNKNOWN:0.259","0-9:0; 10-19:0.001; 20-29:0.006; 30-39:0.009; 40-49:0.026; 50-59:0.054; 60-69:0.124; 70-79:0.241; 80+:0.538; UNKNOWN:0","FEMALE:0.464; MALE:0.529; UNKNOWN:0.007","4991","AI/AN:0.006; ASIAN:0.021; BLACK:0.035; HISPANIC:0.206; HN/PI:0.002; NH MULTI:0.023; NH WHITE:0.625; OTHER:0.007; UNKNOWN:0.075","0-9YRS:0.116; 10-19YRS:0.13; 20-29YRS:0.147; 30-39YRS:0.146; 40-49YRS:0.13; 50-59YRS:0.125; 60-69YRS:0.11; 70-79YRS:0.064; 80+YRS:0.032","FEMALE:0.5; MALE:0.5",NA,"18818",NA,NA,NA,"tableau",NA,"01/05/20"
"Connecticut","4487992","196968",NA,NA,NA,"HISPANIC:32285; NH AI/AN:  313; NH ASIAN/PI: 2085; NH BLACK:14472; NH MULTI: 7736; NH OTHER: 9047; NH WHITE:59527; UNKNOWN:71503","0-9:9264; 10-19:19142; 20-29:33520; 30-39:30471; 40-49:27560; 50-59:30580; 60-69:21494; 70-79:12058; 80+:12824","FEMALE:103853; MALE:92342","6192","HISPANIC: 600; NH AI/AN:   3; NH ASIAN/PI:  71; NH BLACK: 802; NH MULTI:  94; NH OTHER:  34; NH WHITE:4493; UNKNOWN:  95","0-9:1; 10-19:1; 20-29:7; 30-39:29; 40-49:87; 50-59:280; 60-69:781; 70-79:1364; 80+:3642","FEMALE:3183; MALE:3006",NA,NA,NA,NA,NA,NA,"curr_hosp:1149","01/04/20"
"Delaware","521750; race_Hispanic/Latino:4965.0; race_Non-Hispanic Black:4524.4; race_Non-Hispanic White:3914.1; race_Asian/Pacific Islander:3365.9","61100",NA,NA,NA,"ASIAN/PI: 1194; HISPANIC:10690; MULTI: 3653; NH BLACK:14227; NH WHITE:28160; UNKNOWN: 3176","0-4:1504; 5-17:6106; 18-34:18512; 35-49:13706; 50-64:12518; 65+:8753; UNKNOWN:1","FEMALE:32447; MALE:28570; UNKNOWN:83","947","ASIAN/PI:  8; HISPANIC: 63; MULTI: 14; NH BLACK:225; NH WHITE:636; UNKNOWN:  1","0-4:0; 5-17:0; 18-34:13; 35-49:21; 50-64:125; 65+:788","FEMALE:483; MALE:464",NA,NA,NA,NA,NA,NA,"curr_hosp:Current Hospitalizations; More Hospital Data:Current Critical Hospitalizations","01/05/20"
"District of Columbia","926717","30166; eth_Unknown:2329; eth_Hispanic or Latino:6627; eth_NOT Hispanic or Latino:21195; eth_Refused During Interview:15",NA,NA,NA,"AI/AN:   61; ASIAN:  599; BLACK:14449; HN/PI:   67; MULTI: 7282; UNKNOWN:  214; WHITE: 7494","0-4:804; 5-14:1425; 15-19:1117; 20-24:2727; 25-34:7424; 35-44:5131; 45-54:3922; 55-64:3636; 65-74:2196; 75+:1748; UNKNOWN:36","FEMALE:15592; MALE:14472; UNKNOWN:102","801","ASIAN: 11; BLACK:590; HISPANIC:105; NH WHITE: 82; OTHER: 13","0-18:0; 20-29:5; 30-39:20; 40-49:30; 50-59:99; 60-69:181; 70-79:200; 80+:266","FEMALE:343; MALE:458",NA,NA,NA,NA,NA,"interactive",NA,"01/05/20"
"Florida",NA,"1352222; eth_hispanic:424324; eth_non_hispanic:624564; eth_unk:303334",NA,NA,NA,"AI/AN:    NA; ASIAN:    NA; BLACK:178833; MULTI:    NA; OTHER:191399; UNKNOWN:257349; WHITE:724641","0-4:24372; 5-14:72229; 15-24:210758; 25-34:241776; 35-44:211580; 45-54:208314; 55-64:177721; 65-74:111203; 75-84:62176; 85+:30955; UNKNOWN:1138","FEMALE:702463; MALE:640482; UNKNOWN:9277","22090; eth_hispanic:5337; eth_non_hispanic:15227; eth_unk:1526","AI/AN:   NA; ASIAN:   NA; BLACK: 3793; MULTI:   NA; OTHER: 1768; UNKNOWN:  709; WHITE:15820","0-4:0; 5-14:5; 15-24:34; 25-34:121; 35-44:358; 45-54:854; 55-64:2411; 65-74:4669; 75-84:6613; 85+:7025; UNKNOWN:0",NA,NA,"63505; eth_hispanic:16883; eth_non_hispanic:43381; eth_unk:3241","AI/AN:   NA; ASIAN:   NA; BLACK:13679; MULTI:   NA; OTHER: 7369; UNKNOWN: 1961; WHITE:40496","0-4:422; 5-14:384; 15-24:1645; 25-34:3328; 35-44:5027; 45-54:7608; 55-64:10996; 65-74:12942; 75-84:12548; 85+:8600; UNKNOWN:5",NA,"pdf","Age data only available in images on site","01/04/20"
