"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama","348687","30454; eth_Not Hispanic/Latino:19391; eth_Unknown:7556; eth_Hispanic/Latino:3084",NA,NA,NA,"ASIAN:  128; BLACK:12079; OTHER: 1675; UNKNOWN: 5628; WHITE:10521","25-49:12469; 0-4:463; 5-24:4998; 50-64:6439; 65+:5654; UNKNOWN:8","FEMALE:17078; MALE:12745; UNKNOWN:208","841; eth_Not Hispanic/Latino:720; eth_Unknown:89; eth_Hispanic/Latino:22","ASIAN:  5; BLACK:387; OTHER: 13; UNKNOWN: 24; WHITE:402","25-49:35; 0-4:2; 5-24:2; 50-64:143; 65+:649","FEMALE:394; MALE:434",NA,"2471",NA,NA,NA,"arcgis, pdf","CLN_ICU:725; CLN_VENT:424; HCW:3063; LTCF_Employee:1348; LTCF_Resident:2166","06/22/20"
"Alaska","90824","761; eth_Hispanic:52; eth_Non-Hispanic:589; eth_Unknown Ethnicity:120",1761,6,0,"AI/AN: 84; ASIAN: 58; BLACK: 20; HN/PI: 18; MULTI: 26; OTHER: 16; UNKNOWN:100; WHITE:439","0-9:25; 10-19:57; 20-29:142; 30-39:147; 40-49:119; 50-59:125; 60-69:84; 70-79:45; 80+:17; UNKNOWN:0","FEMALE:378; MALE:383; UNKNOWN:0","12; eth_Hispanic:0; eth_Non-Hispanic:12; eth_Unknown Ethnicity:0","AI/AN:2; ASIAN:2; BLACK:0; HN/PI:1; MULTI:0; OTHER:0; UNKNOWN:0; WHITE:7","0-9:0; 10-19:0; 20-29:0; 30-39:2; 40-49:0; 50-59:1; 60-69:1; 70-79:6; 80+:2; UNKNOWN:0","FEMALE:6; MALE:6; UNKNOWN:0",NA,"62; eth_Hispanic:5; eth_Non-Hispanic:54; eth_Unknown Ethnicity:3","AI/AN: 7; ASIAN: 8; BLACK: 0; HN/PI: 5; MULTI: 0; OTHER: 4; UNKNOWN: 1; WHITE:37","0-9:0; 10-19:1; 20-29:3; 30-39:6; 40-49:3; 50-59:11; 60-69:11; 70-79:20; 80+:7; UNKNOWN:0","FEMALE:25; MALE:37; UNKNOWN:0","arcgis + raw data","expr_Community_Cases:197; expr_Secondary_Cases:323; expr_Travel_Cases:117; expr_UI_Cases:124; All_Beds:2377; Inpatient_Beds:1849; Inpatient_Occup:963; Inpatient_Avail:886; ICU_Beds:198; ICU_Occup:97; ICU_Avail:101; Pos_COVID_PUI_Pending:13; Vent_Cap:350; Vent_Avail:322; Vent_Occup:28","06/21/20"
"Arizona","429418","54586",NA,NA,NA,"AI/AN: 5407; ASIAN:  407; BLACK: 1382; HISPANIC:14165; MULTI:    0; OTHER: 1071; UNKNOWN:23114; WHITE: 9040","0-19:6084; 20-44:26029; 45-54:8485; 55-64:6749; 65+:7176; UNKNOWN:63","FEMALE:28427; MALE:26046","1342","AI/AN:241; ASIAN: 16; BLACK: 43; HISPANIC:273; MULTI:  0; OTHER: 23; UNKNOWN:122; WHITE:624","0-19:6; 20-44:70; 45-54:82; 55-64:173; 65+:1011; UNKNOWN:NA","FEMALE:603; MALE:738",NA,"4185","AI/AN: 672; ASIAN:  68; BLACK: 213; HISPANIC:1409; MULTI:   0; OTHER:  74; UNKNOWN: 234; WHITE:1515","0-19:55; 20-44:926; 45-54:671; 55-64:817; 65+:1716; UNKNOWN:0","FEMALE:2035; MALE:2149","manual",NA,"06/22/20"
"Arkansas","248180","15561; eth_hispanic:3634; eth_nonhispanic:11927",NA,NA,NA,"AI/AN:  43; ASIAN: 155; BLACK:3823; HN/PI: 978; OTHER:1452; UNKNOWN:1884; WHITE:7226","0-17:1762; 18-24:1850; 25-44:5881; 45-64:4377; 65+:1691","FEMALE:6876; MALE:8592; UNKNOWN:93","225; eth_hispanic:18; eth_nonhispanic:207","AI/AN:  0; ASIAN:  1; BLACK: 65; HN/PI: 13; OTHER: 14; UNKNOWN:  8; WHITE:124","0-17:0; 18-24:0; 25-44:13; 45-64:52; 65+:160",NA,"case_diabetes:1184; case_cardiac_disease:440; case_hypertension:1930; case_cpd:359; case_ckd:155; case_immunocompromised:139","1164",NA,NA,NA,"pdf","curr_hosp:244; recovered:10456; active_cases:4880; curr_vent:62; ever_vent:186; nursingHomeRes:569; death_nursingHome:85; death_jailed:12; healthcareWorker:1035","06/21/20"
"California","3319256","178054",NA,NA,NA,"AI/AN:  229; ASIAN: 9010; BLACK: 5573; HISPANIC:70439; HN/PI:  805; MULTI:  901; OTHER:15988; WHITE:21547","0-17:13346; 18-34:53400; 35-49:44869; 50-64:38795; 65-79:17721; 80+:9735","FEMALE:85516; MALE:87602; UNKNOWN:706","5425","AI/AN:  16; ASIAN: 774; BLACK: 502; HISPANIC:2182; HN/PI:  22; MULTI:  37; OTHER:  47; WHITE:1784","0-17:0; 18-34:59; 35-49:268; 50-64:875; 65-79:1739; 80+:2483","FEMALE:2368; MALE:3028; UNKNOWN:6",NA,NA,NA,NA,NA,"pdf",NA,"06/21/20"
"Colorado","89529","17830",NA,NA,NA,"HISPANIC:0.3833; NH AI/AN:0.0054; NH ASIAN:0.0260; NH BLACK:0.0563; NH HN/PI:0.0041; NH MULTI:0.0076; NH WHITE:0.3424; OTHER:0.0085; UNKNOWN:0.1664","0-9:757; 10-19:1635; 20-29:5369; 30-39:5344; 40-49:5179; 50-59:4755; 60-69:3306; 70-79:2082; 80+:2241; UNKNOWN:37","FEMALE:0.5028; MALE:0.4773; OTHER:4e-04; UNKNOWN:0.0195","921","HISPANIC:0.2102; NH AI/AN:0.0055; NH ASIAN:0.0345; NH BLACK:0.0660; NH HN/PI:0.0036; NH MULTI:0.0085; NH WHITE:0.6245; OTHER:0.0048; UNKNOWN:0.0424","10-19:3; 20-29:9; 30-39:11; 40-49:44; 50-59:104; 60-69:211; 70-79:386; 80+:883","FEMALE:0.447; MALE:0.55; UNKNOWN:0.003",NA,"2986",NA,"0-9:52; 10-19:67; 20-29:307; 30-39:469; 40-49:691; 50-59:936; 60-69:891; 70-79:640; 80+:417",NA,"tableau",NA,"06/22/20"
"Connecticut","395590","45782",2115,18,3,"HISPANIC: 8563; NH AI/AN:   41; NH ASIAN/PI:  665; NH BLACK: 5980; NH MULTI:  121; NH OTHER:  253; NH WHITE:15885; UNKNOWN:14274","0-9:634; 10-19:1300; 20-29:5439; 30-39:6490; 40-49:6466; 50-59:7760; 60-69:6425; 70-79:4331; 80+:6828","FEMALE:24907; MALE:20667","4263","HISPANIC: 365; NH AI/AN:   2; NH ASIAN/PI:  45; NH BLACK: 636; NH MULTI:  26; NH OTHER:  15; NH WHITE:3113; UNKNOWN:  61","0-9:1; 10-19:1; 20-29:5; 30-39:21; 40-49:56; 50-59:169; 60-69:521; 70-79:935; 80+:2553","FEMALE:2225; MALE:2033",NA,NA,NA,NA,NA,NA,"curr_hosp:140","06/21/20"
"Delaware","96723; race_Non-Hispanic White:40581; race_Non-Hispanic Black:21465; race_Hispanic/Latino:9082; race_Another/Multiple:4526; race_Asian/Pacific Islander:1632; race_Unknown:19437","10820",NA,NA,NA,"ASIAN/PI: 164; HISPANIC:3096; MULTI: 528; NH BLACK:2869; NH WHITE:3192; UNKNOWN: 971","0-4:130; 5-17:512; 18-34:2890; 35-49:2734; 50-64:2455; 65+:2099","FEMALE:5992; MALE:4808; UNKNOWN:20","435","ASIAN/PI:  1; HISPANIC: 28; MULTI:  4; NH BLACK:117; NH WHITE:264; UNKNOWN: 21","0-4:0; 5-17:0; 18-34:11; 35-49:13; 50-64:61; 65+:350","FEMALE:231; MALE:204",NA,NA,NA,NA,NA,NA,"curr_hosp:85903; Hospitalized:89","06/22/20"
"District of Columbia","82004","10058; eth_Unknown:1081; eth_Hispanic or Latino:2910; eth_NOT Hispanic or Latino:6048; eth_Refused During Interview:19",NA,NA,NA,"AI/AN:  25; ASIAN: 163; BLACK:5040; HN/PI:  29; MULTI:2504; UNKNOWN: 237; WHITE:2060","0-4:129; 5-14:246; 15-19:218; 20-24:576; 25-34:1928; 35-44:1817; 45-54:1537; 55-64:1632; 65-74:1038; 75+:924; UNKNOWN:13","FEMALE:5046; MALE:4993; UNKNOWN:19","535","ASIAN:  8; BLACK:397; HISPANIC: 68; NH WHITE: 57; OTHER:  5","0-18:0; 20-29:3; 30-39:7; 40-49:17; 50-59:62; 60-69:123; 70-79:135; 80+:188","FEMALE:226; MALE:309",NA,NA,NA,NA,NA,"interactive",NA,"06/21/20"
"Florida","1618540","98047; eth_hispanic:34111; eth_non_hispanic:40234; eth_unk:23702",NA,NA,NA,"AI/AN:    0; ASIAN:    0; BLACK:17925; MULTI:    0; OTHER:10019; UNKNOWN:21585; WHITE:48518","0-4:1327; 5-14:2805; 15-24:12855; 25-34:17996; 35-44:15433; 45-54:15492; 55-64:13512; 65-74:8800; 75-84:5780; 85+:3981; UNKNOWN:66","FEMALE:49496; MALE:48371; UNKNOWN:180","3173; eth_hispanic:776; eth_non_hispanic:2198; eth_unk:199","AI/AN:   0; ASIAN:   0; BLACK: 682; MULTI:   0; OTHER: 200; UNKNOWN:  99; WHITE:2192","0-4:0; 5-14:0; 15-24:3; 25-34:18; 35-44:55; 45-54:119; 55-64:283; 65-74:654; 75-84:907; 85+:1134; UNKNOWN:0",NA,NA,"13119; eth_hispanic:4602; eth_non_hispanic:7930; eth_unk:587","AI/AN:   0; ASIAN:   0; BLACK:3459; MULTI:   0; OTHER:1396; UNKNOWN: 351; WHITE:7913","0-4:53; 5-14:46; 15-24:259; 25-34:766; 35-44:1157; 45-54:1699; 55-64:2276; 65-74:2573; 75-84:2406; 85+:1884; UNKNOWN:0",NA,"pdf","Age data only available in images on site","06/22/20"
