"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama","14538","140160; eth_Hispanic/Latino:7336; eth_Not Hispanic/Latino:60484; eth_Unknown:58993",NA,NA,NA,"ASIAN:  495; BLACK:32130; OTHER: 8927; UNKNOWN:43312; WHITE:41949","65+:21791; 0-4:2528; 18-24:18923; 25-49:48829; 5-17:9281; 50-64:25461","FEMALE:70246; MALE:55088; UNKNOWN:1479","2387; eth_Hispanic/Latino:64; eth_Not Hispanic/Latino:1913; eth_Unknown:276","ASIAN:   8; BLACK: 889; OTHER:  51; UNKNOWN:  78; WHITE:1227","65+:1738; 0-4:4; 18-24:4; 25-49:107; 50-64:400","FEMALE:1083; MALE:1163; UNKNOWN:1",NA,"15756",NA,NA,NA,"arcgis, pdf","CLN_ICU:1622; CLN_VENT:898; HCW:7499; LTCF_Employee:2905; LTCF_Resident:5833","09/15/20"
"Alaska","27721","6395; eth_Hispanic:301; eth_Non-Hispanic:2228; eth_UI Ethnicity:3338",NA,NA,NA,"AI/AN:1101; ASIAN: 148; BLACK: 209; HN/PI: 245; MULTI: 218; OTHER: 184; UNKNOWN: 528; WHITE:1401","0-9:312; 10-19:660; 20-29:1589; 30-39:1207; 40-49:862; 50-59:827; 60-69:579; 70-79:257; 80+:102; UNKNOWN:0","FEMALE:3160; MALE:3232; UNKNOWN:3","44; eth_Hispanic:1; eth_Non-Hispanic:40; eth_UI Ethnicity:1","AI/AN:16; ASIAN: 3; BLACK: 0; HN/PI: 5; MULTI: 0; OTHER: 0; UNKNOWN: 2; WHITE:18","0-9:0; 10-19:0; 20-29:0; 30-39:2; 40-49:3; 50-59:4; 60-69:5; 70-79:17; 80+:13; UNKNOWN:0","FEMALE:17; MALE:27; UNKNOWN:0",NA,"246; eth_Hispanic:13; eth_Non-Hispanic:182; eth_UI Ethnicity:36","AI/AN:69; ASIAN:13; BLACK: 8; HN/PI:43; MULTI: 4; OTHER: 7; UNKNOWN:15; WHITE:72","0-9:1; 10-19:1; 20-29:14; 30-39:23; 40-49:33; 50-59:45; 60-69:47; 70-79:52; 80+:30; UNKNOWN:0","FEMALE:110; MALE:136; UNKNOWN:0","arcgis + raw data","All_Beds:4201; Inpatient_Beds:3276; Inpatient_Occup:1920; Inpatient_Avail:1356; ICU_Beds:335; ICU_Occup:178; ICU_Avail:157; Pos_COVID_PUI_Pending:88; Vent_Cap:634; Vent_Avail:574; Vent_Occup:60; FID:105; facility_filter:7; Pos_COVID:84","09/14/20"
"Arizona","1588790","209209",NA,NA,NA,"AI/AN:12397; ASIAN: 2019; BLACK: 6328; HISPANIC:63537; MULTI:    0; OTHER: 6496; UNKNOWN:68324; WHITE:50108","0-19:26992; 20-44:101688; 45-54:32004; 55-64:24453; 65+:23744; UNKNOWN:328","FEMALE:108350; MALE:100464","5344","AI/AN: 564; ASIAN:  61; BLACK: 167; HISPANIC:1637; MULTI:   0; OTHER:  89; UNKNOWN: 597; WHITE:2229","0-19:10; 20-44:306; 45-54:373; 55-64:840; 65+:3815; UNKNOWN:NA","FEMALE:2289; MALE:3054",NA,"21800","AI/AN:2011; ASIAN: 283; BLACK:1016; HISPANIC:8055; MULTI:   0; OTHER: 802; UNKNOWN:1875; WHITE:7758","0-19:781; 20-44:5827; 45-54:3552; 55-64:4066; 65+:7571; UNKNOWN:3","FEMALE:10614; MALE:11179","manual",NA,"09/15/20"
"Arkansas","879055","71357; eth_hispanic:14120; eth_nonhispanic:56507",NA,NA,NA,"AI/AN:  179; ASIAN:  852; BLACK:15176; HN/PI: 2239; OTHER: 4968; UNKNOWN: 6936; WHITE:39708","0-10:4188; 11-17:4710; 18-24:11031; 25-34:12521; 35-44:11479; 45-54:10174; 55-64:7944; 65+:8580; UNKNOWN:0","FEMALE:34449; MALE:35885; UNKNOWN:293","1010; eth_hispanic:77; eth_nonhispanic:915","AI/AN:  2; ASIAN: 13; BLACK:221; HN/PI: 43; OTHER: 52; UNKNOWN: 15; WHITE:639","0-10:0; 11-17:0; 18-24:1; 25-34:16; 35-44:29; 45-54:71; 55-64:156; 65+:719; UNKNOWN:0",NA,"case_diabetes:4919; case_cardiac_disease:1921; case_hypertension:8362; case_cpd:1530; case_ckd:483; case_immunocompromised:502","2966",NA,NA,NA,"pdf",NA,"09/14/20"
"California","12928170","760013",NA,NA,NA,"AI/AN:  1297; ASIAN: 28576; BLACK: 22216; HISPANIC:315777; HN/PI:  2866; MULTI:  5211; OTHER: 55690; WHITE: 87952","0-4:16597; 5-17:61262; 18-34:267828; 35-49:188345; 50-59:105525; 60-64:38038; 65-69:26143; 70-74:18105; 75-79:12569; 80+:24689; UNKNOWN:912","FEMALE:383892; MALE:369597; UNKNOWN:6524","14260","AI/AN:  42; ASIAN:1656; BLACK:1090; HISPANIC:6850; HN/PI:  57; MULTI:  99; OTHER: 110; WHITE:4182","0-4:0; 5-17:3; 18-34:215; 35-49:808; 50-59:1506; 60-64:1210; 65-69:1456; 70-74:1596; 75-79:1604; 80+:5861; UNKNOWN:1","FEMALE:6055; MALE:8180; UNKNOWN:25",NA,NA,NA,NA,NA,"pdf",NA,"09/14/20"
"Colorado","791439","62099",NA,NA,NA,"AI/AN:0.005; ASIAN:0.020; BLACK:0.046; HISPANIC:0.378; HN/PI:0.004; NH MULTI:0.013; NH WHITE:0.371; OTHER:0.008; UNKNOWN:0.155","0-9:0.034; 30-39:0.179; 10-19:0.087; 20-29:0.219; 40-49:0.158; 50-59:0.138; 60-69:0.088; 70-79:0.05; 80+:0.046; UNKNOWN:0.001","FEMALE:0.487; MALE:0.463; UNKNOWN:0.05","1996","AI/AN:0.007; ASIAN:0.032; BLACK:0.064; HISPANIC:0.232; HN/PI:0.003; NH MULTI:0.014; NH WHITE:0.626; OTHER:0.004; UNKNOWN:0.018","30-39:0.009; 10-19:0.002; 20-29:0.007; 40-49:0.029; 50-59:0.068; 60-69:0.126; 70-79:0.232; 80+:0.528","FEMALE:0.446; MALE:0.551; UNKNOWN:0.003",NA,"7262",NA,NA,NA,"tableau",NA,"09/15/20"
"Connecticut","1388507","55031",10790,143,0,"HISPANIC:10763; NH AI/AN:   53; NH ASIAN/PI:  807; NH BLACK: 7238; NH MULTI:  231; NH OTHER:  381; NH WHITE:19288; UNKNOWN:16270","0-9:1034; 10-19:2663; 20-29:7710; 30-39:8023; 40-49:7646; 50-59:8972; 60-69:7124; 70-79:4679; 80+:7153","FEMALE:29910; MALE:24978","4485","HISPANIC: 399; NH AI/AN:   2; NH ASIAN/PI:  48; NH BLACK: 661; NH MULTI:  35; NH OTHER:  21; NH WHITE:3278; UNKNOWN:  41","0-9:1; 10-19:1; 20-29:4; 30-39:21; 40-49:58; 50-59:184; 60-69:552; 70-79:981; 80+:2683","FEMALE:2351; MALE:2133",NA,NA,NA,NA,NA,NA,"curr_hosp:71","09/14/20"
"Delaware","264159; race_Non-Hispanic White:118731; race_Non-Hispanic Black:47221; race_Hispanic/Latino:20051; race_Another/Multiple:18391; race_Asian/Pacific Islander:5386; race_Unknown:54379","19137",NA,NA,NA,"ASIAN/PI: 255; HISPANIC:4508; MULTI: 888; NH BLACK:5079; NH WHITE:6869; UNKNOWN:1538","0-4:302; 5-17:1227; 18-34:6156; 35-49:4521; 50-64:3967; 65+:2964","FEMALE:10282; MALE:8817; UNKNOWN:38","618","ASIAN/PI:  1; HISPANIC: 48; MULTI: 12; NH BLACK:160; NH WHITE:397","0-4:0; 5-17:0; 18-34:12; 35-49:16; 50-64:79; 65+:511","FEMALE:325; MALE:293",NA,NA,NA,NA,NA,NA,"curr_hosp:20; Recoveries:10165","09/15/20"
"District of Columbia","336280","14687; eth_Unknown:1280; eth_Hispanic or Latino:3763; eth_NOT Hispanic or Latino:9629; eth_Refused During Interview:15",NA,NA,NA,"AI/AN:  37; ASIAN: 226; BLACK:7534; HN/PI:  39; MULTI:3546; UNKNOWN: 117; WHITE:3188","0-4:265; 5-14:476; 15-19:434; 20-24:1119; 25-34:3238; 35-44:2584; 45-54:2117; 55-64:2053; 65-74:1288; 75+:1097; UNKNOWN:16","FEMALE:7457; MALE:7186; UNKNOWN:44","616",NA,NA,"FEMALE:265; MALE:351",NA,NA,NA,NA,NA,"interactive",NA,"09/15/20"
"Florida","4927775","658203; eth_hispanic:190579; eth_non_hispanic:259472; eth_unk:208152",NA,NA,NA,"AI/AN:     0; ASIAN:     0; BLACK:102451; MULTI:     0; OTHER: 87542; UNKNOWN: 16073; WHITE:288212","0-4:11274; 5-14:27657; 15-24:101783; 25-34:122031; 35-44:106594; 45-54:104558; 55-64:85792; 65-74:50327; 75-84:29125; 85+:17120; UNKNOWN:1942","FEMALE:338012; MALE:316082; UNKNOWN:4109","12642; eth_hispanic:3188; eth_non_hispanic:8193; eth_unk:1261","AI/AN:   0; ASIAN:   0; BLACK:2428; MULTI:   0; OTHER:1057; UNKNOWN: 124; WHITE:8487","0-4:0; 5-14:4; 15-24:30; 25-34:83; 35-44:223; 45-54:513; 55-64:1374; 65-74:2641; 75-84:3669; 85+:4104; UNKNOWN:1",NA,NA,"41374; eth_hispanic:12266; eth_non_hispanic:26448; eth_unk:2660","AI/AN:    0; ASIAN:    0; BLACK: 9919; MULTI:    0; OTHER: 5028; UNKNOWN:  286; WHITE:24846","0-4:262; 5-14:236; 15-24:1056; 25-34:2334; 35-44:3532; 45-54:5256; 55-64:7287; 65-74:8126; 75-84:7651; 85+:5624; UNKNOWN:10",NA,"pdf","Age data only available in images on site","09/15/20"
