"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama","231308","18474",NA,NA,NA,NA,NA,NA,"651",NA,NA,NA,NA,"1899",NA,NA,NA,"arcgis, pdf",NA,"06/02/20"
"Alaska","56203","487; eth_Hispanic:41; eth_Non-Hispanic:394; eth_Unknown Ethnicity:52",2013,20,0,"AI/AN: 54; ASIAN: 48; BLACK: 14; MULTI: 16; NH/PI: 15; OTHER: 12; UNKNOWN: 35; WHITE:293","0-9:15; 10-19:38; 20-29:86; 30-39:94; 40-49:65; 50-59:84; 60-69:62; 70-79:30; 80+:13; UNKNOWN:0","FEMALE:238; MALE:249; UNKNOWN/OTHER:0","10; eth_Hispanic:0; eth_Non-Hispanic:10; eth_Unknown Ethnicity:0","AI/AN:2; ASIAN:2; BLACK:0; MULTI:0; NH/PI:1; OTHER:0; UNKNOWN:0; WHITE:5","0-9:0; 10-19:0; 20-29:0; 30-39:2; 40-49:0; 50-59:1; 60-69:1; 70-79:5; 80+:1; UNKNOWN:0","FEMALE:5; MALE:5; UNKNOWN/OTHER:0",NA,"47; eth_Hispanic:4; eth_Non-Hispanic:41; eth_Unknown Ethnicity:2","AI/AN: 7; ASIAN: 7; BLACK: 0; MULTI: 0; NH/PI: 4; OTHER: 4; UNKNOWN: 0; WHITE:25","0-9:0; 10-19:1; 20-29:3; 30-39:5; 40-49:2; 50-59:9; 60-69:9; 70-79:15; 80+:3; UNKNOWN:0","FEMALE:20; MALE:27; UNKNOWN/OTHER:0","arcgis + raw data","expr_Community_Cases:138; expr_Secondary_Cases:186; expr_Travel_Cases:103; expr_UI_Cases:60; All_Beds:2280; Inpatient_Beds:1840; Inpatient_Occup:1024; Inpatient_Avail:816; ICU_Beds:195; ICU_Occup:78; ICU_Avail:117; Pos_COVID_PUI_Pending:10; Vent_Cap:349; Vent_Avail:315; Vent_Occup:34","06/01/20"
"Arizona","297495","18465",NA,NA,NA,"AI/AN:2835; ASIAN: 197; BLACK: 719; HISPANIC:4448; MULTI:   0; OTHER: 512; UNKNOWN:4950; WHITE:4804","0-19:1673; 20-44:7335; 45-54:3022; 55-64:2713; 65+:3709; UNKNOWN:13","FEMALE:9756; MALE:8679","885","AI/AN:169; ASIAN: 12; BLACK: 28; HISPANIC:138; MULTI:  0; OTHER: 12; UNKNOWN: 91; WHITE:435","0-19:2; 20-44:41; 45-54:44; 55-64:108; 65+:690; UNKNOWN:NA","FEMALE:398; MALE:486",NA,"2911","AI/AN: 591; ASIAN:  53; BLACK: 153; HISPANIC: 786; MULTI:   0; OTHER:  51; UNKNOWN: 162; WHITE:1115","0-19:26; 20-44:584; 45-54:487; 55-64:565; 65+:1249; UNKNOWN:0","FEMALE:1439; MALE:1472","manual",NA,"05/29/20"
"Arkansas","138900","7818; eth_hispanic:1245; eth_nonhispanic:6573",NA,NA,NA,"ASIAN:  78; BLACK:2475; MULTI: 133; OTHER: 603; UNKNOWN: 601; WHITE:3715; NA: 346","0-17:573; 18-24:800; 25-44:3017; 45-64:2366; 65+:1062","FEMALE:3300; MALE:4455; UNKNOWN/OTHER:63","136; eth_hispanic:5; eth_nonhispanic:131","ASIAN: 1; BLACK:46; MULTI: 1; OTHER: 7; UNKNOWN: 2; WHITE:77; NA: 3","0-17:0; 18-24:0; 25-44:5; 45-64:30; 65+:101",NA,"case_diabetes:669; case_cardiac_disease:295; case_hypertension:1226; case_cpd:245; case_ckd:107; case_immunocompromised:106","731",NA,NA,NA,"pdf","curr_hosp:132; recovered:5567; active_cases:2115; curr_vent:31; ever_vent:124; nursingHomeRes:404; death_nursingHome:55; death_jailed:11; healthcareWorker:684","06/02/20"
"California","2071591","115310",NA,NA,NA,"AI/AN:  170; ASIAN: 7291; BLACK: 4218; HISPANIC:43951; MULTI:  625; NH/PI:  631; OTHER: 8140; PENDING:34170; WHITE:16114","0-4:1471; 5-17:5235; 18-34:31535; 35-49:28958; 50-59:19086; 60-64:7794; 65-69:5724; 70-74:4274; 75-79:3316; 80+:7740; UNKNOWN:177","FEMALE:0.49; MALE:0.5; UNKNOWN/OTHER:0.01","4127","AI/AN:  14; ASIAN: 601; BLACK: 408; HISPANIC:1582; MULTI:  26; NH/PI:  30; OTHER:  30; PENDING:  67; WHITE:1369","0-4:0; 5-17:0; 18-34:45; 35-49:190; 50-59:362; 60-64:280; 65-69:386; 70-74:438; 75-79:508; 80+:1918; UNKNOWN:0","FEMALE:0.44; MALE:0.56; UNKNOWN/OTHER:0",NA,NA,NA,NA,NA,"pdf",NA,"06/01/20"
"Colorado",NA,"24311",NA,NA,NA,"HISPANIC:0.3755; NH AI/AN:0.0051; NH ASIAN:0.0266; NH BLACK:0.0584; NH MULTI:0.0063; NH NH/PI:0.0041; NH WHITE:0.3436; OTHER:0.0093; UNKNOWN:0.1712","0-9:604; 10-19:1241; 20-29:4340; 30-39:4657; 40-49:4614; 50-59:4281; 60-69:3023; 70-79:1913; 80+:2066; UNKNOWN:49","FEMALE:0.5038; MALE:0.4775; UNKNOWN/OTHER:0.0187","1162","HISPANIC:0.1974; NH AI/AN:0.0054; NH ASIAN:0.0360; NH BLACK:0.0685; NH MULTI:0.0068; NH NH/PI:0.0041; NH WHITE:0.6316; OTHER:0.0054; UNKNOWN:0.0448","10-19:3; 20-29:9; 30-39:9; 40-49:37; 50-59:78; 60-69:184; 70-79:350; 80+:804","FEMALE:0.4444; MALE:0.5516; UNKNOWN/OTHER:0.0041",NA,"3669",NA,"0-9:41; 10-19:38; 20-29:204; 30-39:362; 40-49:544; 50-59:780; 60-69:772; 70-79:560; 80+:367; UNKNOWN:1",NA,"tableau",NA,"06/02/20"
"Connecticut","268572","40941",9252,271,2,"HISPANIC: 7710; NH AI/AN:   40; NH ASIAN/PI:  627; NH BLACK: 5536; NH MULTI:  105; NH OTHER:  232; NH WHITE:14733; UNKNOWN:13996","0-9:502; 10-19:1073; 20-29:4681; 30-39:5798; 40-49:5867; 50-59:7123; 60-69:5977; 70-79:3908; 80+:5898","FEMALE:22412; MALE:18318","3972","HISPANIC: 341; NH AI/AN:   2; NH ASIAN/PI:  41; NH BLACK: 591; NH MULTI:  26; NH OTHER:  16; NH WHITE:2890; UNKNOWN:  65","0-9:1; 10-19:1; 20-29:4; 30-39:19; 40-49:42; 50-59:128; 60-69:419; 70-79:699; 80+:1826","FEMALE:1596; MALE:1540",NA,NA,NA,NA,NA,NA,"curr_hosp:434","06/01/20"
"Delaware","64062; race_Non-Hispanic White:24869; race_Non-Hispanic Black:13624; race_Hispanic/Latino:6833; race_Another/Multiple:3376; race_Asian/Pacific Islander:946; race_Unknown:14414","9685",NA,NA,NA,"ASIAN/PI: 147; HISPANIC:2699; MULTI: 492; NH BLACK:2557; NH WHITE:2790; UNKNOWN:1000","0-4:116; 5-17:446; 18-34:2560; 35-49:2473; 50-64:2239; 65+:1851","FEMALE:5307; MALE:4332; UNKNOWN/OTHER:46","373","ASIAN/PI:  1; HISPANIC: 24; MULTI:  4; NH BLACK: 99; NH WHITE:224; UNKNOWN: 21","0-4:0; 5-17:0; 18-34:9; 35-49:10; 50-64:56; 65+:298","FEMALE:196; MALE:177",NA,"801",NA,NA,NA,NA,"curr_hosp:1; Recovered:3","06/02/20"
"District of Columbia","47263","38975; eth_hispanic:2336; eth_non_hispanic:4955; eth_unk:1566",NA,NA,NA,"AI/AN:  26; ASIAN: 106; BLACK:4119; HISPANIC:   0; MULTI:2246; NH/PI:  22; UNKNOWN:  58; WHITE:1354","0-4:0; 5-14:0; 15-19:0; 20-24:0; 25-34:0; 35-44:0; 45-54:0; 55-64:0; 64-74:0; 75+:0; UNKNOWN:NA","FEMALE:0; MALE:0; UNKNOWN/OTHER:0","8857","AI/AN:  0; ASIAN:  7; BLACK:351; HISPANIC: 54; MULTI:  0; NH/PI:  0; UNKNOWN:  3; WHITE: 52",NA,NA,NA,NA,NA,NA,NA,"xlsx","Deaths are combined between race and ethnicity","06/01/20"
"Florida","1041318","55415; eth_hispanic:19787; eth_non_hispanic:26433; eth_unk:9195",NA,NA,NA,"AI/AN:    0; ASIAN:    0; BLACK:11492; MULTI:    0; OTHER: 5444; UNKNOWN: 8090; WHITE:30389","0-4:467; 5-14:1046; 15-24:4734; 25-34:8575; 35-44:8537; 45-54:9474; 55-64:8962; 65-74:6273; 75-84:4334; 85+:3002; UNKNOWN:11","FEMALE:28049; MALE:27321; UNKNOWN/OTHER:45","2460; eth_hispanic:546; eth_non_hispanic:1737; eth_unk:177","AI/AN:   0; ASIAN:   0; BLACK: 538; MULTI:   0; OTHER: 144; UNKNOWN:  91; WHITE:1687","0-4:0; 5-14:0; 15-24:1; 25-34:13; 35-44:39; 45-54:90; 55-64:224; 65-74:523; 75-84:719; 85+:851; UNKNOWN:0",NA,NA,"10231; eth_hispanic:3341; eth_non_hispanic:6391; eth_unk:499","AI/AN:   0; ASIAN:   0; BLACK:2701; MULTI:   0; OTHER:1020; UNKNOWN: 302; WHITE:6208","0-4:32; 5-14:28; 15-24:170; 25-34:515; 35-44:843; 45-54:1287; 55-64:1782; 65-74:2104; 75-84:1980; 85+:1489; UNKNOWN:1",NA,"pdf","Age data only available in images on site","06/01/20"
