"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama","880652","111478; eth_Hispanic/Latino:6672; eth_Not Hispanic/Latino:50896; eth_Unknown:49216",NA,NA,NA,"ASIAN:  408; BLACK:28664; OTHER: 5674; UNKNOWN:38408; WHITE:33630","18-24:14829; 0-4:2187; 25-49:42782; 5-17:7537; 50-64:21663; 65+:17666; UNKNOWN:120","FEMALE:59258; MALE:46286; UNKNOWN:1240","1944; eth_Hispanic/Latino:56; eth_Not Hispanic/Latino:1594; eth_Unknown:226","ASIAN:  4; BLACK:769; OTHER: 41; UNKNOWN: 67; WHITE:995","18-24:3; 0-4:3; 25-49:84; 50-64:329; 65+:1457","FEMALE:907; MALE:964; UNKNOWN:1",NA,"12958",NA,NA,NA,"arcgis, pdf","CLN_ICU:1336; CLN_VENT:731; HCW:6164; LTCF_Employee:2498; LTCF_Resident:4740","08/20/20"
"Alaska","5137","4309; eth_Hispanic:232; eth_Non-Hispanic:1636; eth_UI Ethnicity:2041",NA,NA,NA,"AI/AN: 602; ASIAN: 113; BLACK: 151; HN/PI: 181; MULTI: 126; OTHER: 113; UNKNOWN: 400; WHITE:1062","0-9:215; 10-19:450; 20-29:1041; 30-39:807; 40-49:599; 50-59:539; 60-69:400; 70-79:187; 80+:71; UNKNOWN:0","FEMALE:2197; MALE:2111; UNKNOWN:1","28; eth_Hispanic:1; eth_Non-Hispanic:2; eth_UI Ethnicity:1","AI/AN:0.357; ASIAN:0.071; BLACK:0.000; HN/PI:0.143; MULTI:0.000; OTHER:0.000; UNKNOWN:0.000; WHITE:0.429","0-9:0; 10-19:0; 20-29:0; 30-39:0.071; 40-49:0.036; 50-59:0.107; 60-69:0.143; 70-79:0.464; 80+:0.179; UNKNOWN:0","FEMALE:0.357; MALE:0.643; UNKNOWN:0",NA,"175; eth_Hispanic:2; eth_Non-Hispanic:3; eth_UI Ethnicity:1","AI/AN:0.240; ASIAN:0.069; BLACK:0.034; HN/PI:0.183; MULTI:0.006; OTHER:0.034; UNKNOWN:0.046; WHITE:0.337","0-9:0; 10-19:0.006; 20-29:0.069; 30-39:0.097; 40-49:0.103; 50-59:0.171; 60-69:0.211; 70-79:0.234; 80+:0.109; UNKNOWN:0","FEMALE:0.423; MALE:0.577; UNKNOWN:0","arcgis + raw data","All_Beds:4253; Inpatient_Beds:3276; Inpatient_Occup:1885; Inpatient_Avail:1391; ICU_Beds:335; ICU_Occup:165; ICU_Avail:170; Pos_COVID_PUI_Pending:66; Vent_Cap:634; Vent_Avail:576; Vent_Occup:58; FID:105; facility_filter:7; Pos_COVID:64","08/16/20"
"Arizona","1349757","194005",NA,NA,NA,"AI/AN:10596; ASIAN: 1683; BLACK: 4824; HISPANIC:49967; MULTI:    0; OTHER: 4928; UNKNOWN:86218; WHITE:35789","0-19:23662; 20-44:94719; 45-54:30100; 55-64:22922; 65+:22224; UNKNOWN:378","FEMALE:100737; MALE:92799","4506","AI/AN: 497; ASIAN:  51; BLACK: 140; HISPANIC:1327; MULTI:   0; OTHER:  73; UNKNOWN: 631; WHITE:1787","0-19:11; 20-44:261; 45-54:309; 55-64:694; 65+:3231; UNKNOWN:NA","FEMALE:1921; MALE:2584",NA,"20756","AI/AN:1783; ASIAN: 264; BLACK: 936; HISPANIC:7336; MULTI:   0; OTHER: 597; UNKNOWN:2889; WHITE:6951","0-19:946; 20-44:5522; 45-54:3351; 55-64:3789; 65+:7147; UNKNOWN:1","FEMALE:10133; MALE:10619","manual",NA,"08/17/20"
"Arkansas","622050","52665; eth_hispanic:11796; eth_nonhispanic:40869",NA,NA,NA,"AI/AN:  153; ASIAN:  726; BLACK:11566; HN/PI: 2242; OTHER: 4455; UNKNOWN: 5788; WHITE:27735","0-17:6646; 18-24:7117; 25-44:18984; 45-64:13967; 65+:5951","FEMALE:25119; MALE:27457; UNKNOWN:89","599; eth_hispanic:54; eth_nonhispanic:545","AI/AN:  3; ASIAN:  9; BLACK:158; HN/PI: 35; OTHER: 35; UNKNOWN:  0; WHITE:359","0-17:0; 18-24:0; 25-44:32; 45-64:148; 65+:419",NA,"case_diabetes:3757; case_cardiac_disease:1362; case_hypertension:6178; case_cpd:1196; case_ckd:368; case_immunocompromised:370","2966",NA,NA,NA,"pdf","curr_hosp:513; recovered:45572; active_cases:6494; curr_vent:108; ever_vent:403; death_nursingHome:167; death_jailed:31; healthcareWorker:3706","08/16/20"
"California","9798135","601075",NA,NA,NA,"AI/AN:   960; ASIAN: 21537; BLACK: 17130; HISPANIC:235700; HN/PI:  2302; MULTI:  3397; OTHER: 51334; WHITE: 68063","0-4:12329; 5-17:45817; 18-34:212134; 35-49:150210; 50-59:84175; 60-64:30458; 65-69:20851; 70-74:14526; 75-79:10027; 80+:19712; UNKNOWN:836","FEMALE:312301; MALE:302532; UNKNOWN:6729","10831","AI/AN:  40; ASIAN:1298; BLACK: 872; HISPANIC:5098; HN/PI:  55; MULTI:  63; OTHER: 136; WHITE:3204","0-4:0; 5-17:1; 18-34:160; 35-49:623; 50-59:1104; 60-64:870; 65-69:1076; 70-74:1239; 75-79:1230; 80+:4526; UNKNOWN:2","FEMALE:4714; MALE:6371; UNKNOWN:19",NA,NA,NA,NA,NA,"pdf",NA,"08/14/20"
"Colorado","631008","53176",NA,NA,NA,"HISPANIC:0.3825; NH AI/AN:0.0057; NH ASIAN:0.0208; NH BLACK:0.0485; NH HN/PI:0.0039; NH MULTI:0.0132; NH WHITE:0.3661; OTHER:0.0083; UNKNOWN:0.1511","0-9:1692; 10-19:4021; 20-29:11472; 30-39:9643; 40-49:8517; 50-59:7514; 60-69:4803; 70-79:2809; 80+:2658; UNKNOWN:47","FEMALE:0.486; MALE:0.4668; OTHER:2e-04; UNKNOWN:0.047","1896","HISPANIC:0.2273; NH AI/AN:0.0074; NH ASIAN:0.0322; NH BLACK:0.0665; NH HN/PI:0.0032; NH MULTI:0.0132; NH WHITE:0.6276; OTHER:0.0042; UNKNOWN:0.0185","10-19:3; 20-29:13; 30-39:17; 40-49:53; 50-59:122; 60-69:239; 70-79:446; 80+:1003","FEMALE:0.4467; MALE:0.5501; UNKNOWN:0.0032",NA,"6735",NA,"0-9:64; 10-19:98; 20-29:436; 30-39:613; 40-49:857; 50-59:1214; 60-69:1120; 70-79:789; 80+:503; UNKNOWN:1",NA,"tableau",NA,"08/16/20"
"Connecticut","935680","50897",10353,113,3,"HISPANIC: 9714; NH AI/AN:   50; NH ASIAN/PI:  724; NH BLACK: 6710; NH MULTI:  168; NH OTHER:  315; NH WHITE:17888; UNKNOWN:15328","0-9:826; 10-19:1955; 20-29:6620; 30-39:7331; 40-49:7151; 50-59:8455; 60-69:6879; 70-79:4556; 80+:7071","FEMALE:27781; MALE:22984","4453","HISPANIC: 390; NH AI/AN:   2; NH ASIAN/PI:  48; NH BLACK: 658; NH MULTI:  34; NH OTHER:  20; NH WHITE:3260; UNKNOWN:  41","0-9:1; 10-19:1; 20-29:4; 30-39:21; 40-49:57; 50-59:182; 60-69:546; 70-79:968; 80+:2673","FEMALE:2335; MALE:2117",NA,NA,NA,NA,NA,NA,"curr_hosp:56","08/13/20"
"Delaware","212638; race_Non-Hispanic White:93861; race_Non-Hispanic Black:39739; race_Hispanic/Latino:16541; race_Another/Multiple:15093; race_Asian/Pacific Islander:3723; race_Unknown:43681","16536",NA,NA,NA,"ASIAN/PI: 217; HISPANIC:4091; MULTI: 782; NH BLACK:4302; NH WHITE:5736; UNKNOWN:1408","0-4:229; 5-17:964; 18-34:5194; 35-49:4002; 50-64:3442; 65+:2705","FEMALE:8831; MALE:7679; UNKNOWN:26","593","ASIAN/PI:  1; HISPANIC: 43; MULTI:  8; NH BLACK:151; NH WHITE:364; UNKNOWN: 26","0-4:0; 5-17:0; 18-34:12; 35-49:15; 50-64:72; 65+:494","FEMALE:315; MALE:278",NA,NA,NA,NA,NA,NA,"curr_hosp:7; Recoveries:8713","08/17/20"
"District of Columbia","245655","13273; eth_Unknown:1885; eth_Hispanic or Latino:3341; eth_NOT Hispanic or Latino:8032; eth_Refused During Interview:15",NA,NA,NA,"AI/AN:  29; ASIAN: 197; BLACK:6636; HN/PI:  35; MULTI:3486; UNKNOWN: 278; WHITE:2612","0-4:219; 5-14:399; 15-19:365; 20-24:933; 25-34:2861; 35-44:2350; 45-54:1972; 55-64:1903; 65-74:1212; 75+:1046; UNKNOWN:13","FEMALE:6714; MALE:6509; UNKNOWN:50","597","ASIAN:  8; BLACK:443; HISPANIC: 63; NH WHITE: 77; OTHER:  6","0-18:0; 20-29:4; 30-39:10; 40-49:22; 50-59:70; 60-69:139; 70-79:149; 80+:203","FEMALE:253; MALE:344",NA,NA,NA,NA,NA,"interactive",NA,"08/17/20"
"Florida","4240770","570024; eth_hispanic:156923; eth_non_hispanic:204823; eth_unk:208278",NA,NA,NA,"AI/AN:     0; ASIAN:     0; BLACK: 87134; MULTI:     0; OTHER: 69034; UNKNOWN: 14665; WHITE:231287","0-4:9643; 5-14:23033; 15-24:85327; 25-34:108623; 35-44:93975; 45-54:91477; 55-64:74252; 65-74:42932; 75-84:24598; 85+:14404; UNKNOWN:1760","FEMALE:290458; MALE:275266; UNKNOWN:4300","9539; eth_hispanic:2354; eth_non_hispanic:6200; eth_unk:985","AI/AN:   0; ASIAN:   0; BLACK:1894; MULTI:   0; OTHER: 803; UNKNOWN:  96; WHITE:6343","0-4:0; 5-14:3; 15-24:22; 25-34:64; 35-44:192; 45-54:405; 55-64:1012; 65-74:1973; 75-84:2775; 85+:3093; UNKNOWN:0",NA,NA,"34194; eth_hispanic:10527; eth_non_hispanic:21350; eth_unk:2317","AI/AN:    0; ASIAN:    0; BLACK: 8340; MULTI:    0; OTHER: 4069; UNKNOWN:  254; WHITE:20418","0-4:220; 5-14:196; 15-24:874; 25-34:2017; 35-44:3022; 45-54:4436; 55-64:6092; 65-74:6617; 75-84:6177; 85+:4539; UNKNOWN:4",NA,"pdf","Age data only available in images on site","08/17/20"
