"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Alabama",NA,"14987; eth_Unknown:3063; eth_Not Hispanic/Latino:10666; eth_Hispanic/Latino:1258",NA,NA,NA,"ASIAN:81; BLACK:6195; OTHER:600; UNKNOWN:2198; WHITE:5913","5-24:1724; 65+:3496; 0-4:160; 50-64:3589; 25-49:5989; UNKNOWN:29","FEMALE:8696; MALE:6171; UNKNOWN/OTHER:120","566; eth_Unknown:70; eth_Not Hispanic/Latino:484; eth_Hispanic/Latino:12","ASIAN:3; BLACK:247; OTHER:7; UNKNOWN:21; WHITE:288","65+:458; 50-64:90; 25-49:18","FEMALE:254; MALE:310",NA,"1641",NA,NA,NA,"arcgis, pdf","CLN_ICU:546; CLN_VENT:326; HCW:1949; LTCF_Employee:880; LTCF_Resident:1402; LTCF_Visitor:53","05/25/20"
"Alaska","44472","409; eth_Hispanic:39; eth_Non-Hispanic:349; eth_Unknown Ethnicity:21",965,1,0,"AI/AN:33; ASIAN:46; BLACK:10; MULTI:15; NH/PI:14; OTHER:12; UNKNOWN:15; WHITE:264","0-9:9; 10-19:27; 20-29:70; 30-39:81; 40-49:58; 50-59:72; 60-69:56; 70-79:28; 80+:8; UNKNOWN:0","FEMALE:200; MALE:209; UNKNOWN/OTHER:0","10; eth_Hispanic:0; eth_Non-Hispanic:10; eth_Unknown Ethnicity:0","AI/AN:2; ASIAN:2; BLACK:0; MULTI:0; NH/PI:1; OTHER:0; UNKNOWN:0; WHITE:5","0-9:0; 10-19:0; 20-29:0; 30-39:2; 40-49:0; 50-59:1; 60-69:1; 70-79:5; 80+:1; UNKNOWN:0","FEMALE:5; MALE:5; UNKNOWN/OTHER:0",NA,"45; eth_Hispanic:4; eth_Non-Hispanic:39; eth_Unknown Ethnicity:2","AI/AN:7; ASIAN:7; BLACK:0; MULTI:0; NH/PI:4; OTHER:4; UNKNOWN:0; WHITE:23","0-9:0; 10-19:1; 20-29:3; 30-39:5; 40-49:2; 50-59:8; 60-69:9; 70-79:14; 80+:3; UNKNOWN:0","FEMALE:19; MALE:26; UNKNOWN/OTHER:0","arcgis + raw data","expr_Community_Cases:120; expr_Secondary_Cases:173; expr_Travel_Cases:103; expr_UI_Cases:13; All_Beds:2280; Inpatient_Beds:1840; Inpatient_Occup:1021; Inpatient_Avail:819; ICU_Beds:195; ICU_Occup:85; ICU_Avail:110; Pos_COVID_PUI_Pending:10; Vent_Cap:345; Vent_Avail:316; Vent_Occup:29","05/24/20"
"Arizona","253789","16039",NA,NA,NA,"AI/AN:1908; ASIAN:175; BLACK:522; HISPANIC:3231; MULTI:0; OTHER:374; UNKNOWN:6402; WHITE:3427","0-19:1361; 20-44:6311; 45-54:2654; 55-64:2371; 65+:3331; UNKNOWN:11","FEMALE:8447; MALE:7571","799","AI/AN:132; ASIAN:11; BLACK:23; HISPANIC:124; MULTI:0; OTHER:12; UNKNOWN:162; WHITE:335","0-19:2; 20-44:34; 45-54:42; 55-64:95; 65+:626; UNKNOWN:NA","FEMALE:359; MALE:439",NA,NA,"AI/AN:197; ASIAN:38; BLACK:99; HISPANIC:527; MULTI:0; OTHER:47; UNKNOWN:270; WHITE:752","0-19:17; 20-44:370; 45-54:311; 55-64:366; 65+:866; UNKNOWN:0","FEMALE:916; MALE:1014","manual",NA,"05/23/20"
"California",NA,"94558",NA,NA,NA,"AI/AN:132; ASIAN:6571; BLACK:3699; HISPANIC:36371; MULTI:567; NH/PI:573; OTHER:4099; PENDING:28179; WHITE:14367","0-4:1013; 5-17:3620; 18-34:24744; 35-49:23620; 50-59:16046; 60-64:6708; 65-69:4991; 70-74:3724; 75-79:2969; 80+:6986; UNKNOWN:137",NA,"3666","AI/AN:14; ASIAN:531; BLACK:362; HISPANIC:1367; MULTI:24; NH/PI:28; OTHER:35; PENDING:73; WHITE:1232","0-4:0; 5-17:0; 18-34:36; 35-49:170; 50-59:320; 60-64:240; 65-69:348; 70-74:389; 75-79:457; 80+:1705; UNKNOWN:1",NA,NA,NA,NA,NA,NA,"pdf",NA,"05/24/20"
"Colorado",NA,"21941",NA,NA,NA,"HISPANIC:0.3631; NH AI/AN:0.0047; NH ASIAN:0.0268; NH BLACK:0.0597; NH MULTI:0.0069; NH NH/PI:0.0041; NH WHITE:0.3492; OTHER:0.0089; UNKNOWN:0.1766","0-9:510; 10-19:1061; 20-29:3796; 30-39:4182; 40-49:4194; 50-59:3921; 60-69:2828; 70-79:1798; 80+:1927; UNKNOWN:52","FEMALE:0.5056; MALE:0.4817; UNKNOWN/OTHER:0.0127","1056","HISPANIC:0.1935; NH AI/AN:0.006; NH ASIAN:0.039; NH BLACK:0.069; NH MULTI:0.0075; NH NH/PI:0.003; NH WHITE:0.6392; OTHER:0.0053; UNKNOWN:0.0375","10-19:2; 20-29:8; 30-39:8; 40-49:33; 50-59:71; 60-69:171; 70-79:311; 80+:729","FEMALE:0.4374; MALE:0.5596; UNKNOWN/OTHER:0.003",NA,NA,NA,"0-9:36; 10-19:35; 20-29:181; 30-39:339; 40-49:508; 50-59:727; 60-69:734; 70-79:531; 80+:366",NA,"tableau",NA,"05/25/20"
"Connecticut","221726","40873",7590,405,49,"HISPANIC:7243; NH AI/AN:39; NH ASIAN/PI:592; NH BLACK:5208; NH MULTI:83; NH OTHER:222; NH WHITE:13795; UNKNOWN:13691","0-9:459; 10-19:1016; 20-29:4590; 30-39:5705; 40-49:5788; 50-59:7087; 60-69:5971; 70-79:3995; 80+:6147","FEMALE:22325; MALE:18344","3742","HISPANIC:325; NH AI/AN:1; NH ASIAN/PI:35; NH BLACK:550; NH MULTI:17; NH OTHER:15; NH WHITE:2730; UNKNOWN:69","0-9:1; 10-19:1; 20-29:4; 30-39:19; 40-49:52; 50-59:153; 60-69:467; 70-79:805; 80+:2239","FEMALE:1905; MALE:1828",NA,NA,NA,NA,NA,NA,"No race dataset https://data.ct.gov/Health-and-Human-Services/COVID-19-Daily-DPH-Reports-Library/bqve-e8um; curr_hosp:706","05/24/20"
"Delaware","53896; race_Non-Hispanic White:3; race_Non-Hispanic Black:2; race_Hispanic/Latino:5; race_Another/Multiple:4; race_Asian/Pacific Islander:6; race_Unknown:1","8965",NA,NA,NA,"ASIAN/PI:132; HISPANIC:2462; MULTI:455; NH BLACK:2385; NH WHITE:2579; UNKNOWN:952","0-4:106; 5-17:418; 18-34:2340; 35-49:2301; 50-64:2081; 65+:1719","FEMALE:4918; MALE:4002; UNKNOWN/OTHER:45","332","ASIAN/PI:1; HISPANIC:24; MULTI:4; NH BLACK:79; NH WHITE:204; UNKNOWN:20","0-4:0; 5-17:0; 18-34:9; 35-49:9; 50-64:50; 65+:264","FEMALE:172; MALE:160",NA,"205",NA,NA,NA,NA,"Recovered:3","05/25/20"
"District of Columbia","40803","34194; eth_hispanic:2086; eth_non_hispanic:4566; eth_unk:1571",NA,NA,NA,"AI/AN:23; ASIAN:104; BLACK:3792; HISPANIC:0; MULTI:1986; NH/PI:20; UNKNOWN:46; WHITE:1271",NA,NA,"8225","AI/AN:0; ASIAN:7; BLACK:333; HISPANIC:47; MULTI:0; NH/PI:0; UNKNOWN:4; WHITE:49",NA,NA,NA,NA,NA,NA,NA,"xlsx","Deaths are combined between race and ethnicity","05/26/20"
"Florida","909928","50414; eth_hispanic:17593; eth_non_hispanic:24290; eth_unk:8531",NA,NA,NA,"AI/AN:0; ASIAN:0; BLACK:10441; MULTI:0; OTHER:4750; UNKNOWN:7425; WHITE:27798","0-4:389; 5-14:828; 15-24:4147; 25-34:7672; 35-44:7646; 45-54:8711; 55-64:8234; 65-74:5901; 75-84:4053; 85+:2813; UNKNOWN:20","FEMALE:25515; MALE:24866; UNKNOWN/OTHER:33","2252; eth_hispanic:488; eth_non_hispanic:1594; eth_unk:170","AI/AN:0; ASIAN:0; BLACK:497; MULTI:0; OTHER:136; UNKNOWN:85; WHITE:1534","0-4:0; 5-14:0; 15-24:0; 25-34:13; 35-44:36; 45-54:86; 55-64:209; 65-74:482; 75-84:664; 85+:762; UNKNOWN:0",NA,NA,"9424; eth_hispanic:3013; eth_non_hispanic:5933; eth_unk:478","AI/AN:0; ASIAN:0; BLACK:2504; MULTI:0; OTHER:913; UNKNOWN:290; WHITE:5717","0-4:27; 5-14:24; 15-24:148; 25-34:470; 35-44:763; 45-54:1201; 55-64:1651; 65-74:1961; 75-84:1826; 85+:1353; UNKNOWN:0",NA,"pdf","Age data only available in images on site","05/26/20"
"Georgia",NA,"43400; eth_HISPANIC/LATINO:4936; eth_NON-HISPANIC/LATINO:21876; eth_UNKNOWN:16588",NA,NA,NA,"AI/AN:49; ASIAN:614; BLACK:14361; NH/PI:26; OTHER:2724; UNKNOWN:12327; WHITE:13299",NA,NA,"1848; eth_HISPANIC/LATINO:76; eth_NON-HISPANIC/LATINO:1721; eth_UNKNOWN:51","AI/AN:4; ASIAN:28; BLACK:904; NH/PI:2; OTHER:26; UNKNOWN:38; WHITE:846",".:4; 17:1; 22:1; 25:1; 26:2; 27:1; 28:1; 29:3; 30:2; 31:4; 32:4; 33:6; 34:5; 35:1; 36:3; 37:2; 38:2; 39:2; 40:2; 42:3; 43:4; 44:7; 45:10; 46:8; 47:5; 48:14; 49:14; 50:10; 51:5; 52:7; 53:16; 54:16; 55:12; 56:19; 57:17; 58:26; 59:20; 60:25; 61:29; 62:31; 63:44; 64:32; 65:44; 66:42; 67:37; 68:49; 69:33; 70:45; 71:52; 72:32; 73:58; 74:49; 75:62; 76:44; 77:47; 78:60; 79:55; 80:44; 81:58; 82:49; 83:61; 84:53; 85:67; 86:36; 87:44; 88:40; 89:42; 90+:224","FEMALE:877; MALE:968; UNKNOWN/OTHER:3","No:92; Unknown:563; Yes:1193","7507",NA,NA,NA,"webpage",NA,"05/25/20"
